BARCODE,ARR_DESIGN,EXP_ID,GROUP_ID,INDIVIDUAL_ID,ORGAN,MATERIAL_ID,COMPOUND_NAME,COMPOUND_ABBREVIATION,COMPOUND_NO,SPECIES,EXP_TEST_TYPE,SINGLE_REPEAT_TYPE,SEX_TYPE,STRAIN_TYPE,ADMINISTRATION_ROUTE_TYPE,ANIMAL_AGE(week),SACRIFICE_PERIOD,DOSE,DOSE_UNIT,DOSE_LEVEL
3016080021,HG-U133_Plus_2,5270,2,1,Liver,A,ethionamide,ETH,135,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016080022,HG-U133_Plus_2,5270,2,2,Liver,A,ethionamide,ETH,135,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016080017,HG-U133_Plus_2,5270,3,1,Liver,A,ethionamide,ETH,135,Human,in vitro,NA,Female,not specified,not specified,,8 hr,120,uM,Middle
3016080018,HG-U133_Plus_2,5270,3,2,Liver,A,ethionamide,ETH,135,Human,in vitro,NA,Female,not specified,not specified,,8 hr,120,uM,Middle
3016080023,HG-U133_Plus_2,5270,4,1,Liver,A,ethionamide,ETH,135,Human,in vitro,NA,Female,not specified,not specified,,24 hr,120,uM,Middle
3016080024,HG-U133_Plus_2,5270,4,2,Liver,A,ethionamide,ETH,135,Human,in vitro,NA,Female,not specified,not specified,,24 hr,120,uM,Middle
3016080019,HG-U133_Plus_2,5270,5,1,Liver,A,ethionamide,ETH,135,Human,in vitro,NA,Female,not specified,not specified,,8 hr,600,uM,High
3016080020,HG-U133_Plus_2,5270,5,2,Liver,A,ethionamide,ETH,135,Human,in vitro,NA,Female,not specified,not specified,,8 hr,600,uM,High
3016080025,HG-U133_Plus_2,5270,6,1,Liver,A,ethionamide,ETH,135,Human,in vitro,NA,Female,not specified,not specified,,24 hr,600,uM,High
3016080026,HG-U133_Plus_2,5270,6,2,Liver,A,ethionamide,ETH,135,Human,in vitro,NA,Female,not specified,not specified,,24 hr,600,uM,High
3016080027,HG-U133_Plus_2,5271,1,1,Liver,A,nimesulide,NIM,136,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016080028,HG-U133_Plus_2,5271,1,2,Liver,A,nimesulide,NIM,136,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016081003,HG-U133_Plus_2,5271,2,1,Liver,A,nimesulide,NIM,136,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016081004,HG-U133_Plus_2,5271,2,2,Liver,A,nimesulide,NIM,136,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016080029,HG-U133_Plus_2,5271,3,1,Liver,A,nimesulide,NIM,136,Human,in vitro,NA,Female,not specified,not specified,,8 hr,66,uM,Middle
3016080030,HG-U133_Plus_2,5271,3,2,Liver,A,nimesulide,NIM,136,Human,in vitro,NA,Female,not specified,not specified,,8 hr,66,uM,Middle
3016081005,HG-U133_Plus_2,5271,4,1,Liver,A,nimesulide,NIM,136,Human,in vitro,NA,Female,not specified,not specified,,24 hr,66,uM,Middle
3016081006,HG-U133_Plus_2,5271,4,2,Liver,A,nimesulide,NIM,136,Human,in vitro,NA,Female,not specified,not specified,,24 hr,66,uM,Middle
3016081001,HG-U133_Plus_2,5271,5,1,Liver,A,nimesulide,NIM,136,Human,in vitro,NA,Female,not specified,not specified,,8 hr,330,uM,High
3016081002,HG-U133_Plus_2,5271,5,2,Liver,A,nimesulide,NIM,136,Human,in vitro,NA,Female,not specified,not specified,,8 hr,330,uM,High
3016081007,HG-U133_Plus_2,5271,6,1,Liver,A,nimesulide,NIM,136,Human,in vitro,NA,Female,not specified,not specified,,24 hr,330,uM,High
3016081008,HG-U133_Plus_2,5271,6,2,Liver,A,nimesulide,NIM,136,Human,in vitro,NA,Female,not specified,not specified,,24 hr,330,uM,High
3016081009,HG-U133_Plus_2,5272,1,1,Liver,A,ethanol,ETN,137,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016081010,HG-U133_Plus_2,5272,1,2,Liver,A,ethanol,ETN,137,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016081015,HG-U133_Plus_2,5272,2,1,Liver,A,ethanol,ETN,137,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016081016,HG-U133_Plus_2,5272,2,2,Liver,A,ethanol,ETN,137,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016081011,HG-U133_Plus_2,5272,3,1,Liver,A,ethanol,ETN,137,Human,in vitro,NA,Female,not specified,not specified,,8 hr,2000,uM,Middle
3016081012,HG-U133_Plus_2,5272,3,2,Liver,A,ethanol,ETN,137,Human,in vitro,NA,Female,not specified,not specified,,8 hr,2000,uM,Middle
3016081017,HG-U133_Plus_2,5272,4,1,Liver,A,ethanol,ETN,137,Human,in vitro,NA,Female,not specified,not specified,,24 hr,2000,uM,Middle
3016081018,HG-U133_Plus_2,5272,4,2,Liver,A,ethanol,ETN,137,Human,in vitro,NA,Female,not specified,not specified,,24 hr,2000,uM,Middle
3016081013,HG-U133_Plus_2,5272,5,1,Liver,A,ethanol,ETN,137,Human,in vitro,NA,Female,not specified,not specified,,8 hr,10000,uM,High
3016081014,HG-U133_Plus_2,5272,5,2,Liver,A,ethanol,ETN,137,Human,in vitro,NA,Female,not specified,not specified,,8 hr,10000,uM,High
3016081019,HG-U133_Plus_2,5272,6,1,Liver,A,ethanol,ETN,137,Human,in vitro,NA,Female,not specified,not specified,,24 hr,10000,uM,High
3016081020,HG-U133_Plus_2,5272,6,2,Liver,A,ethanol,ETN,137,Human,in vitro,NA,Female,not specified,not specified,,24 hr,10000,uM,High
3016088018,HG-U133_Plus_2,5273,1,1,Liver,A,phenacetin,PCT,138,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016088019,HG-U133_Plus_2,5273,1,2,Liver,A,phenacetin,PCT,138,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016088024,HG-U133_Plus_2,5273,2,1,Liver,A,phenacetin,PCT,138,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016088025,HG-U133_Plus_2,5273,2,2,Liver,A,phenacetin,PCT,138,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016088020,HG-U133_Plus_2,5273,3,1,Liver,A,phenacetin,PCT,138,Human,in vitro,NA,Female,not specified,not specified,,8 hr,120,uM,Middle
3016088021,HG-U133_Plus_2,5273,3,2,Liver,A,phenacetin,PCT,138,Human,in vitro,NA,Female,not specified,not specified,,8 hr,120,uM,Middle
3016088026,HG-U133_Plus_2,5273,4,1,Liver,A,phenacetin,PCT,138,Human,in vitro,NA,Female,not specified,not specified,,24 hr,120,uM,Middle
3016088027,HG-U133_Plus_2,5273,4,2,Liver,A,phenacetin,PCT,138,Human,in vitro,NA,Female,not specified,not specified,,24 hr,120,uM,Middle
3016088022,HG-U133_Plus_2,5273,5,1,Liver,A,phenacetin,PCT,138,Human,in vitro,NA,Female,not specified,not specified,,8 hr,600,uM,High
3016088023,HG-U133_Plus_2,5273,5,2,Liver,A,phenacetin,PCT,138,Human,in vitro,NA,Female,not specified,not specified,,8 hr,600,uM,High
3016088028,HG-U133_Plus_2,5273,6,1,Liver,A,phenacetin,PCT,138,Human,in vitro,NA,Female,not specified,not specified,,24 hr,600,uM,High
3016088029,HG-U133_Plus_2,5273,6,2,Liver,A,phenacetin,PCT,138,Human,in vitro,NA,Female,not specified,not specified,,24 hr,600,uM,High
3016082014,HG-U133_Plus_2,5274,1,1,Liver,A,bucetin,BCT,139,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016082015,HG-U133_Plus_2,5274,1,2,Liver,A,bucetin,BCT,139,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016082020,HG-U133_Plus_2,5274,2,1,Liver,A,bucetin,BCT,139,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016082021,HG-U133_Plus_2,5274,2,2,Liver,A,bucetin,BCT,139,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016082016,HG-U133_Plus_2,5274,3,1,Liver,A,bucetin,BCT,139,Human,in vitro,NA,Female,not specified,not specified,,8 hr,60,uM,Middle
3016082017,HG-U133_Plus_2,5274,3,2,Liver,A,bucetin,BCT,139,Human,in vitro,NA,Female,not specified,not specified,,8 hr,60,uM,Middle
3016082022,HG-U133_Plus_2,5274,4,1,Liver,A,bucetin,BCT,139,Human,in vitro,NA,Female,not specified,not specified,,24 hr,60,uM,Middle
3016082023,HG-U133_Plus_2,5274,4,2,Liver,A,bucetin,BCT,139,Human,in vitro,NA,Female,not specified,not specified,,24 hr,60,uM,Middle
3016082018,HG-U133_Plus_2,5274,5,1,Liver,A,bucetin,BCT,139,Human,in vitro,NA,Female,not specified,not specified,,8 hr,300,uM,High
3016082019,HG-U133_Plus_2,5274,5,2,Liver,A,bucetin,BCT,139,Human,in vitro,NA,Female,not specified,not specified,,8 hr,300,uM,High
3016082024,HG-U133_Plus_2,5274,6,1,Liver,A,bucetin,BCT,139,Human,in vitro,NA,Female,not specified,not specified,,24 hr,300,uM,High
3016082025,HG-U133_Plus_2,5274,6,2,Liver,A,bucetin,BCT,139,Human,in vitro,NA,Female,not specified,not specified,,24 hr,300,uM,High
3016082026,HG-U133_Plus_2,5275,1,1,Liver,A,acetamidofluorene,AAF,144,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016082027,HG-U133_Plus_2,5275,1,2,Liver,A,acetamidofluorene,AAF,144,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016083002,HG-U133_Plus_2,5275,2,1,Liver,A,acetamidofluorene,AAF,144,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016083003,HG-U133_Plus_2,5275,2,2,Liver,A,acetamidofluorene,AAF,144,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016082028,HG-U133_Plus_2,5275,3,1,Liver,A,acetamidofluorene,AAF,144,Human,in vitro,NA,Female,not specified,not specified,,8 hr,10,uM,Middle
3016082029,HG-U133_Plus_2,5275,3,2,Liver,A,acetamidofluorene,AAF,144,Human,in vitro,NA,Female,not specified,not specified,,8 hr,10,uM,Middle
3016083004,HG-U133_Plus_2,5275,4,1,Liver,A,acetamidofluorene,AAF,144,Human,in vitro,NA,Female,not specified,not specified,,24 hr,10,uM,Middle
3016083005,HG-U133_Plus_2,5275,4,2,Liver,A,acetamidofluorene,AAF,144,Human,in vitro,NA,Female,not specified,not specified,,24 hr,10,uM,Middle
3016082030,HG-U133_Plus_2,5275,5,1,Liver,A,acetamidofluorene,AAF,144,Human,in vitro,NA,Female,not specified,not specified,,8 hr,50,uM,High
3016083001,HG-U133_Plus_2,5275,5,2,Liver,A,acetamidofluorene,AAF,144,Human,in vitro,NA,Female,not specified,not specified,,8 hr,50,uM,High
3016083006,HG-U133_Plus_2,5275,6,1,Liver,A,acetamidofluorene,AAF,144,Human,in vitro,NA,Female,not specified,not specified,,24 hr,50,uM,High
3016083007,HG-U133_Plus_2,5275,6,2,Liver,A,acetamidofluorene,AAF,144,Human,in vitro,NA,Female,not specified,not specified,,24 hr,50,uM,High
3016088030,HG-U133_Plus_2,5276,1,1,Liver,A,nitrosodiethylamine,DEN,145,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016089001,HG-U133_Plus_2,5276,1,2,Liver,A,nitrosodiethylamine,DEN,145,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016089006,HG-U133_Plus_2,5276,2,1,Liver,A,nitrosodiethylamine,DEN,145,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016089007,HG-U133_Plus_2,5276,2,2,Liver,A,nitrosodiethylamine,DEN,145,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016089002,HG-U133_Plus_2,5276,3,1,Liver,A,nitrosodiethylamine,DEN,145,Human,in vitro,NA,Female,not specified,not specified,,8 hr,2000,uM,Middle
3016089003,HG-U133_Plus_2,5276,3,2,Liver,A,nitrosodiethylamine,DEN,145,Human,in vitro,NA,Female,not specified,not specified,,8 hr,2000,uM,Middle
3016089008,HG-U133_Plus_2,5276,4,1,Liver,A,nitrosodiethylamine,DEN,145,Human,in vitro,NA,Female,not specified,not specified,,24 hr,2000,uM,Middle
3016089009,HG-U133_Plus_2,5276,4,2,Liver,A,nitrosodiethylamine,DEN,145,Human,in vitro,NA,Female,not specified,not specified,,24 hr,2000,uM,Middle
3016089004,HG-U133_Plus_2,5276,5,1,Liver,A,nitrosodiethylamine,DEN,145,Human,in vitro,NA,Female,not specified,not specified,,8 hr,10000,uM,High
3016089005,HG-U133_Plus_2,5276,5,2,Liver,A,nitrosodiethylamine,DEN,145,Human,in vitro,NA,Female,not specified,not specified,,8 hr,10000,uM,High
3016089010,HG-U133_Plus_2,5276,6,1,Liver,A,nitrosodiethylamine,DEN,145,Human,in vitro,NA,Female,not specified,not specified,,24 hr,10000,uM,High
3016089011,HG-U133_Plus_2,5276,6,2,Liver,A,nitrosodiethylamine,DEN,145,Human,in vitro,NA,Female,not specified,not specified,,24 hr,10000,uM,High
3016083008,HG-U133_Plus_2,5277,1,1,Liver,A,ticlopidine,TCP,146,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016083009,HG-U133_Plus_2,5277,1,2,Liver,A,ticlopidine,TCP,146,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016083014,HG-U133_Plus_2,5277,2,1,Liver,A,ticlopidine,TCP,146,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016083015,HG-U133_Plus_2,5277,2,2,Liver,A,ticlopidine,TCP,146,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016083010,HG-U133_Plus_2,5277,3,1,Liver,A,ticlopidine,TCP,146,Human,in vitro,NA,Female,not specified,not specified,,8 hr,4,uM,Middle
3016083011,HG-U133_Plus_2,5277,3,2,Liver,A,ticlopidine,TCP,146,Human,in vitro,NA,Female,not specified,not specified,,8 hr,4,uM,Middle
3016083016,HG-U133_Plus_2,5277,4,1,Liver,A,ticlopidine,TCP,146,Human,in vitro,NA,Female,not specified,not specified,,24 hr,4,uM,Middle
3016083017,HG-U133_Plus_2,5277,4,2,Liver,A,ticlopidine,TCP,146,Human,in vitro,NA,Female,not specified,not specified,,24 hr,4,uM,Middle
3016083012,HG-U133_Plus_2,5277,5,1,Liver,A,ticlopidine,TCP,146,Human,in vitro,NA,Female,not specified,not specified,,8 hr,20,uM,High
3016083013,HG-U133_Plus_2,5277,5,2,Liver,A,ticlopidine,TCP,146,Human,in vitro,NA,Female,not specified,not specified,,8 hr,20,uM,High
3016083018,HG-U133_Plus_2,5277,6,1,Liver,A,ticlopidine,TCP,146,Human,in vitro,NA,Female,not specified,not specified,,24 hr,20,uM,High
3016083019,HG-U133_Plus_2,5277,6,2,Liver,A,ticlopidine,TCP,146,Human,in vitro,NA,Female,not specified,not specified,,24 hr,20,uM,High
3016083020,HG-U133_Plus_2,5278,1,1,Liver,A,tiopronin,TIO,104,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016083021,HG-U133_Plus_2,5278,1,2,Liver,A,tiopronin,TIO,104,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016083026,HG-U133_Plus_2,5278,2,1,Liver,A,tiopronin,TIO,104,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016083027,HG-U133_Plus_2,5278,2,2,Liver,A,tiopronin,TIO,104,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016083022,HG-U133_Plus_2,5278,3,1,Liver,A,tiopronin,TIO,104,Human,in vitro,NA,Female,not specified,not specified,,8 hr,400,uM,Middle
3016083023,HG-U133_Plus_2,5278,3,2,Liver,A,tiopronin,TIO,104,Human,in vitro,NA,Female,not specified,not specified,,8 hr,400,uM,Middle
3016083028,HG-U133_Plus_2,5278,4,1,Liver,A,tiopronin,TIO,104,Human,in vitro,NA,Female,not specified,not specified,,24 hr,400,uM,Middle
3016083029,HG-U133_Plus_2,5278,4,2,Liver,A,tiopronin,TIO,104,Human,in vitro,NA,Female,not specified,not specified,,24 hr,400,uM,Middle
3016083024,HG-U133_Plus_2,5278,5,1,Liver,A,tiopronin,TIO,104,Human,in vitro,NA,Female,not specified,not specified,,8 hr,2000,uM,High
3016083025,HG-U133_Plus_2,5278,5,2,Liver,A,tiopronin,TIO,104,Human,in vitro,NA,Female,not specified,not specified,,8 hr,2000,uM,High
3016083030,HG-U133_Plus_2,5278,6,1,Liver,A,tiopronin,TIO,104,Human,in vitro,NA,Female,not specified,not specified,,24 hr,2000,uM,High
3016084001,HG-U133_Plus_2,5278,6,2,Liver,A,tiopronin,TIO,104,Human,in vitro,NA,Female,not specified,not specified,,24 hr,2000,uM,High
3016084002,HG-U133_Plus_2,5279,1,1,Liver,A,promethazine,PMZ,110,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016084003,HG-U133_Plus_2,5279,1,2,Liver,A,promethazine,PMZ,110,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016084008,HG-U133_Plus_2,5279,2,1,Liver,A,promethazine,PMZ,110,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016084009,HG-U133_Plus_2,5279,2,2,Liver,A,promethazine,PMZ,110,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016084004,HG-U133_Plus_2,5279,3,1,Liver,A,promethazine,PMZ,110,Human,in vitro,NA,Female,not specified,not specified,,8 hr,7,uM,Middle
3016084005,HG-U133_Plus_2,5279,3,2,Liver,A,promethazine,PMZ,110,Human,in vitro,NA,Female,not specified,not specified,,8 hr,7,uM,Middle
3016084010,HG-U133_Plus_2,5279,4,1,Liver,A,promethazine,PMZ,110,Human,in vitro,NA,Female,not specified,not specified,,24 hr,7,uM,Middle
3016087024,HG-U133_Plus_2,5279,4,2,Liver,A,promethazine,PMZ,110,Human,in vitro,NA,Female,not specified,not specified,,24 hr,7,uM,Middle
3016084006,HG-U133_Plus_2,5279,5,1,Liver,A,promethazine,PMZ,110,Human,in vitro,NA,Female,not specified,not specified,,8 hr,35,uM,High
3016084007,HG-U133_Plus_2,5279,5,2,Liver,A,promethazine,PMZ,110,Human,in vitro,NA,Female,not specified,not specified,,8 hr,35,uM,High
3016084012,HG-U133_Plus_2,5279,6,1,Liver,A,promethazine,PMZ,110,Human,in vitro,NA,Female,not specified,not specified,,24 hr,35,uM,High
3016084013,HG-U133_Plus_2,5279,6,2,Liver,A,promethazine,PMZ,110,Human,in vitro,NA,Female,not specified,not specified,,24 hr,35,uM,High
3016084015,HG-U133_Plus_2,5280,1,1,Liver,A,sulpiride,SLP,115,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016084016,HG-U133_Plus_2,5280,1,2,Liver,A,sulpiride,SLP,115,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016084021,HG-U133_Plus_2,5280,2,1,Liver,A,sulpiride,SLP,115,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016084022,HG-U133_Plus_2,5280,2,2,Liver,A,sulpiride,SLP,115,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016084017,HG-U133_Plus_2,5280,3,1,Liver,A,sulpiride,SLP,115,Human,in vitro,NA,Female,not specified,not specified,,8 hr,1000,uM,Middle
3016084018,HG-U133_Plus_2,5280,3,2,Liver,A,sulpiride,SLP,115,Human,in vitro,NA,Female,not specified,not specified,,8 hr,1000,uM,Middle
3016084023,HG-U133_Plus_2,5280,4,1,Liver,A,sulpiride,SLP,115,Human,in vitro,NA,Female,not specified,not specified,,24 hr,1000,uM,Middle
3016084024,HG-U133_Plus_2,5280,4,2,Liver,A,sulpiride,SLP,115,Human,in vitro,NA,Female,not specified,not specified,,24 hr,1000,uM,Middle
3016084019,HG-U133_Plus_2,5280,5,1,Liver,A,sulpiride,SLP,115,Human,in vitro,NA,Female,not specified,not specified,,8 hr,5000,uM,High
3016084020,HG-U133_Plus_2,5280,5,2,Liver,A,sulpiride,SLP,115,Human,in vitro,NA,Female,not specified,not specified,,8 hr,5000,uM,High
3016084025,HG-U133_Plus_2,5280,6,1,Liver,A,sulpiride,SLP,115,Human,in vitro,NA,Female,not specified,not specified,,24 hr,5000,uM,High
3016084026,HG-U133_Plus_2,5280,6,2,Liver,A,sulpiride,SLP,115,Human,in vitro,NA,Female,not specified,not specified,,24 hr,5000,uM,High
3016088007,HG-U133_Plus_2,5281,1,1,Liver,A,dantrolene,DTL,119,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016088008,HG-U133_Plus_2,5281,1,2,Liver,A,dantrolene,DTL,119,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016085003,HG-U133_Plus_2,5281,2,1,Liver,A,dantrolene,DTL,119,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016085004,HG-U133_Plus_2,5281,2,2,Liver,A,dantrolene,DTL,119,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016088009,HG-U133_Plus_2,5281,3,1,Liver,A,dantrolene,DTL,119,Human,in vitro,NA,Female,not specified,not specified,,8 hr,2,uM,Middle
3016088010,HG-U133_Plus_2,5281,3,2,Liver,A,dantrolene,DTL,119,Human,in vitro,NA,Female,not specified,not specified,,8 hr,2,uM,Middle
3016085005,HG-U133_Plus_2,5281,4,1,Liver,A,dantrolene,DTL,119,Human,in vitro,NA,Female,not specified,not specified,,24 hr,2,uM,Middle
3016085006,HG-U133_Plus_2,5281,4,2,Liver,A,dantrolene,DTL,119,Human,in vitro,NA,Female,not specified,not specified,,24 hr,2,uM,Middle
3016085001,HG-U133_Plus_2,5281,5,1,Liver,A,dantrolene,DTL,119,Human,in vitro,NA,Female,not specified,not specified,,8 hr,10,uM,High
3016085002,HG-U133_Plus_2,5281,5,2,Liver,A,dantrolene,DTL,119,Human,in vitro,NA,Female,not specified,not specified,,8 hr,10,uM,High
3016085007,HG-U133_Plus_2,5281,6,1,Liver,A,dantrolene,DTL,119,Human,in vitro,NA,Female,not specified,not specified,,24 hr,10,uM,High
3016085008,HG-U133_Plus_2,5281,6,2,Liver,A,dantrolene,DTL,119,Human,in vitro,NA,Female,not specified,not specified,,24 hr,10,uM,High
3016085009,HG-U133_Plus_2,5282,1,1,Liver,A,clomipramine,CPM,121,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016085010,HG-U133_Plus_2,5282,1,2,Liver,A,clomipramine,CPM,121,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016085015,HG-U133_Plus_2,5282,2,1,Liver,A,clomipramine,CPM,121,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016085016,HG-U133_Plus_2,5282,2,2,Liver,A,clomipramine,CPM,121,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016085011,HG-U133_Plus_2,5282,3,1,Liver,A,clomipramine,CPM,121,Human,in vitro,NA,Female,not specified,not specified,,8 hr,2,uM,Middle
3016085012,HG-U133_Plus_2,5282,3,2,Liver,A,clomipramine,CPM,121,Human,in vitro,NA,Female,not specified,not specified,,8 hr,2,uM,Middle
3016085017,HG-U133_Plus_2,5282,4,1,Liver,A,clomipramine,CPM,121,Human,in vitro,NA,Female,not specified,not specified,,24 hr,2,uM,Middle
3016085018,HG-U133_Plus_2,5282,4,2,Liver,A,clomipramine,CPM,121,Human,in vitro,NA,Female,not specified,not specified,,24 hr,2,uM,Middle
3016085013,HG-U133_Plus_2,5282,5,1,Liver,A,clomipramine,CPM,121,Human,in vitro,NA,Female,not specified,not specified,,8 hr,10,uM,High
3016085014,HG-U133_Plus_2,5282,5,2,Liver,A,clomipramine,CPM,121,Human,in vitro,NA,Female,not specified,not specified,,8 hr,10,uM,High
3016085019,HG-U133_Plus_2,5282,6,1,Liver,A,clomipramine,CPM,121,Human,in vitro,NA,Female,not specified,not specified,,24 hr,10,uM,High
3016085020,HG-U133_Plus_2,5282,6,2,Liver,A,clomipramine,CPM,121,Human,in vitro,NA,Female,not specified,not specified,,24 hr,10,uM,High
3016085021,HG-U133_Plus_2,5283,1,1,Liver,A,terbinafine,TBF,123,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016085022,HG-U133_Plus_2,5283,1,2,Liver,A,terbinafine,TBF,123,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016085027,HG-U133_Plus_2,5283,2,1,Liver,A,terbinafine,TBF,123,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016085028,HG-U133_Plus_2,5283,2,2,Liver,A,terbinafine,TBF,123,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016085023,HG-U133_Plus_2,5283,3,1,Liver,A,terbinafine,TBF,123,Human,in vitro,NA,Female,not specified,not specified,,8 hr,3,uM,Middle
3016085024,HG-U133_Plus_2,5283,3,2,Liver,A,terbinafine,TBF,123,Human,in vitro,NA,Female,not specified,not specified,,8 hr,3,uM,Middle
3016085029,HG-U133_Plus_2,5283,4,1,Liver,A,terbinafine,TBF,123,Human,in vitro,NA,Female,not specified,not specified,,24 hr,3,uM,Middle
3016085030,HG-U133_Plus_2,5283,4,2,Liver,A,terbinafine,TBF,123,Human,in vitro,NA,Female,not specified,not specified,,24 hr,3,uM,Middle
3016085025,HG-U133_Plus_2,5283,5,1,Liver,A,terbinafine,TBF,123,Human,in vitro,NA,Female,not specified,not specified,,8 hr,15,uM,High
3016085026,HG-U133_Plus_2,5283,5,2,Liver,A,terbinafine,TBF,123,Human,in vitro,NA,Female,not specified,not specified,,8 hr,15,uM,High
3016086001,HG-U133_Plus_2,5283,6,1,Liver,A,terbinafine,TBF,123,Human,in vitro,NA,Female,not specified,not specified,,24 hr,15,uM,High
3016086002,HG-U133_Plus_2,5283,6,2,Liver,A,terbinafine,TBF,123,Human,in vitro,NA,Female,not specified,not specified,,24 hr,15,uM,High
3016086003,HG-U133_Plus_2,5284,1,1,Liver,A,lornoxicam,LNX,125,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016086004,HG-U133_Plus_2,5284,1,2,Liver,A,lornoxicam,LNX,125,Human,in vitro,NA,Female,not specified,not specified,,8 hr,0,uM,Control
3016086009,HG-U133_Plus_2,5284,2,1,Liver,A,lornoxicam,LNX,125,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016086010,HG-U133_Plus_2,5284,2,2,Liver,A,lornoxicam,LNX,125,Human,in vitro,NA,Female,not specified,not specified,,24 hr,0,uM,Control
3016086005,HG-U133_Plus_2,5284,3,1,Liver,A,lornoxicam,LNX,125,Human,in vitro,NA,Female,not specified,not specified,,8 hr,3,uM,Middle
3016086006,HG-U133_Plus_2,5284,3,2,Liver,A,lornoxicam,LNX,125,Human,in vitro,NA,Female,not specified,not specified,,8 hr,3,uM,Middle
3016086011,HG-U133_Plus_2,5284,4,1,Liver,A,lornoxicam,LNX,125,Human,in vitro,NA,Female,not specified,not specified,,24 hr,3,uM,Middle
3016086012,HG-U133_Plus_2,5284,4,2,Liver,A,lornoxicam,LNX,125,Human,in vitro,NA,Female,not specified,not specified,,24 hr,3,uM,Middle
