NodeName	NodeID	Regulation	Score	Correct	Incorrect	Ambiguous	p-value	Enrichment p-value
FASLG	907	1	2	11	9	10	0.474004214392077	1
TNFRSF1A	908	1	2	11	9	12	0.474004214392077	1
BLVRA	909	1	2	8	6	17	0.641405584053409	1
GNL3	912	1	2	8	6	18	0.321112388799827	1
TCL1A	922	1	2	8	6	18	0.469378342572261	1
CCND2	940	1	2	13	11	8	0.362472350209462	1
IL1B	996	1	2	10	8	15	0.506591796028421	1
NDP	1021	1	2	8	6	16	0.548990078768274	1
IL3	1028	1	2	7	5	21	0.426627707744446	1
MAP4K1	1036	1	2	13	11	9	0.633252334987805	1
IGF1R	1043	1	2	10	8	14	0.618509851552429	1
ACVRL1	1046	1	2	12	10	6	0.641002132132609	1
LRP5	1071	1	2	11	9	11	0.573859030877581	1
SKI	1085	1	2	12	10	11	0.386163950864866	1
FZD4	1089	1	2	9	7	16	0.628391161924985	1
SMAD1	1090	1	2	12	10	10	0.641002132132609	1
AMH	1104	1	2	9	7	10	0.471180147749697	1
GDF6	1110	1	2	9	7	10	0.471180147749697	1
PPP4R3A	1112	1	2	9	7	14	0.544953053315258	1
IL27	1117	1	2	4	2	24	0.39860698993826	1
RXRB	1172	1	2	9	7	15	0.584981578917532	1
RXRG	1176	1	2	11	9	11	0.539190185957201	1
NR1H2	1178	1	2	11	9	10	0.506058822012086	1
MPL	1207	1	2	10	8	14	0.578829090842109	1
SHC1	1212	1	2	14	12	7	0.626665107073102	1
XPO1	1242	1	2	10	8	14	0.506591796028421	1
MKNK2	1251	1	2	12	10	3	0.641002132132609	1
FOXH1	1271	1	2	13	11	5	0.670337455092436	1
PPP1CC	1287	1	2	10	8	15	0.374464752755971	1
PPP1R15A	1288	1	2	10	8	15	0.374464752755971	1
WWP1	1292	1	2	9	7	16	0.471180147749697	1
RYK	1297	1	2	10	8	14	0.618509851552429	1
MDK	1331	1	2	11	9	9	0.650329076600127	1
EPHB1	1364	1	2	10	8	14	0.618509851552429	1
RYBP	1378	1	2	12	10	10	0.569730342115484	1
RFX1	1379	1	2	12	10	10	0.569730342115484	1
RAP1B	1395	1	2	9	7	15	0.544953053315258	1
NRIP1	1409	1	2	10	8	13	0.472700525184954	1
CAMP	1421	1	2	11	9	12	0.573859030877581	1
GNB5	1424	1	2	11	9	12	0.650329076600127	1
GNG4	1425	1	2	11	9	12	0.650329076600127	1
AGT	1445	1	2	10	8	14	0.618509851552429	1
PROS1	1446	1	2	8	6	16	0.508168326313785	1
C3	1455	1	2	9	7	14	0.628391161924985	1
EBI3	1560	1	2	4	2	24	0.39860698993826	1
ARF1	1593	1	2	12	10	8	0.641002132132609	1
CD274	1594	1	2	2	0	3	0.341430499325237	1
GNB2	1621	1	2	8	6	19	0.394969356380148	1
TCF7	1625	1	2	7	5	12	0.386887945718716	1
VAV2	1632	1	2	7	5	20	0.55436732544399	1
CARD14	1638	1	2	12	10	3	0.641002132132609	1
SSTR1	1641	1	2	6	4	22	0.464499027217493	1
FER	1654	1	2	10	8	14	0.618509851552429	1
RAPGEF1	1663	1	2	13	11	8	0.598752081993011	1
GNAS	1672	1	2	11	9	12	0.506058822012086	1
RASGRF1	1685	1	2	7	5	20	0.603623632066586	1
DOK1	1704	1	2	7	5	20	0.307284825901778	1
RELN	1734	1	2	10	8	14	0.308349860938446	1
MACROD1	1738	1	2	9	7	13	0.628391161924985	1
GRM7	1743	1	2	9	7	15	0.367078834506125	1
CSNK2A2	1775	1	2	11	9	13	0.474004214392077	1
FES	1810	1	2	10	8	14	0.618509851552429	1
CDK7	1857	1	2	9	7	17	0.584981578917532	1
ADRB3	1875	1	2	11	9	11	0.506058822012086	1
PTGDR	1910	1	2	11	9	11	0.506058822012086	1
PTGER2	1912	1	2	11	9	11	0.506058822012086	1
PTH1R	1918	1	2	9	7	16	0.401535748030472	1
GNGT1	1951	1	2	6	4	22	0.419991398569247	1
GPI	1953	1	2	2	0	0	0.341430499325237	1
RAD1	1967	1	2	6	4	18	0.464499027217493	1
REN	1990	1	2	10	8	12	0.618509851552429	1
IER3	1991	1	2	7	5	19	0.467200419233909	1
RIT2	2002	1	2	9	7	15	0.544953053315258	1
RNF43	2009	1	2	9	7	13	0.628391161924985	1
ROBO2	2013	1	2	10	8	10	0.407007382697827	1
RITA1	2032	1	2	9	7	4	0.367078834506125	1
IL34	2035	1	2	8	6	13	0.548990078768274	1
PAK4	2042	1	2	10	8	15	0.578829090842109	1
CSF1R	2056	1	2	8	6	18	0.548990078768274	1
SERPINC1	2091	1	2	3	1	15	0.17872123135281	1
LRRK2	2099	1	2	9	7	16	0.544953053315258	1
AXIN2	2101	1	2	10	8	15	0.439635773570485	1
MUTYH	2106	1	2	9	7	17	0.544953053315258	1
SRGAP3	2150	1	2	10	8	14	0.274150553517912	1
TBL1XR1	2179	1	2	8	6	16	0.548990078768274	1
TCL1B	2184	1	2	8	6	18	0.469378342572261	1
TET2	2194	1	2	7	5	17	0.307284825901778	1
FZD8	2206	1	2	9	7	16	0.628391161924985	1
TLK1	2209	1	2	7	5	9	0.467200419233909	1
MTCP1	2212	1	2	8	6	18	0.469378342572261	1
TRAF7	2231	1	2	10	8	12	0.661862313772076	1
TRIM27	2237	1	2	9	7	14	0.367078834506125	1
VWF	2268	1	2	7	5	18	0.603623632066586	1
ADAM17	2272	1	2	8	6	18	0.592886109794544	1
APP	2274	1	2	9	7	12	0.260511608406859	1
FZD2	2303	1	2	9	7	16	0.628391161924985	1
FZD5	2305	1	2	9	7	16	0.628391161924985	1
FZD1	2308	1	2	9	7	16	0.628391161924985	1
ACE	2312	1	2	10	8	12	0.618509851552429	1
AVPR2	2316	1	2	11	9	11	0.506058822012086	1
WT1	2344	1	2	8	6	18	0.321112388799827	1
ADAM9	2355	1	2	8	6	18	0.641405584053409	1
CDK5RAP2	2359	1	2	10	8	7	0.274150553517912	1
ARAP1	2364	1	2	8	6	18	0.283209623569598	1
ARAP3	2366	1	2	8	6	18	0.283209623569598	1
ARHGAP4	2367	1	2	10	8	14	0.274150553517912	1
ARHGAP9	2371	1	2	10	8	14	0.274150553517912	1
ARHGAP12	2375	1	2	10	8	14	0.274150553517912	1
ARHGAP15	2376	1	2	10	8	14	0.274150553517912	1
ARHGAP27	2383	1	2	10	8	14	0.274150553517912	1
ARHGAP33	2388	1	2	10	8	14	0.274150553517912	1
ARHGAP39	2390	1	2	8	6	18	0.283209623569598	1
ARHGAP44	2392	1	2	10	8	14	0.274150553517912	1
CHN1	2393	1	2	10	8	14	0.274150553517912	1
CHN2	2394	1	2	10	8	14	0.274150553517912	1
FAM13A	2395	1	2	10	8	14	0.274150553517912	1
FAM13B	2396	1	2	8	6	18	0.283209623569598	1
SH3BP1	2400	1	2	10	8	14	0.274150553517912	1
SRGAP2	2402	1	2	8	6	18	0.283209623569598	1
SYDE2	2405	1	2	10	8	14	0.274150553517912	1
ABR	2407	1	2	10	8	14	0.274150553517912	1
PLEKHG6	2438	1	2	7	5	20	0.603623632066586	1
TRIO	2443	1	2	7	5	20	0.603623632066586	1
GRIPAP1	2450	1	2	14	12	7	0.740300588680186	1
FAM20C	2473	1	2	7	5	18	0.223717053998048	1
IMPDH2	2476	1	2	8	6	18	0.469378342572261	1
PABPC1	2478	1	2	12	10	3	0.641002132132609	1
NDFIP2	2480	1	2	6	4	19	0.376599113690894	1
NDFIP1	2481	1	2	6	4	19	0.376599113690894	1
VCP	2482	1	2	10	8	12	0.201935113136333	1
UBXN8	2483	1	2	6	4	3	0.511302608526218	1
GPR161	2517	1	2	11	9	11	0.506058822012086	1
CDKN3	2521	1	2	12	10	11	0.415674321843847	1
CRKL	2532	1	2	11	9	13	0.6939714887336	1
FANCM	2557	1	2	6	4	18	0.464499027217493	1
FOXA1	2569	1	2	10	8	12	0.308349860938446	1
FGF19	2581	1	2	13	11	9	0.670337455092436	1
HOXB7	2611	1	2	10	8	15	0.661862313772076	1
PELI1	2662	1	2	8	6	17	0.469378342572261	1
MLF1	2682	1	2	6	4	5	0.511302608526218	1
NDN	2708	1	2	8	6	18	0.321112388799827	1
ARNT	2716	1	2	8	6	12	0.548990078768274	1
PAX7	2746	1	2	7	5	16	0.386887945718716	1
ARHGAP24	2790	1	2	10	8	14	0.274150553517912	1
ITGB2	2815	1	2	9	7	16	0.628391161924985	1
ITGB3	2816	1	2	7	5	20	0.603623632066586	1
ITGAV	2819	1	2	9	7	16	0.544953053315258	1
THY1	2829	1	2	7	5	19	0.603623632066586	1
ICOSLG	2831	1	2	11	9	10	0.650329076600127	1
LAMB1	2841	1	2	7	5	20	0.603623632066586	1
DUSP18	2842	1	2	7	5	20	0.603623632066586	1
CALR	2857	1	2	10	8	12	0.308349860938446	1
SPP1	2878	1	2	7	5	20	0.603623632066586	1
COL4A1	2898	1	2	7	5	20	0.603623632066586	1
ICAM2	2907	1	2	9	7	14	0.628391161924985	1
ICAM3	2908	1	2	9	7	14	0.628391161924985	1
ICAM5	2910	1	2	9	7	14	0.628391161924985	1
LAMA2	2911	1	2	7	5	20	0.603623632066586	1
IBSP	2951	1	2	7	5	18	0.603623632066586	1
LAMC1	2956	1	2	7	5	20	0.603623632066586	1
EIF4G1	2977	1	2	12	10	3	0.641002132132609	1
PA2G4	2979	1	2	10	8	12	0.308349860938446	1
ARID4A	2984	1	2	9	7	14	0.367078834506125	1
SH2D1A	2999	1	2	9	7	16	0.584981578917532	1
KLK3	3009	1	2	9	7	14	0.544953053315258	1
RIT1	3045	1	2	9	7	15	0.544953053315258	1
RNF14	3058	1	2	10	8	12	0.308349860938446	1
SERPINF2	3091	1	2	10	8	9	0.274150553517912	1
NCF2	3097	1	2	10	8	14	0.274150553517912	1
CD244	3126	1	2	8	6	17	0.592886109794544	1
LRP1	3148	1	2	9	7	13	0.628391161924985	1
HAT1	3149	1	2	7	5	1	0.426627707744446	1
UBE2D2	3159	1	2	13	11	5	0.670337455092436	1
PHB	3172	1	2	9	7	16	0.544953053315258	1
ICOS	3198	1	2	11	9	12	0.650329076600127	1
PIK3R2	3205	1	2	9	7	16	0.544953053315258	1
TCF4	3214	1	2	10	8	12	0.308349860938446	1
STAT5B	3217	1	2	8	6	15	0.469378342572261	1
IRAK1BP1	3224	1	2	10	8	13	0.308349860938446	1
SARM1	3229	1	2	9	7	15	0.584981578917532	1
EIF4A2	3244	1	2	12	10	3	0.641002132132609	1
RGL2	3253	1	2	12	10	9	0.641002132132609	1
HNRNPUL1	3277	1	2	8	6	18	0.321112388799827	1
PPP1R9B	3306	1	2	10	8	15	0.374464752755971	1
PCOLCE	3307	1	2	2	0	0	0.248313090418354	1
CD47	3316	1	2	8	6	7	0.431849713125057	1
HCFC1	3330	1	2	10	8	5	0.274150553517912	1
SERTAD1	3354	1	2	10	8	15	0.472700525184954	1
CD44	3361	1	2	7	5	19	0.55436732544399	1
SHB	3369	1	2	11	9	12	0.650329076600127	1
IGFBP7	3375	1	2	7	5	19	0.266259997259851	1
MORF4L1	3382	1	2	9	7	14	0.367078834506125	1
HDAC8	3404	1	2	7	5	1	0.426627707744446	1
CD82	3408	1	2	9	7	14	0.628391161924985	1
POLR2K	3423	1	2	9	7	16	0.584981578917532	1
HACD3	3427	1	2	10	8	14	0.274150553517912	1
NUP62	3433	1	2	10	8	12	0.506591796028421	1
MTA2	3462	1	2	8	6	18	0.321112388799827	1
ADAM19	3478	1	2	8	6	17	0.592886109794544	1
TERF2IP	3500	1	2	9	7	6	0.628391161924985	1
IGFBP4	3528	1	2	7	5	18	0.223717053998048	1
PAPPA	3529	1	2	7	5	10	0.223717053998048	1
FKBP4	4	-1	2	10	8	12	0.308349860938446	1
RNF24	24	-1	2	2	0	0	0.341430499325237	1
TRPM4	26	-1	2	2	0	0	0.341430499325237	1
WNK4	27	-1	2	2	0	0	0.341430499325237	1
TGM2	64	-1	2	9	7	14	0.367078834506125	1
PRKCSH	84	-1	2	2	0	0	0.341430499325237	1
STX5	87	-1	2	2	0	0	0.341430499325237	1
FGF3	124	-1	2	7	5	20	0.223717053998048	1
CDC73	128	-1	2	11	9	12	0.506058822012086	1
TP53	132	-1	2	8	6	19	0.321112388799827	1
MYCN	134	-1	2	8	6	18	0.321112388799827	1
CRY2	145	-1	2	3	1	0	0.378341904657694	1
CRY1	146	-1	2	3	1	0	0.378341904657694	1
E2F4	154	-1	2	11	9	12	0.539190185957201	1
RBL2	155	-1	2	11	9	9	0.539190185957201	1
MDC1	156	-1	2	12	10	11	0.295640061352717	1
TP53BP1	162	-1	2	9	7	17	0.367078834506125	1
CDK2	169	-1	2	12	10	11	0.415674321843847	1
SMG1	176	-1	2	8	6	18	0.321112388799827	1
SH3GLB1	180	-1	2	6	4	23	0.333421057130235	1
ATG13	181	-1	2	8	6	15	0.321112388799827	1
BECN1	182	-1	2	7	5	20	0.307284825901778	1
TIAM1	183	-1	2	10	8	14	0.274150553517912	1
MAPKAPK5	192	-1	2	9	7	16	0.260511608406859	1
E2F2	219	-1	2	8	6	18	0.358215590048522	1
CASP7	254	-1	2	8	6	19	0.469378342572261	1
BAX	260	-1	2	8	6	17	0.508168326313785	1
CDKN2A	262	-1	2	11	9	13	0.38074196128828	1
PRKCI	266	-1	2	11	9	12	0.38074196128828	1
NEO1	280	-1	2	9	7	17	0.222704532211859	1
RRAS	281	-1	2	6	4	22	0.197628218451149	1
RAF1	282	-1	2	8	6	19	0.431849713125057	1
SMAD4	288	-1	2	13	11	9	0.210716013061227	1
ELAVL1	291	-1	2	9	7	17	0.260511608406859	1
EIF4EBP2	304	-1	2	12	10	3	0.641002132132609	1
TNIP1	309	-1	2	11	9	10	0.442647413280716	1
KSR2	313	-1	2	9	7	16	0.584981578917532	1
CASP1	316	-1	2	8	6	18	0.358215590048522	1
KAT8	327	-1	2	8	6	18	0.321112388799827	1
IGF2	354	-1	2	7	5	20	0.223717053998048	1
FLT3LG	355	-1	2	7	5	20	0.223717053998048	1
TLR4	357	-1	2	9	7	15	0.332336583787427	1
GAPDH	369	-1	2	10	8	14	0.274150553517912	1
KDM3A	404	-1	2	10	8	12	0.308349860938446	1
KDM4A	407	-1	2	10	8	12	0.308349860938446	1
ESCO1	411	-1	2	11	9	10	0.411657624806468	1
XRCC5	416	-1	2	10	8	7	0.374464752755971	1
KMT2A	425	-1	2	8	6	18	0.431849713125057	1
SETD1A	434	-1	2	9	7	4	0.401535748030472	1
SETD7	446	-1	2	8	6	18	0.321112388799827	1
KMT5A	449	-1	2	8	6	18	0.321112388799827	1
WDFY3	461	-1	2	10	8	13	0.238775267540025	1
RAB7A	467	-1	2	2	0	0	0.341430499325237	1
BAD	473	-1	2	9	7	16	0.332336583787427	1
HMGB1	478	-1	2	9	7	17	0.29693630048267	1
EGLN1	484	-1	2	8	6	15	0.321112388799827	1
BRCA1	490	-1	2	9	7	17	0.584981578917532	1
SSBP1	497	-1	2	8	6	18	0.321112388799827	1
NR1D1	502	-1	2	3	1	0	0.378341904657694	1
PER2	503	-1	2	3	1	0	0.378341904657694	1
NR1D2	504	-1	2	3	1	0	0.378341904657694	1
PER3	505	-1	2	3	1	0	0.378341904657694	1
SIRT6	511	-1	2	10	8	14	0.308349860938446	1
FRAT2	516	-1	2	10	8	15	0.439635773570485	1
KAT5	518	-1	2	10	8	15	0.407007382697827	1
RB1	527	-1	2	9	7	16	0.367078834506125	1
NR1I2	558	-1	2	8	6	16	0.321112388799827	1
NOLC1	559	-1	2	11	9	13	0.506058822012086	1
PRMT5	560	-1	2	7	5	1	0.426627707744446	1
NGF	575	-1	2	8	6	18	0.244065876287766	1
ACAA2	578	-1	2	8	6	7	0.431849713125057	1
RPS6KA4	583	-1	2	11	9	13	0.28569835866862	1
USP17L2	585	-1	2	12	10	9	0.641002132132609	1
CSNK1D	608	-1	2	11	9	13	0.349623706931855	1
TGFA	632	-1	2	7	5	20	0.223717053998048	1
PRKCA	633	-1	2	9	7	17	0.29693630048267	1
DUSP22	642	-1	2	9	7	17	0.260511608406859	1
MTA1	657	-1	2	9	7	16	0.436095540961646	1
ATRIP	672	-1	2	9	7	16	0.584981578917532	1
NCOR1	674	-1	2	7	5	21	0.55436732544399	1
HNRNPK	704	-1	2	11	9	12	0.28569835866862	1
KDM7A	730	-1	2	10	8	12	0.308349860938446	1
MAPK7	736	-1	2	10	8	15	0.374464752755971	1
WSB1	758	-1	2	10	8	13	0.407007382697827	1
PRKCD	771	-1	2	5	3	25	0.314893722014465	1
PTTG1	776	-1	2	8	6	18	0.321112388799827	1
RING1	827	-1	2	7	5	4	0.386887945718716	1
RAD9A	849	-1	2	9	7	16	0.332336583787427	1
CSF1	855	-1	2	7	5	20	0.223717053998048	1
BAG4	882	-1	2	11	9	9	0.474004214392077	1
INS	888	-1	2	7	5	20	0.266259997259851	1
RBPJ	891	-1	2	10	8	10	0.407007382697827	1
CDC25A	897	-1	2	12	10	11	0.641002132132609	1
SIRT3	902	-1	2	6	4	6	0.464499027217493	1
NAB2	903	-1	2	8	6	17	0.548990078768274	1
NAB1	904	-1	2	8	6	17	0.548990078768274	1
BABAM1	916	-1	2	9	7	16	0.584981578917532	1
CCND3	935	-1	2	11	9	12	0.411657624806468	1
TP53BP2	944	-1	2	8	6	18	0.321112388799827	1
PPP1R13B	946	-1	2	8	6	18	0.321112388799827	1
WRAP53	947	-1	2	8	6	18	0.321112388799827	1
HTATIP2	951	-1	2	8	6	18	0.321112388799827	1
ABRAXAS1	966	-1	2	9	7	16	0.584981578917532	1
RET	967	-1	2	9	7	17	0.100157600848842	1
BRIP1	985	-1	2	6	4	22	0.511302608526218	1
GABARAPL2	986	-1	2	10	8	13	0.238775267540025	1
CCNA1	990	-1	2	9	7	15	0.260511608406859	1
MAP1LC3A	995	-1	2	10	8	13	0.238775267540025	1
NBR1	997	-1	2	10	8	13	0.238775267540025	1
RBX1	1002	-1	2	10	8	13	0.439635773570485	1
SOCS1	1008	-1	2	6	4	22	0.464499027217493	1
IFNGR1	1025	-1	2	8	6	18	0.358215590048522	1
DUSP4	1030	-1	2	8	6	19	0.244065876287766	1
WNT8A	1051	-1	2	10	8	14	0.472700525184954	1
AREG	1053	-1	2	7	5	20	0.223717053998048	1
SMURF1	1082	-1	2	9	7	16	0.332336583787427	1
SKIL	1084	-1	2	14	12	5	0.22259885751929	1
IL20RA	1087	-1	2	5	3	23	0.314893722014465	1
IL22RA1	1088	-1	2	5	3	23	0.314893722014465	1
PDGFC	1132	-1	2	7	5	20	0.223717053998048	1
PDGFA	1134	-1	2	7	5	20	0.223717053998048	1
FGF1	1136	-1	2	7	5	20	0.223717053998048	1
FGF4	1138	-1	2	7	5	20	0.223717053998048	1
FGF7	1139	-1	2	7	5	20	0.223717053998048	1
FGF8	1140	-1	2	7	5	20	0.223717053998048	1
FGF9	1141	-1	2	7	5	20	0.223717053998048	1
FGF10	1142	-1	2	7	5	20	0.223717053998048	1
VEGFB	1144	-1	2	7	5	20	0.223717053998048	1
EFNA1	1145	-1	2	6	4	22	0.244610084967621	1
EFNA2	1146	-1	2	7	5	20	0.223717053998048	1
EFNA5	1147	-1	2	7	5	20	0.223717053998048	1
EFNA3	1149	-1	2	7	5	20	0.223717053998048	1
EFNA4	1150	-1	2	7	5	20	0.223717053998048	1
EPHA4	1153	-1	2	9	7	17	0.222704532211859	1
ANGPT2	1155	-1	2	7	5	20	0.223717053998048	1
ANGPT1	1156	-1	2	7	5	20	0.223717053998048	1
ANGPT4	1157	-1	2	7	5	20	0.223717053998048	1
PTK6	1166	-1	2	7	5	20	0.347305262841262	1
ZRANB2	1193	-1	2	12	10	6	0.641002132132609	1
IL10RB	1203	-1	2	5	3	23	0.314893722014465	1
NOTCH3	1248	-1	2	9	7	4	0.367078834506125	1
EIF4E	1268	-1	2	14	12	5	0.190548636367756	1
IL20RB	1282	-1	2	5	3	23	0.314893722014465	1
IFNLR1	1291	-1	2	5	3	23	0.314893722014465	1
MTSS1	1298	-1	2	10	8	14	0.274150553517912	1
CNKSR1	1305	-1	2	7	5	19	0.347305262841262	1
NOTCH4	1337	-1	2	9	7	4	0.367078834506125	1
BHLHE41	1340	-1	2	9	7	4	0.367078834506125	1
PDGFD	1347	-1	2	7	5	20	0.223717053998048	1
FGF6	1349	-1	2	7	5	20	0.223717053998048	1
FGF17	1350	-1	2	7	5	20	0.223717053998048	1
FGF18	1351	-1	2	7	5	20	0.223717053998048	1
FGF22	1352	-1	2	7	5	20	0.223717053998048	1
NTF3	1359	-1	2	7	5	20	0.223717053998048	1
EFNB1	1361	-1	2	9	7	16	0.141990903132578	1
EPHA2	1362	-1	2	8	6	18	0.203291424427328	1
ALK	1368	-1	2	10	8	14	0.238775267540025	1
PTPRZ1	1369	-1	2	10	8	11	0.238775267540025	1
EEF1A1	1386	-1	2	12	10	8	0.326380284936059	1
PTPA	1426	-1	2	8	6	18	0.469378342572261	1
CXCL6	1487	-1	2	2	0	0	0.248313090418354	1
CXCL2	1489	-1	2	2	0	0	0.248313090418354	1
CXCL3	1490	-1	2	2	0	0	0.248313090418354	1
CXCL5	1491	-1	2	2	0	0	0.248313090418354	1
PPBP	1492	-1	2	2	0	0	0.248313090418354	1
EREG	1501	-1	2	7	5	20	0.223717053998048	1
VEGFA	1505	-1	2	7	5	20	0.223717053998048	1
VEGFC	1506	-1	2	7	5	20	0.223717053998048	1
VEGFD	1507	-1	2	7	5	20	0.223717053998048	1
NTF4	1573	-1	2	7	5	20	0.223717053998048	1
PTHLH	1599	-1	2	9	7	15	0.401535748030472	1
PTH2	1601	-1	2	8	6	9	0.358215590048522	1
PPP3R1	1650	-1	2	11	9	12	0.506058822012086	1
L1CAM	1660	-1	2	9	7	10	0.260511608406859	1
VDAC2	1668	-1	2	5	3	11	0.215542167554551	1
PPP2R5C	1689	-1	2	7	5	21	0.467200419233909	1
WNT6	1705	-1	2	10	8	14	0.472700525184954	1
CTTN	1714	-1	2	12	10	8	0.569730342115484	1
SERPINB2	1728	-1	2	10	8	15	0.374464752755971	1
PPP1R1A	1729	-1	2	10	8	15	0.374464752755971	1
PICK1	1744	-1	2	6	4	2	0.333421057130235	1
GRIN2A	1759	-1	2	12	10	8	0.326380284936059	1
MAP1LC3B	1771	-1	2	10	8	13	0.238775267540025	1
MZF1	1807	-1	2	9	7	16	0.29693630048267	1
ELK1	1809	-1	2	9	7	16	0.29693630048267	1
G3BP1	1812	-1	2	9	7	16	0.471180147749697	1
CFH	1887	-1	2	8	6	12	0.469378342572261	1
PRPF4B	1899	-1	2	9	7	14	0.29693630048267	1
AHSA1	1955	-1	2	6	4	23	0.289656814125006	1
TSC22D3	1982	-1	2	10	8	15	0.541776522793277	1
DUSP7	1988	-1	2	11	9	13	0.743193868085729	1
PTP4A2	1989	-1	2	12	10	11	0.415674321843847	1
RGS6	1996	-1	2	7	5	18	0.603623632066586	1
RPA2	2018	-1	2	7	5	12	0.509418683464127	1
AAK1	2020	-1	2	9	7	15	0.401535748030472	1
WNT2B	2039	-1	2	10	8	14	0.472700525184954	1
RWDD3	2064	-1	2	8	6	15	0.321112388799827	1
AMER1	2071	-1	2	9	7	17	0.50727146999866	1
PLK2	2092	-1	2	12	10	11	0.326380284936059	1
SIK2	2109	-1	2	7	5	20	0.307284825901778	1
CDKN2AIP	2112	-1	2	8	6	18	0.321112388799827	1
SIK3	2113	-1	2	10	8	7	0.578829090842109	1
SMCR8	2127	-1	2	9	7	12	0.471180147749697	1
CDK20	2144	-1	2	12	10	11	0.415674321843847	1
STK17A	2165	-1	2	8	6	18	0.321112388799827	1
STK26	2167	-1	2	9	7	10	0.260511608406859	1
STUB1	2170	-1	2	12	10	6	0.641002132132609	1
GMPS	2192	-1	2	8	6	18	0.321112388799827	1
TFAP2B	2196	-1	2	8	6	18	0.321112388799827	1
THEM4	2204	-1	2	8	6	18	0.469378342572261	1
TMED10	2214	-1	2	10	8	13	0.506591796028421	1
TNK2	2220	-1	2	9	7	15	0.222704532211859	1
TP53RK	2228	-1	2	8	6	18	0.321112388799827	1
TPR	2230	-1	2	8	6	2	0.394969356380148	1
TRIB3	2232	-1	2	8	6	18	0.469378342572261	1
FBXO22	2250	-1	2	8	6	3	0.508168326313785	1
APH1B	2253	-1	2	10	8	13	0.506591796028421	1
APH1A	2261	-1	2	10	8	13	0.506591796028421	1
GRN	2269	-1	2	11	9	9	0.474004214392077	1
UIMC1	2331	-1	2	9	7	16	0.584981578917532	1
USP10	2354	-1	2	8	6	18	0.321112388799827	1
ARHGAP5	2368	-1	2	7	5	20	0.603623632066586	1
ARHGAP23	2381	-1	2	7	5	20	0.603623632066586	1
ARHGAP35	2389	-1	2	7	5	20	0.603623632066586	1
SRGAP1	2401	-1	2	7	5	20	0.603623632066586	1
TAGAP	2406	-1	2	7	5	20	0.603623632066586	1
DOCK3	2423	-1	2	10	8	14	0.274150553517912	1
DOCK10	2424	-1	2	10	8	14	0.274150553517912	1
FGD5	2429	-1	2	10	8	14	0.274150553517912	1
PREX1	2439	-1	2	10	8	14	0.274150553517912	1
TIAM2	2442	-1	2	10	8	14	0.274150553517912	1
KLC2	2447	-1	2	2	0	0	0.341430499325237	1
PIM2	2469	-1	2	8	6	19	0.469378342572261	1
ATF6	2495	-1	2	7	5	7	0.386887945718716	1
CLK2	2529	-1	2	8	6	17	0.321112388799827	1
CLK4	2530	-1	2	12	10	10	0.569730342115484	1
ELOC	2551	-1	2	5	3	0	0.461071812465001	1
EZR	2555	-1	2	9	7	15	0.260511608406859	1
FGF5	2563	-1	2	7	5	20	0.223717053998048	1
FHL1	2564	-1	2	9	7	11	0.367078834506125	1
FHL5	2565	-1	2	10	8	7	0.578829090842109	1
FOXC1	2570	-1	2	9	7	4	0.367078834506125	1
GABPB1	2575	-1	2	7	5	1	0.307284825901778	1
GABPB2	2576	-1	2	7	5	1	0.307284825901778	1
FGF16	2582	-1	2	7	5	20	0.223717053998048	1
FGF21	2583	-1	2	7	5	20	0.223717053998048	1
FGF20	2584	-1	2	7	5	20	0.223717053998048	1
FGF23	2585	-1	2	7	5	20	0.223717053998048	1
PGF	2586	-1	2	7	5	20	0.223717053998048	1
HIC1	2606	-1	2	11	9	12	0.539190185957201	1
PELI3	2625	-1	2	10	8	13	0.308349860938446	1
ITGB4	2631	-1	2	8	6	18	0.160638126562394	1
WNT7B	2669	-1	2	10	8	14	0.472700525184954	1
MIF	2680	-1	2	6	4	6	0.289656814125006	1
MUL1	2700	-1	2	8	6	18	0.469378342572261	1
MMP13	2701	-1	2	6	4	13	0.562054464331504	1
PDP1	2754	-1	2	12	10	6	0.641002132132609	1
PDP2	2755	-1	2	12	10	6	0.641002132132609	1
PELI2	2757	-1	2	10	8	13	0.308349860938446	1
PFN1	2758	-1	2	12	10	8	0.569730342115484	1
PLAU	2771	-1	2	2	0	30	0.248313090418354	1
ACTB	2785	-1	2	12	10	10	0.569730342115484	1
ARPC2	2791	-1	2	12	10	8	0.569730342115484	1
VCL	2792	-1	2	12	10	8	0.569730342115484	1
SLC9A1	2797	-1	2	9	7	10	0.260511608406859	1
DAG1	2801	-1	2	9	7	16	0.29693630048267	1
ELMO1	2802	-1	2	10	8	14	0.274150553517912	1
DOCK1	2807	-1	2	10	8	14	0.274150553517912	1
IL2RA	2836	-1	2	8	6	17	0.321112388799827	1
COL4A2	2942	-1	2	8	6	17	0.160638126562394	1
HSP90B1	2950	-1	2	10	8	12	0.308349860938446	1
MAD1L1	2978	-1	2	8	6	2	0.394969356380148	1
UBQLN1	3002	-1	2	10	8	13	0.506591796028421	1
HIPK4	3003	-1	2	8	6	18	0.321112388799827	1
E4F1	3012	-1	2	8	6	18	0.321112388799827	1
NAA10	3015	-1	2	8	6	15	0.321112388799827	1
CDS1	3024	-1	2	8	6	18	0.321112388799827	1
PAK5	3038	-1	2	7	5	20	0.307284825901778	1
