,sig_id,pert_id,pert_iname,pert_type,cell_id,pert_dose,pert_dose_unit,pert_idose,pert_time,pert_time_unit,pert_itime,distil_id
80030,CPC006_VCAP_6H:BRD-K32107296-001-03-7:10,BRD-K32107296,temozolomide,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,CPC006_VCAP_6H_X1_B4_DUO52HI53LO:A06|CPC006_VCAP_6H_X3_B4_DUO52HI53LO:A06|CPC006_VCAP_6H_X4_B4_DUO52HI53LO:A06|CPC006_VCAP_6H_X5_B4_DUO52HI53LO:A06
82877,CPC007_HCC515_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HCC515,10.0,µM,10 µM,6,h,6 h,CPC007_HCC515_6H_X2_F1B3_DUO52HI53LO:C01|CPC007_HCC515_6H_X3_F1B3_DUO52HI53LO:C01
85541,CPC007_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,CPC007_VCAP_24H_X1_B3_DUO52HI53LO:C01|CPC007_VCAP_24H_X1_F1B3_DUO52HI53LO:C01|CPC007_VCAP_24H_X2_B3_DUO52HI53LO:C01|CPC007_VCAP_24H_X3_B3_DUO52HI53LO:C01|CPC007_VCAP_24H_X4_F1B5_DUO52HI53LO:C01|CPC007_VCAP_24H_X5_F1B5_DUO52HI53LO:C01
85918,CPC007_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,CPC007_VCAP_6H_X2_F1B4_DUO52HI53LO:C01|CPC007_VCAP_6H_X3_F1B4_DUO52HI53LO:C01|CPC007_VCAP_6H_X4.A2_F1B5_DUO52HI53LO:C01|CPC007_VCAP_6H_X4_F1B5_DUO52HI53LO:C01|CPC007_VCAP_6H_X5.A2_F1B5_DUO52HI53LO:C01|CPC007_VCAP_6H_X5_B5_DUO52HI53LO:C01
87428,CPC008_HCC515_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HCC515,10.0,µM,10 µM,6,h,6 h,CPC008_HCC515_6H_X1_B4_DUO52HI53LO:A03|CPC008_HCC515_6H_X2_B4_DUO52HI53LO:A03|CPC008_HCC515_6H_X3_F1B3_DUO52HI53LO:A03
87599,CPC008_HCC515_6H:BRD-K44432556-001-03-0:10,BRD-K44432556,VU-0418946-1,trt_cp,HCC515,10.0,µM,10 µM,6,h,6 h,CPC008_HCC515_6H_X1_B4_DUO52HI53LO:L11|CPC008_HCC515_6H_X2_B4_DUO52HI53LO:L11|CPC008_HCC515_6H_X3_F1B3_DUO52HI53LO:L11
87808,CPC008_HEPG2_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC008_HEPG2_6H_X1_F1B3_DUO52HI53LO:A03|CPC008_HEPG2_6H_X2_B4_DUO52HI53LO:A03|CPC008_HEPG2_6H_X3_B4_DUO52HI53LO:A03
87979,CPC008_HEPG2_6H:BRD-K44432556-001-03-0:10,BRD-K44432556,VU-0418946-1,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC008_HEPG2_6H_X1_F1B3_DUO52HI53LO:L11|CPC008_HEPG2_6H_X2_B4_DUO52HI53LO:L11|CPC008_HEPG2_6H_X3_B4_DUO52HI53LO:L11
90090,CPC008_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,CPC008_VCAP_24H_X1_F1B5_DUO52HI53LO:A03|CPC008_VCAP_24H_X2_B5_DUO52HI53LO:A03|CPC008_VCAP_24H_X3_F1B5_DUO52HI53LO:A03|CPC008_VCAP_24H_X4_F1B5_DUO52HI53LO:A03|CPC008_VCAP_24H_X5_F1B5_DUO52HI53LO:A03
90260,CPC008_VCAP_24H:BRD-K44432556-001-03-0:10,BRD-K44432556,VU-0418946-1,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,CPC008_VCAP_24H_X1_F1B5_DUO52HI53LO:L11|CPC008_VCAP_24H_X3_F1B5_DUO52HI53LO:L11|CPC008_VCAP_24H_X4_F1B5_DUO52HI53LO:L11|CPC008_VCAP_24H_X5_F1B5_DUO52HI53LO:L11
90468,CPC008_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,CPC008_VCAP_6H_X1_B5_DUO52HI53LO:A03|CPC008_VCAP_6H_X2_F1B3_DUO52HI53LO:A03|CPC008_VCAP_6H_X3_F1B3_DUO52HI53LO:A03|CPC008_VCAP_6H_X4_B5_DUO52HI53LO:A03|CPC008_VCAP_6H_X5_B5_DUO52HI53LO:A03
90638,CPC008_VCAP_6H:BRD-K44432556-001-03-0:10,BRD-K44432556,VU-0418946-1,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,CPC008_VCAP_6H_X1_B5_DUO52HI53LO:L11|CPC008_VCAP_6H_X2_F1B3_DUO52HI53LO:L11|CPC008_VCAP_6H_X3_F1B3_DUO52HI53LO:L11|CPC008_VCAP_6H_X4_B5_DUO52HI53LO:L11|CPC008_VCAP_6H_X5_B5_DUO52HI53LO:L11
92357,CPC009_HCC515_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HCC515,10.0,µM,10 µM,6,h,6 h,CPC009_HCC515_6H_X1_F1B3_DUO52HI53LO:A03|CPC009_HCC515_6H_X2_B4_DUO52HI53LO:A03|CPC009_HCC515_6H_X3_B4_DUO52HI53LO:A03
92737,CPC009_HEPG2_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC009_HEPG2_6H_X1_B4_DUO52HI53LO:A03|CPC009_HEPG2_6H_X2_F1B3_DUO52HI53LO:A03|CPC009_HEPG2_6H_X3_F1B3_DUO52HI53LO:A03
95016,CPC009_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,CPC009_VCAP_24H_X1_B5_DUO52HI53LO:A03|CPC009_VCAP_24H_X2_F1B5_DUO52HI53LO:A03|CPC009_VCAP_24H_X4_F1B5_DUO52HI53LO:A03|CPC009_VCAP_24H_X5_F1B5_DUO52HI53LO:A03
95392,CPC009_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,CPC009_VCAP_6H_X1_F1B5_DUO52HI53LO:A03|CPC009_VCAP_6H_X2_F1B3_DUO52HI53LO:A03|CPC009_VCAP_6H_X4_B5_DUO52HI53LO:A03|CPC009_VCAP_6H_X5_B5_DUO52HI53LO:A03
97289,CPC010_HCC515_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HCC515,10.0,µM,10 µM,6,h,6 h,CPC010_HCC515_6H_X1_B4_DUO52HI53LO:C01|CPC010_HCC515_6H_X2_B4_DUO52HI53LO:C01|CPC010_HCC515_6H_X3_B4_DUO52HI53LO:C01
97670,CPC010_HEPG2_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC010_HEPG2_6H_X1_B4_DUO52HI53LO:C01|CPC010_HEPG2_6H_X2_B4_DUO52HI53LO:C01|CPC010_HEPG2_6H_X3_B4_DUO52HI53LO:C01
99950,CPC010_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,CPC010_VCAP_24H_X1_B5_DUO52HI53LO:C01|CPC010_VCAP_24H_X3_F1B5_DUO52HI53LO:C01|CPC010_VCAP_24H_X4_F1B5_DUO52HI53LO:C01|CPC010_VCAP_24H_X5_F2B4_DUO52HI53LO:C01
100325,CPC010_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,CPC010_VCAP_6H_X1_F1B4_DUO52HI53LO:C01|CPC010_VCAP_6H_X2_F1B4_DUO52HI53LO:C01|CPC010_VCAP_6H_X3_F1B4_DUO52HI53LO:C01|CPC010_VCAP_6H_X4_F2B4_DUO52HI53LO:C01|CPC010_VCAP_6H_X5_B5_DUO52HI53LO:C01
104117,CPC011_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,CPC011_VCAP_24H_X1_B5_DUO52HI53LO:C01|CPC011_VCAP_24H_X2_F1B5_DUO52HI53LO:C01|CPC011_VCAP_24H_X3_B5_DUO52HI53LO:C01|CPC011_VCAP_24H_X4_B5_DUO52HI53LO:C01
104265,CPC011_VCAP_24H:BRD-K32107296-001-10-2:10,BRD-K32107296,temozolomide,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,CPC011_VCAP_24H_X1_B5_DUO52HI53LO:O12|CPC011_VCAP_24H_X2_F1B5_DUO52HI53LO:O12|CPC011_VCAP_24H_X3_B5_DUO52HI53LO:O12|CPC011_VCAP_24H_X4_B5_DUO52HI53LO:O12|CPC011_VCAP_24H_X5_B5_DUO52HI53LO:O12
104493,CPC011_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,CPC011_VCAP_6H_X1_B5_DUO52HI53LO:C01|CPC011_VCAP_6H_X2_F2B4_DUO52HI53LO:C01|CPC011_VCAP_6H_X3_B5_DUO52HI53LO:C01|CPC011_VCAP_6H_X4_F1B5_DUO52HI53LO:C01|CPC011_VCAP_6H_X5_F1B5_DUO52HI53LO:C01
104641,CPC011_VCAP_6H:BRD-K32107296-001-10-2:10,BRD-K32107296,temozolomide,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,CPC011_VCAP_6H_X1_B5_DUO52HI53LO:O12|CPC011_VCAP_6H_X2_F2B4_DUO52HI53LO:O12|CPC011_VCAP_6H_X3_B5_DUO52HI53LO:O12|CPC011_VCAP_6H_X4_F1B5_DUO52HI53LO:O12|CPC011_VCAP_6H_X5_F1B5_DUO52HI53LO:O12
106769,CPC012_HCC515_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HCC515,10.0,µM,10 µM,6,h,6 h,CPC012_HCC515_6H_X1_B4_DUO52HI53LO:A03|CPC012_HCC515_6H_X2_F1B3_DUO52HI53LO:A03|CPC012_HCC515_6H_X3_B4_DUO52HI53LO:A03
106949,CPC012_HCC515_6H:BRD-K44432556-001-01-4:10,BRD-K44432556,VU-0418946-1,trt_cp,HCC515,10.0,µM,10 µM,6,h,6 h,CPC012_HCC515_6H_X1_B4_DUO52HI53LO:F19|CPC012_HCC515_6H_X2_F1B3_DUO52HI53LO:F19|CPC012_HCC515_6H_X3_B4_DUO52HI53LO:F19
110561,CPC012_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,CPC012_VCAP_24H_X1_F1B5_DUO52HI53LO:A03|CPC012_VCAP_24H_X2_B5_DUO52HI53LO:A03|CPC012_VCAP_24H_X3_F1B5_DUO52HI53LO:A03|CPC012_VCAP_24H_X4_B5_DUO52HI53LO:A03|CPC012_VCAP_24H_X5_B5_DUO52HI53LO:A03
110740,CPC012_VCAP_24H:BRD-K44432556-001-01-4:10,BRD-K44432556,VU-0418946-1,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,CPC012_VCAP_24H_X1_F1B5_DUO52HI53LO:F19|CPC012_VCAP_24H_X2_B5_DUO52HI53LO:F19|CPC012_VCAP_24H_X3_F1B5_DUO52HI53LO:F19|CPC012_VCAP_24H_X4_B5_DUO52HI53LO:F19
110940,CPC012_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,CPC012_VCAP_6H_X1_F1B4_DUO52HI53LO:A03|CPC012_VCAP_6H_X2_F2B3_DUO52HI53LO:A03|CPC012_VCAP_6H_X3_F1B4_DUO52HI53LO:A03|CPC012_VCAP_6H_X4_B5_DUO52HI53LO:A03|CPC012_VCAP_6H_X5_B5_DUO52HI53LO:A03
111120,CPC012_VCAP_6H:BRD-K44432556-001-01-4:10,BRD-K44432556,VU-0418946-1,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,CPC012_VCAP_6H_X1_F1B4_DUO52HI53LO:F19|CPC012_VCAP_6H_X2_F2B3_DUO52HI53LO:F19|CPC012_VCAP_6H_X3_F1B4_DUO52HI53LO:F19|CPC012_VCAP_6H_X4_B5_DUO52HI53LO:F19|CPC012_VCAP_6H_X5_B5_DUO52HI53LO:F19
113213,CPC013_HCC515_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HCC515,10.0,µM,10 µM,6,h,6 h,CPC013_HCC515_6H_X1_F1B3_DUO52HI53LO:A03|CPC013_HCC515_6H_X2_F1B3_DUO52HI53LO:A03|CPC013_HCC515_6H_X3_F2B3_DUO52HI53LO:A03
113593,CPC013_HEPG2_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC013_HEPG2_6H_X1_B4_DUO52HI53LO:A03|CPC013_HEPG2_6H_X2_B4_DUO52HI53LO:A03|CPC013_HEPG2_6H_X3_F1B3_DUO52HI53LO:A03
116998,CPC013_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,CPC013_VCAP_24H_X1_F1B5_DUO52HI53LO:A03|CPC013_VCAP_24H_X2_F1B5_DUO52HI53LO:A03|CPC013_VCAP_24H_X3_B5_DUO52HI53LO:A03|CPC013_VCAP_24H_X5_B5_DUO52HI53LO:A03
117371,CPC013_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,CPC013_VCAP_6H_X1_F1B4_DUO52HI53LO:A03|CPC013_VCAP_6H_X2_F1B3_DUO52HI53LO:A03|CPC013_VCAP_6H_X3_F1B3_DUO52HI53LO:A03|CPC013_VCAP_6H_X4_B5_DUO52HI53LO:A03|CPC013_VCAP_6H_X5_B5_DUO52HI53LO:A03
119586,CPC014_HCC515_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HCC515,10.0,µM,10 µM,6,h,6 h,CPC014_HCC515_6H_X1_F1B3_DUO52HI53LO:A03|CPC014_HCC515_6H_X2_F1B3_DUO52HI53LO:A03|CPC014_HCC515_6H_X3_F1B3_DUO52HI53LO:A03
119716,CPC014_HCC515_6H:BRD-K33551950-001-01-6:10,BRD-K33551950,radicicol,trt_cp,HCC515,10.0,µM,10 µM,6,h,6 h,CPC014_HCC515_6H_X1_F1B3_DUO52HI53LO:P12|CPC014_HCC515_6H_X2_F1B3_DUO52HI53LO:P12|CPC014_HCC515_6H_X3_F1B3_DUO52HI53LO:P12
119955,CPC014_HEPG2_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC014_HEPG2_6H_X1_F1B3_DUO52HI53LO:A03|CPC014_HEPG2_6H_X2_F1B3_DUO52HI53LO:A03|CPC014_HEPG2_6H_X3_F1B3_DUO52HI53LO:A03
120085,CPC014_HEPG2_6H:BRD-K33551950-001-01-6:10,BRD-K33551950,radicicol,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC014_HEPG2_6H_X1_F1B3_DUO52HI53LO:P12|CPC014_HEPG2_6H_X3_F1B3_DUO52HI53LO:P12
123614,CPC014_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,CPC014_VCAP_24H_X1_F1B5_DUO52HI53LO:A03|CPC014_VCAP_24H_X2_F1B5_DUO52HI53LO:A03|CPC014_VCAP_24H_X4_B5_DUO52HI53LO:A03|CPC014_VCAP_24H_X5_F1B5_DUO52HI53LO:A03
123735,CPC014_VCAP_24H:BRD-K33551950-001-01-6:10,BRD-K33551950,radicicol,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,CPC014_VCAP_24H_X3_B5_DUO52HI53LO:P12
123962,CPC014_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,CPC014_VCAP_6H_X1_F1B3_DUO52HI53LO:A03|CPC014_VCAP_6H_X2_F1B3_DUO52HI53LO:A03|CPC014_VCAP_6H_X3_F1B3_DUO52HI53LO:A03|CPC014_VCAP_6H_X4_B5_DUO52HI53LO:A03|CPC014_VCAP_6H_X5_B5_DUO52HI53LO:A03
124092,CPC014_VCAP_6H:BRD-K33551950-001-01-6:10,BRD-K33551950,radicicol,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,CPC014_VCAP_6H_X1_F1B3_DUO52HI53LO:P12|CPC014_VCAP_6H_X2_F1B3_DUO52HI53LO:P12|CPC014_VCAP_6H_X3_F1B3_DUO52HI53LO:P12|CPC014_VCAP_6H_X4_B5_DUO52HI53LO:P12|CPC014_VCAP_6H_X5_B5_DUO52HI53LO:P12
125861,CPC015_HEPG2_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC015_HEPG2_6H_X2.L2_F2B5_DUO52HI53LO:A03|CPC015_HEPG2_6H_X3.L2_F1B5_DUO52HI53LO:A03
125916,CPC015_HEPG2_6H:BRD-A48237631-001-03-0:10,BRD-A48237631,mitomycin-c,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC015_HEPG2_6H_X2.L2_F2B5_DUO52HI53LO:E24|CPC015_HEPG2_6H_X3.L2_F1B5_DUO52HI53LO:E24
129981,CPC016_HEPG2_6H:BRD-A17065207-001-06-9:10,BRD-A17065207,brefeldin-a,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC016_HEPG2_6H_X1_F1B4_DUO52HI53LO:F18|CPC016_HEPG2_6H_X3_F1B4_DUO52HI53LO:F18|CPC016_HEPG2_6H_X4_F1B4_DUO52HI53LO:F18
129986,CPC016_HEPG2_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC016_HEPG2_6H_X1_F1B4_DUO52HI53LO:A03|CPC016_HEPG2_6H_X3_F1B4_DUO52HI53LO:A03|CPC016_HEPG2_6H_X4_F1B4_DUO52HI53LO:A03
130165,CPC016_HEPG2_6H:BRD-K55468218-001-16-2:10,BRD-K55468218,spiperone,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC016_HEPG2_6H_X1_F1B4_DUO52HI53LO:L02|CPC016_HEPG2_6H_X3_F1B4_DUO52HI53LO:L02|CPC016_HEPG2_6H_X4_F1B4_DUO52HI53LO:L02
134168,CPC017_HEPG2_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC017_HEPG2_6H_X1_F1B4_DUO52HI53LO:A03|CPC017_HEPG2_6H_X3_F1B4_DUO52HI53LO:A03|CPC017_HEPG2_6H_X4_F1B4_DUO52HI53LO:A03
134406,CPC017_HEPG2_6H:BRD-K60476892-001-02-1:10,BRD-K60476892,YC-1,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC017_HEPG2_6H_X1_F1B4_DUO52HI53LO:E13|CPC017_HEPG2_6H_X3_F1B4_DUO52HI53LO:E13|CPC017_HEPG2_6H_X4_F1B4_DUO52HI53LO:E13
138320,CPC018_HEPG2_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC018_HEPG2_6H_X1_F1B3_DUO52HI53LO:A03|CPC018_HEPG2_6H_X2_F1B4_DUO52HI53LO:A03|CPC018_HEPG2_6H_X3_F1B3_DUO52HI53LO:A03
138663,CPC018_HEPG2_6H:BRD-K97399794-001-10-4:10,BRD-K97399794,quercetin,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC018_HEPG2_6H_X1_F1B3_DUO52HI53LO:G14|CPC018_HEPG2_6H_X2_F1B4_DUO52HI53LO:G14|CPC018_HEPG2_6H_X3_F1B3_DUO52HI53LO:G14
142475,CPC019_HCC515_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HCC515,10.0,µM,10 µM,6,h,6 h,CPC019_HCC515_6H_X1_F1B3_DUO52HI53LO:A03|CPC019_HCC515_6H_X2_F1B3_DUO52HI53LO:A03|CPC019_HCC515_6H_X3_F1B3_DUO52HI53LO:A03
142855,CPC019_HEPG2_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CPC019_HEPG2_6H_X1_F1B3_DUO52HI53LO:A03|CPC019_HEPG2_6H_X2_F1B4_DUO52HI53LO:A03|CPC019_HEPG2_6H_X3_F1B3_DUO52HI53LO:A03
145136,CPC019_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,CPC019_VCAP_24H_X1_B5_DUO52HI53LO:A03|CPC019_VCAP_24H_X2_F2B4_DUO52HI53LO:A03|CPC019_VCAP_24H_X3_B5_DUO52HI53LO:A03|CPC019_VCAP_24H_X4_F1B5_DUO52HI53LO:A03|CPC019_VCAP_24H_X5_F1B5_DUO52HI53LO:A03
145515,CPC019_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,CPC019_VCAP_6H_X1_F1B3_DUO52HI53LO:A03|CPC019_VCAP_6H_X2_B4_DUO52HI53LO:A03|CPC019_VCAP_6H_X3_F1B3_DUO52HI53LO:A03|CPC019_VCAP_6H_X4_B5_DUO52HI53LO:A03|CPC019_VCAP_6H_X5_B5_DUO52HI53LO:A03
146945,CPC020_HCC515_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HCC515,10.0,µM,10 µM,6,h,6 h,CPC020_HCC515_6H_X2_F1B3_DUO52HI53LO:A03|CPC020_HCC515_6H_X3_B4_DUO52HI53LO:A03
147120,CPC020_HCC515_6H:BRD-K51418664-001-02-0:10,BRD-K51418664,mitomycin-c,trt_cp,HCC515,10.0,µM,10 µM,6,h,6 h,CPC020_HCC515_6H_X2_F1B3_DUO52HI53LO:A22|CPC020_HCC515_6H_X3_B4_DUO52HI53LO:A22
149024,CPC020_VCAP_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,CPC020_VCAP_24H_X1_F1B5_DUO52HI53LO:A03|CPC020_VCAP_24H_X2_F1B5_DUO52HI53LO:A03|CPC020_VCAP_24H_X3_F1B5_DUO52HI53LO:A03|CPC020_VCAP_24H_X4_B5_DUO52HI53LO:A03|CPC020_VCAP_24H_X5_B5_DUO52HI53LO:A03
149197,CPC020_VCAP_24H:BRD-K51418664-001-02-0:10,BRD-K51418664,mitomycin-c,trt_cp,VCAP,10.0,µM,10 µM,24,h,24 h,CPC020_VCAP_24H_X1_F1B5_DUO52HI53LO:A22|CPC020_VCAP_24H_X2_F1B5_DUO52HI53LO:A22|CPC020_VCAP_24H_X3_F1B5_DUO52HI53LO:A22|CPC020_VCAP_24H_X4_B5_DUO52HI53LO:A22|CPC020_VCAP_24H_X5_B5_DUO52HI53LO:A22
149369,CPC020_VCAP_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,CPC020_VCAP_6H_X1_F1B3_DUO52HI53LO:A03|CPC020_VCAP_6H_X2_B4_DUO52HI53LO:A03|CPC020_VCAP_6H_X3_B4_DUO52HI53LO:A03|CPC020_VCAP_6H_X4_B5_DUO52HI53LO:A03|CPC020_VCAP_6H_X5_B5_DUO52HI53LO:A03
149544,CPC020_VCAP_6H:BRD-K51418664-001-02-0:10,BRD-K51418664,mitomycin-c,trt_cp,VCAP,10.0,µM,10 µM,6,h,6 h,CPC020_VCAP_6H_X1_F1B3_DUO52HI53LO:A22|CPC020_VCAP_6H_X2_B4_DUO52HI53LO:A22|CPC020_VCAP_6H_X3_B4_DUO52HI53LO:A22|CPC020_VCAP_6H_X4_B5_DUO52HI53LO:A22|CPC020_VCAP_6H_X5_B5_DUO52HI53LO:A22
178572,CVD001_HEPG2_24H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HEPG2,10.0,µM,10 µM,24,h,24 h,CVD001_HEPG2_24H_X1_F1B3_DUO52HI53LO:A03|CVD001_HEPG2_24H_X2_F1B3_DUO52HI53LO:A03|CVD001_HEPG2_24H_X3_F1B3_DUO52HI53LO:A03
178728,CVD001_HEPG2_24H:BRD-K55468218-001-16-2:10,BRD-K55468218,spiperone,trt_cp,HEPG2,10.0,µM,10 µM,24,h,24 h,CVD001_HEPG2_24H_X1_F1B3_DUO52HI53LO:G15|CVD001_HEPG2_24H_X2_F1B3_DUO52HI53LO:G15|CVD001_HEPG2_24H_X3_F1B3_DUO52HI53LO:G15
178729,CVD001_HEPG2_24H:BRD-K55468218-001-16-2:2.5,BRD-K55468218,spiperone,trt_cp,HEPG2,2.5,µM,3 µM,24,h,24 h,CVD001_HEPG2_24H_X1_F1B3_DUO52HI53LO:H15|CVD001_HEPG2_24H_X2_F1B3_DUO52HI53LO:H15|CVD001_HEPG2_24H_X3_F1B3_DUO52HI53LO:H15
178742,CVD001_HEPG2_24H:BRD-K60476892-001-02-1:16.4289,BRD-K60476892,YC-1,trt_cp,HEPG2,16.4289,µM,20 µM,24,h,24 h,CVD001_HEPG2_24H_X1_F1B3_DUO52HI53LO:G09|CVD001_HEPG2_24H_X2_F1B3_DUO52HI53LO:G09|CVD001_HEPG2_24H_X3_F1B3_DUO52HI53LO:G09
178743,CVD001_HEPG2_24H:BRD-K60476892-001-02-1:4.1072,BRD-K60476892,YC-1,trt_cp,HEPG2,4.1072,µM,5 µM,24,h,24 h,CVD001_HEPG2_24H_X1_F1B3_DUO52HI53LO:H09|CVD001_HEPG2_24H_X2_F1B3_DUO52HI53LO:H09|CVD001_HEPG2_24H_X3_F1B3_DUO52HI53LO:H09
178900,CVD001_HEPG2_6H:BRD-A19500257:10,BRD-A19500257,geldanamycin,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CVD001_HEPG2_6H_X1_F1B3_DUO52HI53LO:A03|CVD001_HEPG2_6H_X2_F1B3_DUO52HI53LO:A03|CVD001_HEPG2_6H_X3_F1B3_DUO52HI53LO:A03
179058,CVD001_HEPG2_6H:BRD-K55468218-001-16-2:10,BRD-K55468218,spiperone,trt_cp,HEPG2,10.0,µM,10 µM,6,h,6 h,CVD001_HEPG2_6H_X1_F1B3_DUO52HI53LO:G15|CVD001_HEPG2_6H_X2_F1B3_DUO52HI53LO:G15|CVD001_HEPG2_6H_X3_F1B3_DUO52HI53LO:G15
179059,CVD001_HEPG2_6H:BRD-K55468218-001-16-2:2.5,BRD-K55468218,spiperone,trt_cp,HEPG2,2.5,µM,3 µM,6,h,6 h,CVD001_HEPG2_6H_X1_F1B3_DUO52HI53LO:H15|CVD001_HEPG2_6H_X2_F1B3_DUO52HI53LO:H15|CVD001_HEPG2_6H_X3_F1B3_DUO52HI53LO:H15
