"","exp1","exp2","Jc"
"520","geldanamycin_HEPG2_24 h_1.11 um","spiperone_HEPG2_6 h_10 µM",0.185185185185185
"521","geldanamycin_HEPG2_24 h_1.11 um","spiperone_HEPG2_6 h_3 µM",0.172549019607843
"522","geldanamycin_HEPG2_24 h_1.11 um","temozolomide_HEPG2_6 h_10 µM",0.032258064516129
"523","geldanamycin_HEPG2_24 h_1.11 um","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.2
"524","geldanamycin_HEPG2_24 h_1.11 um","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.184684684684685
"525","geldanamycin_HEPG2_24 h_1.11 um","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.150234741784038
"526","geldanamycin_HEPG2_24 h_1.11 um","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.142857142857143
"527","geldanamycin_HEPG2_24 h_1.11 um","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.150442477876106
"528","geldanamycin_HEPG2_24 h_1.11 um","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.216748768472906
"529","geldanamycin_HEPG2_24 h_1.11 um","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.156626506024096
"530","geldanamycin_HEPG2_24 h_1.11 um","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.181372549019608
"531","geldanamycin_HEPG2_24 h_1.11 um","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.0356065178032589
"532","geldanamycin_HEPG2_24 h_1.11 um","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.115789473684211
"533","geldanamycin_HEPG2_24 h_1.11 um","thapsigargin_HEPG2_6 h_10 µM",0.104166666666667
"534","geldanamycin_HEPG2_24 h_1.11 um","VU-0418946-1_HEPG2_6 h_10 µM",0.174603174603175
"535","geldanamycin_HEPG2_24 h_1.11 um","YC-1_HEPG2_24 h_20 µM",0.147058823529412
"536","geldanamycin_HEPG2_24 h_1.11 um","YC-1_HEPG2_24 h_5 µM",0.120192307692308
"537","geldanamycin_HEPG2_24 h_1.11 um","YC-1_HEPG2_6 h_10 µM",0.183856502242152
"538","geldanamycin_HEPG2_24 h_1.11 um","YC-1_HEPG2_6 h_20 µM",0.136792452830189
"539","geldanamycin_HEPG2_24 h_1.11 um","YC-1_HEPG2_6 h_5 µM",0.147727272727273
"540","geldanamycin_HEPG2_24 h_1.11 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.174603174603175
"541","geldanamycin_HEPG2_24 h_1.11 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.189189189189189
"542","geldanamycin_HEPG2_24 h_1.11 µM","brefeldin-a_HEPG2_6 h_10 µM",0.135964912280702
"543","geldanamycin_HEPG2_24 h_1.11 µM","brefeldin-a_HEPG2_6 h_100 nM",0.265060240963855
"544","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_0.04 um",0.175257731958763
"545","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.331683168316832
"546","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_0.12 um",0.0265957446808511
"547","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.547619047619048
"548","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_0.37 um",0.198795180722892
"549","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.53125
"550","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_1.11 um",0.275675675675676
"551","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_1.11 µM",1
"552","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_10 µM",0.493150684931507
"553","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_10.0 um",0.233128834355828
"554","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_3.33 um",0.274285714285714
"555","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_3.33 µM",0.0434250764525994
"556","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_6 h_10 µM",0.118577075098814
"557","geldanamycin_HEPG2_24 h_1.11 µM","mitomycin-c_HCC515_24 h_10 µM",0.17
"558","geldanamycin_HEPG2_24 h_1.11 µM","mitomycin-c_HCC515_6 h_10 µM",0.201030927835052
"559","geldanamycin_HEPG2_24 h_1.11 µM","quercetin_HEPG2_6 h_10 µM",0.22972972972973
"560","geldanamycin_HEPG2_24 h_1.11 µM","radicicol_HEPG2_24 h_0.04 um",0.160427807486631
"561","geldanamycin_HEPG2_24 h_1.11 µM","radicicol_HEPG2_24 h_0.12 um",0.183333333333333
"562","geldanamycin_HEPG2_24 h_1.11 µM","radicicol_HEPG2_24 h_0.37 um",0.266666666666667
"563","geldanamycin_HEPG2_24 h_1.11 µM","radicicol_HEPG2_24 h_1.11 um",0.189873417721519
"564","geldanamycin_HEPG2_24 h_1.11 µM","radicicol_HEPG2_24 h_10.0 um",0.183035714285714
"565","geldanamycin_HEPG2_24 h_1.11 µM","radicicol_HEPG2_24 h_3.33 um",0.221153846153846
"566","geldanamycin_HEPG2_24 h_1.11 µM","radicicol_HEPG2_6 h_10 µM",0.222222222222222
"567","geldanamycin_HEPG2_24 h_1.11 µM","spiperone_HEPG2_24 h_10 µM",0.174157303370787
"568","geldanamycin_HEPG2_24 h_1.11 µM","spiperone_HEPG2_24 h_3 µM",0.149532710280374
"569","geldanamycin_HEPG2_24 h_1.11 µM","spiperone_HEPG2_6 h_10 µM",0.264367816091954
"570","geldanamycin_HEPG2_24 h_1.11 µM","spiperone_HEPG2_6 h_3 µM",0.168888888888889
"571","geldanamycin_HEPG2_24 h_1.11 µM","temozolomide_HEPG2_6 h_10 µM",0.0260764099454215
"572","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.194174757281553
"573","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.135
"574","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.201149425287356
"575","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.187878787878788
"576","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.197860962566845
"577","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.165745856353591
"578","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.100436681222707
"579","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.25
"580","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.023142509135201
"581","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.165289256198347
"582","geldanamycin_HEPG2_24 h_1.11 µM","thapsigargin_HEPG2_6 h_10 µM",0.150753768844221
"583","geldanamycin_HEPG2_24 h_1.11 µM","VU-0418946-1_HEPG2_6 h_10 µM",0.192660550458716
"584","geldanamycin_HEPG2_24 h_1.11 µM","YC-1_HEPG2_24 h_20 µM",0.215384615384615
"585","geldanamycin_HEPG2_24 h_1.11 µM","YC-1_HEPG2_24 h_5 µM",0.125714285714286
"586","geldanamycin_HEPG2_24 h_1.11 µM","YC-1_HEPG2_6 h_10 µM",0.2
"587","geldanamycin_HEPG2_24 h_1.11 µM","YC-1_HEPG2_6 h_20 µM",0.15819209039548
"588","geldanamycin_HEPG2_24 h_1.11 µM","YC-1_HEPG2_6 h_5 µM",0.155844155844156
"589","geldanamycin_HEPG2_24 h_10 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.2
"590","geldanamycin_HEPG2_24 h_10 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.2
"591","geldanamycin_HEPG2_24 h_10 µM","brefeldin-a_HEPG2_6 h_10 µM",0.154166666666667
"592","geldanamycin_HEPG2_24 h_10 µM","brefeldin-a_HEPG2_6 h_100 nM",0.259668508287293
"593","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.04 um",0.188405797101449
"594","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.4
"595","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.12 um",0.0317460317460317
"596","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.51063829787234
"597","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.37 um",0.212290502793296
"598","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.573529411764706
"599","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_1.11 um",0.343915343915344
"600","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_1.11 µM",0.493150684931507
"601","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_10 µM",1
"602","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_10.0 um",0.244318181818182
"603","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_3.33 um",0.353932584269663
"604","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_3.33 µM",0.054434250764526
"605","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_6 h_10 µM",0.157692307692308
"606","geldanamycin_HEPG2_24 h_10 µM","mitomycin-c_HCC515_24 h_10 µM",0.0956521739130435
"607","geldanamycin_HEPG2_24 h_10 µM","mitomycin-c_HCC515_6 h_10 µM",0.206730769230769
"608","geldanamycin_HEPG2_24 h_10 µM","quercetin_HEPG2_6 h_10 µM",0.242236024844721
"609","geldanamycin_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_0.04 um",0.236842105263158
"610","geldanamycin_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_0.12 um",0.222222222222222
"611","geldanamycin_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_0.37 um",0.213903743315508
"612","geldanamycin_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_1.11 um",0.265822784810127
"613","geldanamycin_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_10.0 um",0.225108225108225
"614","geldanamycin_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_3.33 um",0.314009661835749
"615","geldanamycin_HEPG2_24 h_10 µM","radicicol_HEPG2_6 h_10 µM",0.206703910614525
"616","geldanamycin_HEPG2_24 h_10 µM","spiperone_HEPG2_24 h_10 µM",0.170103092783505
"617","geldanamycin_HEPG2_24 h_10 µM","spiperone_HEPG2_24 h_3 µM",0.227906976744186
"618","geldanamycin_HEPG2_24 h_10 µM","spiperone_HEPG2_6 h_10 µM",0.259259259259259
"619","geldanamycin_HEPG2_24 h_10 µM","spiperone_HEPG2_6 h_3 µM",0.232456140350877
"620","geldanamycin_HEPG2_24 h_10 µM","temozolomide_HEPG2_6 h_10 µM",0.0301204819277108
"621","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.227906976744186
"622","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.166666666666667
"623","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.213903743315508
"624","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.222857142857143
"625","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.198019801980198
"626","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.211640211640212
"627","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.184210526315789
"628","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.192513368983957
"629","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.0290909090909091
"630","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.171875
"631","geldanamycin_HEPG2_24 h_10 µM","thapsigargin_HEPG2_6 h_10 µM",0.143518518518519
"632","geldanamycin_HEPG2_24 h_10 µM","VU-0418946-1_HEPG2_6 h_10 µM",0.230088495575221
"633","geldanamycin_HEPG2_24 h_10 µM","YC-1_HEPG2_24 h_20 µM",0.208530805687204
"634","geldanamycin_HEPG2_24 h_10 µM","YC-1_HEPG2_24 h_5 µM",0.12565445026178
"635","geldanamycin_HEPG2_24 h_10 µM","YC-1_HEPG2_6 h_10 µM",0.217821782178218
"636","geldanamycin_HEPG2_24 h_10 µM","YC-1_HEPG2_6 h_20 µM",0.173684210526316
"637","geldanamycin_HEPG2_24 h_10 µM","YC-1_HEPG2_6 h_5 µM",0.163265306122449
"638","geldanamycin_HEPG2_24 h_10.0 um","benzo(a)pyrene_VCAP_24 h_10 µM",0.173684210526316
"639","geldanamycin_HEPG2_24 h_10.0 um","benzo(a)pyrene_VCAP_6 h_10 µM",0.177777777777778
"640","geldanamycin_HEPG2_24 h_10.0 um","brefeldin-a_HEPG2_6 h_10 µM",0.19815668202765
"641","geldanamycin_HEPG2_24 h_10.0 um","brefeldin-a_HEPG2_6 h_100 nM",0.198863636363636
"642","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.04 um",0.251366120218579
"643","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.04 µM",0.158798283261803
"644","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.12 um",0.025974025974026
"645","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.12 µM",0.248407643312102
"646","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.37 um",0.142857142857143
"647","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.37 µM",0.208588957055215
"648","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_1.11 um",0.196969696969697
"649","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_1.11 µM",0.233128834355828
"650","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_10 µM",0.244318181818182
"651","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_10.0 um",1
"652","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_3.33 um",0.244444444444444
"653","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_3.33 µM",0.0276941601444913
"654","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_6 h_10 µM",0.122529644268775
"655","geldanamycin_HEPG2_24 h_10.0 um","mitomycin-c_HCC515_24 h_10 µM",0.169154228855721
"656","geldanamycin_HEPG2_24 h_10.0 um","mitomycin-c_HCC515_6 h_10 µM",0.193877551020408
"657","geldanamycin_HEPG2_24 h_10.0 um","quercetin_HEPG2_6 h_10 µM",0.236486486486486
"658","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_0.04 um",0.147368421052632
"659","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_0.12 um",0.120418848167539
"660","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_0.37 um",0.173184357541899
"661","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_1.11 um",0.145748987854251
"662","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_10.0 um",0.1875
"663","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_3.33 um",0.191588785046729
"664","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_6 h_10 µM",0.191616766467066
"665","geldanamycin_HEPG2_24 h_10.0 um","spiperone_HEPG2_24 h_10 µM",0.153846153846154
"666","geldanamycin_HEPG2_24 h_10.0 um","spiperone_HEPG2_24 h_3 µM",0.138248847926267
"667","geldanamycin_HEPG2_24 h_10.0 um","spiperone_HEPG2_6 h_10 µM",0.241573033707865
"668","geldanamycin_HEPG2_24 h_10.0 um","spiperone_HEPG2_6 h_3 µM",0.123404255319149
"669","geldanamycin_HEPG2_24 h_10.0 um","temozolomide_HEPG2_6 h_10 µM",0.0235792019347037
"670","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.15962441314554
"671","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.181347150259067
"672","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.206896551724138
"673","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.172619047619048
"674","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.16580310880829
"675","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.184357541899441
"676","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.134529147982063
"677","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.204678362573099
"678","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.0256253813300793
"679","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.123015873015873
"680","geldanamycin_HEPG2_24 h_10.0 um","thapsigargin_HEPG2_6 h_10 µM",0.191709844559585
"681","geldanamycin_HEPG2_24 h_10.0 um","VU-0418946-1_HEPG2_6 h_10 µM",0.144736842105263
"682","geldanamycin_HEPG2_24 h_10.0 um","YC-1_HEPG2_24 h_20 µM",0.19
"683","geldanamycin_HEPG2_24 h_10.0 um","YC-1_HEPG2_24 h_5 µM",0.164705882352941
"684","geldanamycin_HEPG2_24 h_10.0 um","YC-1_HEPG2_6 h_10 µM",0.211640211640212
"685","geldanamycin_HEPG2_24 h_10.0 um","YC-1_HEPG2_6 h_20 µM",0.131868131868132
"686","geldanamycin_HEPG2_24 h_10.0 um","YC-1_HEPG2_6 h_5 µM",0.185840707964602
"687","geldanamycin_HEPG2_24 h_3.33 um","benzo(a)pyrene_VCAP_24 h_10 µM",0.262886597938144
"688","geldanamycin_HEPG2_24 h_3.33 um","benzo(a)pyrene_VCAP_6 h_10 µM",0.138888888888889
"689","geldanamycin_HEPG2_24 h_3.33 um","brefeldin-a_HEPG2_6 h_10 µM",0.155737704918033
"690","geldanamycin_HEPG2_24 h_3.33 um","brefeldin-a_HEPG2_6 h_100 nM",0.201030927835052
"691","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.04 um",0.242574257425743
"692","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.04 µM",0.23728813559322
"693","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.12 um",0.0340775558166862
"694","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.12 µM",0.274853801169591
"695","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.37 um",0.213114754098361
"696","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.37 µM",0.273255813953488
"697","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_1.11 um",0.363157894736842
"698","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_1.11 µM",0.274285714285714
"699","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_10 µM",0.353932584269663
"700","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_10.0 um",0.244444444444444
"701","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_3.33 um",1
"702","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_3.33 µM",0.0378151260504202
"703","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_6 h_10 µM",0.16793893129771
"704","geldanamycin_HEPG2_24 h_3.33 um","mitomycin-c_HCC515_24 h_10 µM",0.13716814159292
"705","geldanamycin_HEPG2_24 h_3.33 um","mitomycin-c_HCC515_6 h_10 µM",0.219047619047619
"706","geldanamycin_HEPG2_24 h_3.33 um","quercetin_HEPG2_6 h_10 µM",0.21301775147929
"707","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_0.04 um",0.170731707317073
"708","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_0.12 um",0.242105263157895
"709","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_0.37 um",0.221052631578947
"710","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_1.11 um",0.380090497737557
"711","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_10.0 um",0.333333333333333
"712","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_3.33 um",0.450261780104712
"713","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_6 h_10 µM",0.157068062827225
"714","geldanamycin_HEPG2_24 h_3.33 um","spiperone_HEPG2_24 h_10 µM",0.131707317073171
"715","geldanamycin_HEPG2_24 h_3.33 um","spiperone_HEPG2_24 h_3 µM",0.23394495412844
"716","geldanamycin_HEPG2_24 h_3.33 um","spiperone_HEPG2_6 h_10 µM",0.191176470588235
"717","geldanamycin_HEPG2_24 h_3.33 um","spiperone_HEPG2_6 h_3 µM",0.153225806451613
"718","geldanamycin_HEPG2_24 h_3.33 um","temozolomide_HEPG2_6 h_10 µM",0.0337552742616034
"719","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.268867924528302
"720","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.168224299065421
"721","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.214659685863874
"722","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.209944751381215
"723","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.235
"724","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.212435233160622
"725","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.255707762557078
"726","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.128712871287129
"727","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.033373786407767
"728","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.109090909090909
"729","geldanamycin_HEPG2_24 h_3.33 um","thapsigargin_HEPG2_6 h_10 µM",0.2
"730","geldanamycin_HEPG2_24 h_3.33 um","VU-0418946-1_HEPG2_6 h_10 µM",0.246696035242291
"731","geldanamycin_HEPG2_24 h_3.33 um","YC-1_HEPG2_24 h_20 µM",0.192660550458716
"732","geldanamycin_HEPG2_24 h_3.33 um","YC-1_HEPG2_24 h_5 µM",0.139896373056995
"733","geldanamycin_HEPG2_24 h_3.33 um","YC-1_HEPG2_6 h_10 µM",0.21256038647343
"734","geldanamycin_HEPG2_24 h_3.33 um","YC-1_HEPG2_6 h_20 µM",0.219251336898396
"735","geldanamycin_HEPG2_24 h_3.33 um","YC-1_HEPG2_6 h_5 µM",0.193415637860082
"736","geldanamycin_HEPG2_24 h_3.33 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.0341113105924596
"737","geldanamycin_HEPG2_24 h_3.33 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.0460992907801418
"738","geldanamycin_HEPG2_24 h_3.33 µM","brefeldin-a_HEPG2_6 h_10 µM",0.0364063417498532
"739","geldanamycin_HEPG2_24 h_3.33 µM","brefeldin-a_HEPG2_6 h_100 nM",0.0343580470162749
"740","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.04 um",0.03584229390681
"741","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.0692771084337349
"742","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.12 um",0.888759464181712
"743","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.0461254612546125
"744","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.37 um",0.0209580838323353
"745","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.0460971112476951
"746","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_1.11 um",0.04
"747","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_1.11 µM",0.0434250764525994
"748","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_10 µM",0.054434250764526
"749","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_10.0 um",0.0276941601444913
"750","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_3.33 um",0.0378151260504202
"751","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_3.33 µM",1
"752","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_6 h_10 µM",0.0480374926772115
"753","geldanamycin_HEPG2_24 h_3.33 µM","mitomycin-c_HCC515_24 h_10 µM",0.0363311494937463
"754","geldanamycin_HEPG2_24 h_3.33 µM","mitomycin-c_HCC515_6 h_10 µM",0.0357355568790947
"755","geldanamycin_HEPG2_24 h_3.33 µM","quercetin_HEPG2_6 h_10 µM",0.0280146163215591
"756","geldanamycin_HEPG2_24 h_3.33 µM","radicicol_HEPG2_24 h_0.04 um",0.0348348348348348
"757","geldanamycin_HEPG2_24 h_3.33 µM","radicicol_HEPG2_24 h_0.12 um",0.0311937612477504
"758","geldanamycin_HEPG2_24 h_3.33 µM","radicicol_HEPG2_24 h_0.37 um",0.0350030175015087
"759","geldanamycin_HEPG2_24 h_3.33 µM","radicicol_HEPG2_24 h_1.11 um",0.0523837551500883
"760","geldanamycin_HEPG2_24 h_3.33 µM","radicicol_HEPG2_24 h_10.0 um",0.0393192488262911
"761","geldanamycin_HEPG2_24 h_3.33 µM","radicicol_HEPG2_24 h_3.33 um",0.043272080616479
"762","geldanamycin_HEPG2_24 h_3.33 µM","radicicol_HEPG2_6 h_10 µM",0.0339805825242718
"763","geldanamycin_HEPG2_24 h_3.33 µM","spiperone_HEPG2_24 h_10 µM",0.0232696897374702
"764","geldanamycin_HEPG2_24 h_3.33 µM","spiperone_HEPG2_24 h_3 µM",0.037914691943128
