"","exp1","exp2","cor_coef"
"535","geldanamycin_HEPG2_24 h_1.11 um","YC-1_HEPG2_24 h_20 µM",0.00511351965306928
"536","geldanamycin_HEPG2_24 h_1.11 um","YC-1_HEPG2_24 h_5 µM",0.0250481644809178
"537","geldanamycin_HEPG2_24 h_1.11 um","YC-1_HEPG2_6 h_10 µM",-0.0173892025863736
"538","geldanamycin_HEPG2_24 h_1.11 um","YC-1_HEPG2_6 h_20 µM",0.070622937352814
"539","geldanamycin_HEPG2_24 h_1.11 um","YC-1_HEPG2_6 h_5 µM",0.0508352744040472
"540","geldanamycin_HEPG2_24 h_1.11 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.872188527124226
"541","geldanamycin_HEPG2_24 h_1.11 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.936950105123782
"542","geldanamycin_HEPG2_24 h_1.11 µM","brefeldin-a_HEPG2_6 h_10 µM",0.286108259517393
"543","geldanamycin_HEPG2_24 h_1.11 µM","brefeldin-a_HEPG2_6 h_100 nM",0.430369534116559
"544","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_0.04 um",0.108912812107826
"545","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.872510884013756
"546","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_0.12 um",0.629773351373405
"547","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.873452630259151
"548","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_0.37 um",0.359446575383955
"549","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.793208525857953
"550","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_1.11 um",0.77569554644231
"551","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_1.11 µM",1
"552","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_10 µM",0.440561924449206
"553","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_10.0 um",0.454541420498286
"554","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_3.33 um",0.934077984271785
"555","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_3.33 µM",0.633620556054999
"556","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_6 h_10 µM",0.0607429307923777
"557","geldanamycin_HEPG2_24 h_1.11 µM","mitomycin-c_HCC515_24 h_10 µM",0.805479748064558
"558","geldanamycin_HEPG2_24 h_1.11 µM","mitomycin-c_HCC515_6 h_10 µM",0.806066790487184
"559","geldanamycin_HEPG2_24 h_1.11 µM","quercetin_HEPG2_6 h_10 µM",0.891549235168508
"560","geldanamycin_HEPG2_24 h_1.11 µM","radicicol_HEPG2_24 h_0.04 um",0.884266635133139
"561","geldanamycin_HEPG2_24 h_1.11 µM","radicicol_HEPG2_24 h_0.12 um",0.816433777543803
"562","geldanamycin_HEPG2_24 h_1.11 µM","radicicol_HEPG2_24 h_0.37 um",0.681838214233336
"563","geldanamycin_HEPG2_24 h_1.11 µM","radicicol_HEPG2_24 h_1.11 um",0.518755810920388
"564","geldanamycin_HEPG2_24 h_1.11 µM","radicicol_HEPG2_24 h_10.0 um",0.444487592655633
"565","geldanamycin_HEPG2_24 h_1.11 µM","radicicol_HEPG2_24 h_3.33 um",0.818484908931426
"566","geldanamycin_HEPG2_24 h_1.11 µM","radicicol_HEPG2_6 h_10 µM",0.384784891185865
"567","geldanamycin_HEPG2_24 h_1.11 µM","spiperone_HEPG2_24 h_10 µM",0.876746057260351
"568","geldanamycin_HEPG2_24 h_1.11 µM","spiperone_HEPG2_24 h_3 µM",-0.0286201864150517
"569","geldanamycin_HEPG2_24 h_1.11 µM","spiperone_HEPG2_6 h_10 µM",0.819008803955084
"570","geldanamycin_HEPG2_24 h_1.11 µM","spiperone_HEPG2_6 h_3 µM",0.755138117220783
"571","geldanamycin_HEPG2_24 h_1.11 µM","temozolomide_HEPG2_6 h_10 µM",0.631969271710433
"572","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.49690305296421
"573","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.483904043917309
"574","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.444288671314425
"575","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.354071146943342
"576","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.911711229929432
"577","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.43257716880376
"578","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.249493500129114
"579","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.791545554110072
"580","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_6 h_3 µM",-0.036997029036343
"581","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.895895205119732
"582","geldanamycin_HEPG2_24 h_1.11 µM","thapsigargin_HEPG2_6 h_10 µM",0.380746363152155
"583","geldanamycin_HEPG2_24 h_1.11 µM","VU-0418946-1_HEPG2_6 h_10 µM",0.879699756423336
"584","geldanamycin_HEPG2_24 h_1.11 µM","YC-1_HEPG2_24 h_20 µM",0.332253841109344
"585","geldanamycin_HEPG2_24 h_1.11 µM","YC-1_HEPG2_24 h_5 µM",0.128842625945003
"586","geldanamycin_HEPG2_24 h_1.11 µM","YC-1_HEPG2_6 h_10 µM",0.316245732502542
"587","geldanamycin_HEPG2_24 h_1.11 µM","YC-1_HEPG2_6 h_20 µM",-0.106136249119977
"588","geldanamycin_HEPG2_24 h_1.11 µM","YC-1_HEPG2_6 h_5 µM",0.469012842828076
"589","geldanamycin_HEPG2_24 h_10 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.0964483277544698
"590","geldanamycin_HEPG2_24 h_10 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.551196865127717
"591","geldanamycin_HEPG2_24 h_10 µM","brefeldin-a_HEPG2_6 h_10 µM",0.529023330064047
"592","geldanamycin_HEPG2_24 h_10 µM","brefeldin-a_HEPG2_6 h_100 nM",0.79028204918192
"593","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.04 um",0.396423900710449
"594","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.44269597679861
"595","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.12 um",-0.0721703452496292
"596","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.611211134424894
"597","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.37 um",0.818583081068717
"598","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.318629325655202
"599","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_1.11 um",0.0747390656733794
"600","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_1.11 µM",0.440561924449206
"601","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_10 µM",1
"602","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_10.0 um",0.849978787284359
"603","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_3.33 um",0.416486797201539
"604","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_3.33 µM",-0.0633339137779068
"605","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_6 h_10 µM",0.101841737887797
"606","geldanamycin_HEPG2_24 h_10 µM","mitomycin-c_HCC515_24 h_10 µM",0.0139922357806856
"607","geldanamycin_HEPG2_24 h_10 µM","mitomycin-c_HCC515_6 h_10 µM",-0.00387130724775364
"608","geldanamycin_HEPG2_24 h_10 µM","quercetin_HEPG2_6 h_10 µM",0.603287796677166
"609","geldanamycin_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_0.04 um",0.356898987473579
"610","geldanamycin_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_0.12 um",0.166207058327618
"611","geldanamycin_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_0.37 um",-0.148798426800821
"612","geldanamycin_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_1.11 um",0.860623674843334
"613","geldanamycin_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_10.0 um",0.81772657268344
"614","geldanamycin_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_3.33 um",0.077265399541386
"615","geldanamycin_HEPG2_24 h_10 µM","radicicol_HEPG2_6 h_10 µM",0.689208927275261
"616","geldanamycin_HEPG2_24 h_10 µM","spiperone_HEPG2_24 h_10 µM",0.619959821945548
"617","geldanamycin_HEPG2_24 h_10 µM","spiperone_HEPG2_24 h_3 µM",0.1902323628907
"618","geldanamycin_HEPG2_24 h_10 µM","spiperone_HEPG2_6 h_10 µM",0.157648861892307
"619","geldanamycin_HEPG2_24 h_10 µM","spiperone_HEPG2_6 h_3 µM",-0.0835812711003134
"620","geldanamycin_HEPG2_24 h_10 µM","temozolomide_HEPG2_6 h_10 µM",-0.0696176546885629
"621","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.852830399866399
"622","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.680604553734747
"623","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.806272349694008
"624","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.629899271021449
"625","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.649277644350521
"626","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.181338206416269
"627","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.576356779329611
"628","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.620310948152955
"629","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_3 µM",-0.0353331454235678
"630","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.27030972923987
"631","geldanamycin_HEPG2_24 h_10 µM","thapsigargin_HEPG2_6 h_10 µM",0.688153679429865
"632","geldanamycin_HEPG2_24 h_10 µM","VU-0418946-1_HEPG2_6 h_10 µM",0.445227565177911
"633","geldanamycin_HEPG2_24 h_10 µM","YC-1_HEPG2_24 h_20 µM",0.71332905038298
"634","geldanamycin_HEPG2_24 h_10 µM","YC-1_HEPG2_24 h_5 µM",0.455652504833296
"635","geldanamycin_HEPG2_24 h_10 µM","YC-1_HEPG2_6 h_10 µM",0.565562181608012
"636","geldanamycin_HEPG2_24 h_10 µM","YC-1_HEPG2_6 h_20 µM",0.186238928136783
"637","geldanamycin_HEPG2_24 h_10 µM","YC-1_HEPG2_6 h_5 µM",0.879124625172774
"638","geldanamycin_HEPG2_24 h_10.0 um","benzo(a)pyrene_VCAP_24 h_10 µM",0.132302730308522
"639","geldanamycin_HEPG2_24 h_10.0 um","benzo(a)pyrene_VCAP_6 h_10 µM",0.587844051230501
"640","geldanamycin_HEPG2_24 h_10.0 um","brefeldin-a_HEPG2_6 h_10 µM",0.515331426534013
"641","geldanamycin_HEPG2_24 h_10.0 um","brefeldin-a_HEPG2_6 h_100 nM",0.843653200826965
"642","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.04 um",0.287639149361999
"643","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.04 µM",0.42576667283096
"644","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.12 um",-0.0686193288562989
"645","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.12 µM",0.53217306518086
"646","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.37 um",0.80016513741505
"647","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.37 µM",0.341346471159103
"648","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_1.11 um",0.0980135595974371
"649","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_1.11 µM",0.454541420498286
"650","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_10 µM",0.849978787284359
"651","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_10.0 um",1
"652","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_3.33 um",0.472845331796105
"653","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_3.33 µM",-0.0588349916597665
"654","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_6 h_10 µM",0.15442128607987
"655","geldanamycin_HEPG2_24 h_10.0 um","mitomycin-c_HCC515_24 h_10 µM",0.0491810288575348
"656","geldanamycin_HEPG2_24 h_10.0 um","mitomycin-c_HCC515_6 h_10 µM",0.0227943255156111
"657","geldanamycin_HEPG2_24 h_10.0 um","quercetin_HEPG2_6 h_10 µM",0.653058061375407
"658","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_0.04 um",0.37645788128859
"659","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_0.12 um",0.100896699466908
"660","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_0.37 um",-0.109100754366119
"661","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_1.11 um",0.872701545456471
"662","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_10.0 um",0.749650737325902
"663","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_3.33 um",0.0350223017752007
"664","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_6 h_10 µM",0.666277997248576
"665","geldanamycin_HEPG2_24 h_10.0 um","spiperone_HEPG2_24 h_10 µM",0.53170542049686
"666","geldanamycin_HEPG2_24 h_10.0 um","spiperone_HEPG2_24 h_3 µM",-0.029804439520742
"667","geldanamycin_HEPG2_24 h_10.0 um","spiperone_HEPG2_6 h_10 µM",0.0929143642535173
"668","geldanamycin_HEPG2_24 h_10.0 um","spiperone_HEPG2_6 h_3 µM",-0.0417906255428644
"669","geldanamycin_HEPG2_24 h_10.0 um","temozolomide_HEPG2_6 h_10 µM",-0.0662522292940284
"670","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.889197320235689
"671","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.700449038378364
"672","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.831880763517157
"673","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.662227510548502
"674","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.567056579128834
"675","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.169819488959447
"676","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.552314087907166
"677","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.672058429521798
"678","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_3 µM",-0.0330141670287069
"679","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.244671940591967
"680","geldanamycin_HEPG2_24 h_10.0 um","thapsigargin_HEPG2_6 h_10 µM",0.65678360391886
"681","geldanamycin_HEPG2_24 h_10.0 um","VU-0418946-1_HEPG2_6 h_10 µM",0.418437435936875
"682","geldanamycin_HEPG2_24 h_10.0 um","YC-1_HEPG2_24 h_20 µM",0.602202127138164
"683","geldanamycin_HEPG2_24 h_10.0 um","YC-1_HEPG2_24 h_5 µM",0.315762129732614
"684","geldanamycin_HEPG2_24 h_10.0 um","YC-1_HEPG2_6 h_10 µM",0.52929953152199
"685","geldanamycin_HEPG2_24 h_10.0 um","YC-1_HEPG2_6 h_20 µM",-0.0848510474093796
"686","geldanamycin_HEPG2_24 h_10.0 um","YC-1_HEPG2_6 h_5 µM",0.777228197017366
"687","geldanamycin_HEPG2_24 h_3.33 um","benzo(a)pyrene_VCAP_24 h_10 µM",0.918067844692647
"688","geldanamycin_HEPG2_24 h_3.33 um","benzo(a)pyrene_VCAP_6 h_10 µM",0.949881647376237
"689","geldanamycin_HEPG2_24 h_3.33 um","brefeldin-a_HEPG2_6 h_10 µM",0.270058104845421
"690","geldanamycin_HEPG2_24 h_3.33 um","brefeldin-a_HEPG2_6 h_100 nM",0.398151932991317
"691","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.04 um",0.121863184988427
"692","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.04 µM",0.883195362947438
"693","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.12 um",0.752090347989541
"694","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.12 µM",0.853188076741908
"695","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.37 um",0.355217805919772
"696","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.37 µM",0.831665432281624
"697","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_1.11 um",0.826396259770585
"698","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_1.11 µM",0.934077984271785
"699","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_10 µM",0.416486797201539
"700","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_10.0 um",0.472845331796105
"701","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_3.33 um",1
"702","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_3.33 µM",0.7570163400243
"703","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_6 h_10 µM",0.0252320349636834
"704","geldanamycin_HEPG2_24 h_3.33 um","mitomycin-c_HCC515_24 h_10 µM",0.75512998714402
"705","geldanamycin_HEPG2_24 h_3.33 um","mitomycin-c_HCC515_6 h_10 µM",0.772880084886695
"706","geldanamycin_HEPG2_24 h_3.33 um","quercetin_HEPG2_6 h_10 µM",0.884019877188753
"707","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_0.04 um",0.911425712487953
"708","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_0.12 um",0.858342357283494
"709","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_0.37 um",0.66244639642397
"710","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_1.11 um",0.51083688902282
"711","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_10.0 um",0.439023443714424
"712","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_3.33 um",0.852712361229613
"713","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_6 h_10 µM",0.343692865686821
"714","geldanamycin_HEPG2_24 h_3.33 um","spiperone_HEPG2_24 h_10 µM",0.802091659763613
"715","geldanamycin_HEPG2_24 h_3.33 um","spiperone_HEPG2_24 h_3 µM",-0.0573229421042514
"716","geldanamycin_HEPG2_24 h_3.33 um","spiperone_HEPG2_6 h_10 µM",0.866162973595402
"717","geldanamycin_HEPG2_24 h_3.33 um","spiperone_HEPG2_6 h_3 µM",0.81982862920297
"718","geldanamycin_HEPG2_24 h_3.33 um","temozolomide_HEPG2_6 h_10 µM",0.753916925922481
"719","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.506393765031499
"720","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.401553808770449
"721","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.445210747823047
"722","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.336319369902453
"723","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.905425641468416
"724","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.312687202350923
"725","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.295657632623208
"726","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.757840016222333
"727","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_3 µM",-0.032271564318099
"728","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.899851513804669
"729","geldanamycin_HEPG2_24 h_3.33 um","thapsigargin_HEPG2_6 h_10 µM",0.331318790537683
"730","geldanamycin_HEPG2_24 h_3.33 um","VU-0418946-1_HEPG2_6 h_10 µM",0.825295435980315
"731","geldanamycin_HEPG2_24 h_3.33 um","YC-1_HEPG2_24 h_20 µM",0.321037758863592
"732","geldanamycin_HEPG2_24 h_3.33 um","YC-1_HEPG2_24 h_5 µM",0.120250569984715
"733","geldanamycin_HEPG2_24 h_3.33 um","YC-1_HEPG2_6 h_10 µM",0.262590490983501
"734","geldanamycin_HEPG2_24 h_3.33 um","YC-1_HEPG2_6 h_20 µM",-0.094129970691476
"735","geldanamycin_HEPG2_24 h_3.33 um","YC-1_HEPG2_6 h_5 µM",0.433383879699036
"736","geldanamycin_HEPG2_24 h_3.33 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.886017593309762
"737","geldanamycin_HEPG2_24 h_3.33 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.639524781852522
"738","geldanamycin_HEPG2_24 h_3.33 µM","brefeldin-a_HEPG2_6 h_10 µM",-0.00108205379309907
"739","geldanamycin_HEPG2_24 h_3.33 µM","brefeldin-a_HEPG2_6 h_100 nM",-0.0601343836590757
"740","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.04 um",-0.00493410115242086
"741","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.652935939991776
"742","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.12 um",0.996594177765764
"743","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.562178823587846
"744","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.37 um",-0.0939082602327809
"745","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.713122161049842
"746","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_1.11 um",0.798478969914244
"747","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_1.11 µM",0.633620556054999
"748","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_10 µM",-0.0633339137779068
"749","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_10.0 um",-0.0588349916597665
"750","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_3.33 um",0.7570163400243
"751","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_3.33 µM",1
"752","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_6 h_10 µM",-0.085250912646726
"753","geldanamycin_HEPG2_24 h_3.33 µM","mitomycin-c_HCC515_24 h_10 µM",0.719960825442277
"754","geldanamycin_HEPG2_24 h_3.33 µM","mitomycin-c_HCC515_6 h_10 µM",0.673442639949597
"755","geldanamycin_HEPG2_24 h_3.33 µM","quercetin_HEPG2_6 h_10 µM",0.539342514760122
"756","geldanamycin_HEPG2_24 h_3.33 µM","radicicol_HEPG2_24 h_0.04 um",0.729018728742096
"757","geldanamycin_HEPG2_24 h_3.33 µM","radicicol_HEPG2_24 h_0.12 um",0.827827850742111
"758","geldanamycin_HEPG2_24 h_3.33 µM","radicicol_HEPG2_24 h_0.37 um",0.743031344039527
"759","geldanamycin_HEPG2_24 h_3.33 µM","radicicol_HEPG2_24 h_1.11 um",-0.0271835144892213
"760","geldanamycin_HEPG2_24 h_3.33 µM","radicicol_HEPG2_24 h_10.0 um",-0.0433512671830673
"761","geldanamycin_HEPG2_24 h_3.33 µM","radicicol_HEPG2_24 h_3.33 um",0.879959997900009
"762","geldanamycin_HEPG2_24 h_3.33 µM","radicicol_HEPG2_6 h_10 µM",-0.0345563323803175
"763","geldanamycin_HEPG2_24 h_3.33 µM","spiperone_HEPG2_24 h_10 µM",0.519941523736424
"764","geldanamycin_HEPG2_24 h_3.33 µM","spiperone_HEPG2_24 h_3 µM",-0.0586936619721592
"765","geldanamycin_HEPG2_24 h_3.33 µM","spiperone_HEPG2_6 h_10 µM",0.845348647547931
"766","geldanamycin_HEPG2_24 h_3.33 µM","spiperone_HEPG2_6 h_3 µM",0.913958799263252
"767","geldanamycin_HEPG2_24 h_3.33 µM","temozolomide_HEPG2_6 h_10 µM",0.997169090265719
"768","geldanamycin_HEPG2_24 h_3.33 µM","tert-butylhydroquinone_JURKAT_24 h_1 µM",-0.0367089854899335
"769","geldanamycin_HEPG2_24 h_3.33 µM","tert-butylhydroquinone_JURKAT_24 h_10 µM",-0.0460692681342986
"770","geldanamycin_HEPG2_24 h_3.33 µM","tert-butylhydroquinone_JURKAT_24 h_100 nM",-0.0248774983088324
"771","geldanamycin_HEPG2_24 h_3.33 µM","tert-butylhydroquinone_JURKAT_24 h_3 µM",-0.038829537267469
"772","geldanamycin_HEPG2_24 h_3.33 µM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.599406606409225
"773","geldanamycin_HEPG2_24 h_3.33 µM","tert-butylhydroquinone_JURKAT_6 h_1 µM",-0.0685669182841243
"774","geldanamycin_HEPG2_24 h_3.33 µM","tert-butylhydroquinone_JURKAT_6 h_10 µM",-0.0041913025617788
"775","geldanamycin_HEPG2_24 h_3.33 µM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.473701574633533
"776","geldanamycin_HEPG2_24 h_3.33 µM","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.0243357570995243
"777","geldanamycin_HEPG2_24 h_3.33 µM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.791127287973227
