NodeName	NodeID	Regulation	Score	Correct	Incorrect	Ambiguous	p-value	Enrichment p-value
NTRK2	1358	1	2	5	3	27	0.411433517502717	1
LMTK2	1375	1	2	11	9	16	0.363912458260873	1
AXL	1376	1	2	10	8	17	0.440363572484528	1
PAG1	1380	1	2	12	10	13	0.316908903723854	1
NFKBIB	1422	1	2	13	11	9	0.375831665870569	1
GNB5	1424	1	2	11	9	15	0.508195572795469	1
GNG4	1425	1	2	11	9	15	0.508195572795469	1
CBLB	1429	1	2	5	3	27	0.3129415386931	1
PROS1	1446	1	2	11	9	13	0.490985867310896	1
GNRH2	1521	1	2	10	8	12	0.551477401657767	1
GH2	1526	1	2	10	8	15	0.50900961300866	1
IFNA10	1539	1	2	9	7	14	0.471720408860463	1
IFNA14	1540	1	2	9	7	14	0.471720408860463	1
IFNA16	1541	1	2	9	7	14	0.471720408860463	1
IFNA17	1542	1	2	9	7	14	0.471720408860463	1
IFNA2	1543	1	2	9	7	14	0.471720408860463	1
IFNA21	1544	1	2	9	7	14	0.471720408860463	1
IFNA4	1545	1	2	9	7	14	0.471720408860463	1
IFNA5	1546	1	2	9	7	14	0.471720408860463	1
IFNA6	1547	1	2	9	7	14	0.471720408860463	1
IFNA7	1548	1	2	9	7	14	0.471720408860463	1
IFNA8	1549	1	2	9	7	14	0.471720408860463	1
IFNW1	1550	1	2	9	7	14	0.471720408860463	1
IL1RN	1557	1	2	11	9	14	0.327333096859943	1
CAMK2A	1620	1	2	11	9	16	0.30689629723855	1
ARHGEF7	1655	1	2	10	8	17	0.473298598297913	1
ANAPC1	1691	1	2	10	8	18	0.374349505566042	1
SHANK1	1715	1	2	10	8	17	0.473298598297913	1
MYRIP	1716	1	2	11	9	14	0.30689629723855	1
PTPN5	1735	1	2	8	6	22	0.357792047501907	1
NFKBIE	1763	1	2	10	8	16	0.374349505566042	1
ENC1	1764	1	2	6	4	18	0.420507946316227	1
PGAM5	1773	1	2	6	4	18	0.420507946316227	1
RIPK1	1776	1	2	8	6	22	0.377324105713032	1
DHX58	1784	1	2	10	8	17	0.337586093056697	1
TANK	1785	1	2	8	6	21	0.432539128413367	1
ZBP1	1786	1	2	8	6	21	0.432539128413367	1
RNF125	1793	1	2	10	8	14	0.337586093056697	1
POP1	1798	1	2	4	2	0	0.371959294250843	1
PYDC2	1799	1	2	4	2	0	0.371959294250843	1
FES	1810	1	2	10	8	17	0.490624951003361	1
FFAR3	1849	1	2	9	7	19	0.471720408860463	1
GRK3	1854	1	2	9	7	18	0.454037465056909	1
CAMK2G	1859	1	2	8	6	22	0.377324105713032	1
CDK9	1864	1	2	12	10	14	0.370281961894243	1
GPR35	1865	1	2	9	7	19	0.471720408860463	1
ANAPC2	1878	1	2	13	11	11	0.343304053030652	1
PCM1	1909	1	2	11	9	12	0.363912458260873	1
PTPN14	1924	1	2	10	8	15	0.374349505566042	1
FGFR1OP	1932	1	2	4	2	0	0.371959294250843	1
GATA2	1941	1	2	12	10	12	0.370281961894243	1
PTPRG	1947	1	2	11	9	15	0.346215395109011	1
GNB3	1948	1	2	10	8	17	0.456643559662266	1
GNG2	1949	1	2	10	8	17	0.456643559662266	1
GNG3	1950	1	2	10	8	17	0.456643559662266	1
RAD50	1969	1	2	11	9	14	0.363912458260873	1
RANBP9	1974	1	2	11	9	3	0.363912458260873	1
ROBO1	2012	1	2	10	8	16	0.374349505566042	1
IL34	2035	1	2	8	6	15	0.432539128413367	1
FGFR3	2048	1	2	11	9	15	0.458850539811275	1
FGFR4	2050	1	2	11	9	15	0.458850539811275	1
CSF1R	2056	1	2	8	6	21	0.432539128413367	1
ROS1	2058	1	2	11	9	15	0.428011911371545	1
SEMA4D	2084	1	2	11	9	13	0.474639543345484	1
LRRK2	2099	1	2	8	6	21	0.432539128413367	1
FHIT	2115	1	2	9	7	18	0.347722579729455	1
SOX3	2135	1	2	9	7	18	0.347722579729455	1
SOX6	2136	1	2	9	7	18	0.347722579729455	1
SPRY2	2141	1	2	6	4	25	0.420507946316227	1
PIK3R3	2145	1	2	11	9	15	0.458850539811275	1
SSTR4	2160	1	2	9	7	19	0.471720408860463	1
TFPI	2199	1	2	6	4	4	0.464582082846404	1
TMED10	2214	1	2	9	7	17	0.402562895821378	1
TNFRSF21	2217	1	2	6	4	22	0.355769692128173	1
TNFRSF25	2218	1	2	6	4	22	0.355769692128173	1
TP53INP1	2224	1	2	3	1	19	0.345971668716989	1
TP53INP2	2225	1	2	3	1	19	0.345971668716989	1
CDK6	2233	1	2	12	10	14	0.47579751471038	1
UBC	2247	1	2	12	10	11	0.353594344553841	1
LPAR5	2256	1	2	9	7	19	0.471720408860463	1
CDC14A	2260	1	2	10	8	17	0.391423801330266	1
ASIP	2270	1	2	11	9	9	0.30689629723855	1
UIMC1	2331	1	2	11	9	14	0.363912458260873	1
GHITM	2352	1	2	5	3	5	0.388083471464072	1
PCBP2	2361	1	2	10	8	15	0.490624951003361	1
ARAP2	2365	1	2	8	6	21	0.290159872313114	1
ARHGAP20	2378	1	2	8	6	21	0.290159872313114	1
ARHGAP22	2380	1	2	8	6	21	0.290159872313114	1
ARHGAP30	2386	1	2	8	6	21	0.290159872313114	1
ARHGAP31	2387	1	2	8	6	21	0.290159872313114	1
GMIP	2397	1	2	8	6	21	0.290159872313114	1
MYO9B	2399	1	2	8	6	21	0.290159872313114	1
VCP	2482	1	2	10	8	14	0.337586093056697	1
ADRA2B	2499	1	2	9	7	19	0.471720408860463	1
BRD4	2507	1	2	12	10	11	0.370281961894243	1
CSN1S1	2536	1	2	10	8	15	0.490624951003361	1
CTNNA2	2538	1	2	10	8	15	0.391423801330266	1
GPR183	2593	1	2	9	7	19	0.471720408860463	1
IRF9	2630	1	2	9	7	14	0.471720408860463	1
MAP1LC3C	2660	1	2	5	3	10	0.248624120433538	1
NIN	2719	1	2	11	9	15	0.346215395109011	1
NPLOC4	2726	1	2	10	8	3	0.208549228591995	1
ACTN1	2788	1	2	7	5	23	0.467511317766564	1
ICOSLG	2831	1	2	11	9	13	0.508195572795469	1
LAMB1	2841	1	2	8	6	21	0.450896723341042	1
DUSP18	2842	1	2	8	6	21	0.450896723341042	1
RGMA	2849	1	2	9	7	14	0.419742764789415	1
HAS2	2856	1	2	8	6	9	0.489836962591809	1
SEMA5A	2860	1	2	11	9	13	0.474639543345484	1
SPP1	2878	1	2	7	5	23	0.447006673325448	1
COL4A1	2898	1	2	8	6	21	0.450896723341042	1
LAMA2	2911	1	2	8	6	21	0.450896723341042	1
IFNE	2952	1	2	9	7	14	0.471720408860463	1
LAMC1	2956	1	2	8	6	21	0.450896723341042	1
PTPRU	2971	1	2	9	7	18	0.347722579729455	1
ANAPC10	2974	1	2	12	10	9	0.335903347603703	1
FZR1	2975	1	2	12	10	9	0.335903347603703	1
CARD19	3000	1	2	6	4	20	0.332267585245464	1
UBQLN1	3002	1	2	9	7	17	0.402562895821378	1
CHKA	3036	1	2	9	7	18	0.347722579729455	1
CDX2	3037	1	2	9	7	18	0.347722579729455	1
STK38L	3039	1	2	10	8	13	0.456643559662266	1
HRG	3051	1	2	10	8	16	0.473298598297913	1
CDC16	3065	1	2	12	10	9	0.335903347603703	1
ARHGDIA	3077	1	2	8	6	21	0.290159872313114	1
MED1	3082	1	2	10	8	17	0.391423801330266	1
FBXO7	3103	1	2	7	5	21	0.407762815590382	1
SEPT4	3127	1	2	10	8	13	0.270203248750459	1
ANAPC11	3138	1	2	12	10	9	0.316908903723854	1
MFN2	3139	1	2	12	10	11	0.353594344553841	1
CDC23	3144	1	2	12	10	9	0.335903347603703	1
ANAPC4	3145	1	2	12	10	9	0.335903347603703	1
ANAPC5	3146	1	2	12	10	9	0.335903347603703	1
UNC5CL	3147	1	2	13	11	9	0.375831665870569	1
UBB	3188	1	2	12	10	11	0.353594344553841	1
ICOS	3198	1	2	11	9	15	0.508195572795469	1
PIK3R2	3205	1	2	8	6	21	0.432539128413367	1
ANAPC7	3208	1	2	12	10	9	0.335903347603703	1
SFRP4	3210	1	2	9	7	12	0.402562895821378	1
RABAC1	3230	1	2	9	7	18	0.347722579729455	1
SOCS4	3234	1	2	11	9	15	0.346215395109011	1
MEFV	3237	1	2	4	2	0	0.371959294250843	1
EXOC2	3238	1	2	8	6	21	0.432539128413367	1
GZMM	3249	1	2	13	11	9	0.405675002235736	1
TKFC	3251	1	2	7	5	17	0.346605549101295	1
HSPA14	3263	1	2	8	6	10	0.450896723341042	1
HNRNPUL1	3277	1	2	10	8	17	0.391423801330266	1
TBL1X	3318	1	2	9	7	18	0.347722579729455	1
BAP1	3319	1	2	11	9	14	0.363912458260873	1
ZNF653	3324	1	2	8	6	3	0.262362775624083	1
TERF1	3332	1	2	10	8	12	0.407971307791899	1
ARHGDIB	3366	1	2	8	6	21	0.290159872313114	1
SHB	3369	1	2	11	9	15	0.508195572795469	1
THBD	3388	1	2	3	1	0	0.237235821467245	1
FMOD	3394	1	2	11	9	16	0.327333096859943	1
VLDLR	3398	1	2	10	8	5	0.529006020177125	1
CXXC4	3419	1	2	13	11	11	0.343304053030652	1
LRP8	3434	1	2	10	8	5	0.529006020177125	1
DMAP1	3435	1	2	11	9	14	0.380716708129615	1
S1PR4	3439	1	2	9	7	19	0.471720408860463	1
MTA2	3462	1	2	10	8	17	0.391423801330266	1
DLX2	3477	1	2	3	1	0	0.279224462434899	1
ZFPM2	3482	1	2	16	14	5	0.329235667322902	1
TTC1	3522	1	2	10	8	16	0.407971307791899	1
CALM2	1	-1	2	8	6	22	0.377324105713032	1
ITPR2	6	-1	2	3	1	0	0.237235821467245	1
STIM1	9	-1	2	3	1	0	0.237235821467245	1
TRPC3	11	-1	2	3	1	0	0.237235821467245	1
TRPC4	12	-1	2	3	1	0	0.237235821467245	1
TRPC5	13	-1	2	3	1	0	0.237235821467245	1
PKD2	14	-1	2	3	1	0	0.237235821467245	1
TRPV4	15	-1	2	3	1	0	0.237235821467245	1
CABP1	30	-1	2	11	9	14	0.30689629723855	1
PTPN13	75	-1	2	9	7	19	0.305123982884678	1
RACK1	76	-1	2	10	8	18	0.374349505566042	1
TP53	132	-1	2	10	8	18	0.391423801330266	1
MYCN	134	-1	2	10	8	17	0.391423801330266	1
ARNTL	144	-1	2	5	3	2	0.364402273080662	1
TP53BP1	162	-1	2	11	9	16	0.412568594856328	1
SMG1	176	-1	2	10	8	17	0.391423801330266	1
SH3GLB1	180	-1	2	7	5	24	0.367846897625684	1
E2F2	219	-1	2	8	6	21	0.396074622478756	1
VDR	230	-1	2	9	7	19	0.436812348771104	1
PAX6	236	-1	2	10	8	17	0.356500208166606	1
BCL2L2	251	-1	2	3	1	20	0.237235821467245	1
RRAS	281	-1	2	10	8	17	0.2950030383395	1
E2F3	293	-1	2	8	6	21	0.377324105713032	1
NFKB1	314	-1	2	14	12	10	0.3807233021104	1
ASF1A	321	-1	2	16	14	5	0.329235667322902	1
KAT8	327	-1	2	10	8	17	0.391423801330266	1
KRT18	331	-1	2	6	4	22	0.355769692128173	1
IFIH1	342	-1	2	8	6	21	0.337097390550306	1
IFNG	348	-1	2	9	7	19	0.327307811704323	1
IRF3	350	-1	2	13	11	11	0.343304053030652	1
RUBCN	365	-1	2	10	8	17	0.440363572484528	1
NCOA2	401	-1	2	13	11	10	0.434159034164034	1
CLOCK	405	-1	2	5	3	2	0.364402273080662	1
HIF1A	408	-1	2	11	9	15	0.363912458260873	1
CARM1	419	-1	2	9	7	18	0.347722579729455	1
DIABLO	421	-1	2	7	5	21	0.407762815590382	1
SETD7	446	-1	2	10	8	17	0.391423801330266	1
KMT5A	449	-1	2	10	8	17	0.391423801330266	1
ATG4D	452	-1	2	5	3	10	0.248624120433538	1
EGR1	453	-1	2	8	6	22	0.377324105713032	1
ATG4A	456	-1	2	5	3	10	0.248624120433538	1
WDFY3	461	-1	2	7	5	22	0.323862061808744	1
DAP3	468	-1	2	5	3	5	0.388083471464072	1
EP300	492	-1	2	16	14	6	0.329235667322902	1
SSBP1	497	-1	2	10	8	17	0.391423801330266	1
CAND1	506	-1	2	11	9	13	0.363912458260873	1
SIRT6	511	-1	2	7	5	23	0.367846897625684	1
MARCH5	535	-1	2	10	8	14	0.337586093056697	1
BCL3	552	-1	2	12	10	14	0.431289306921485	1
APC2	561	-1	2	9	7	18	0.366837673635872	1
SIAH1	564	-1	2	11	9	16	0.396866238893579	1
BACH1	572	-1	2	8	6	18	0.290159872313114	1
CEBPB	576	-1	2	11	9	16	0.396866238893579	1
ING1	580	-1	2	10	8	18	0.424212969293632	1
IL3RA	587	-1	2	11	9	15	0.346215395109011	1
DDX58	593	-1	2	11	9	15	0.327333096859943	1
PRLR	600	-1	2	11	9	15	0.346215395109011	1
IL5RA	602	-1	2	11	9	15	0.346215395109011	1
MEN1	621	-1	2	8	6	21	0.469828766477982	1
SET	625	-1	2	11	9	16	0.412568594856328	1
PRKCA	633	-1	2	10	8	18	0.374349505566042	1
TXN	643	-1	2	9	7	19	0.385017335673583	1
ADRM1	655	-1	2	12	10	10	0.296224615962063	1
SOX4	678	-1	2	9	7	18	0.347722579729455	1
WRN	684	-1	2	10	8	17	0.391423801330266	1
APC	691	-1	2	8	6	21	0.414374970591368	1
KPNA2	700	-1	2	11	9	15	0.396866238893579	1
HIF1AN	713	-1	2	16	14	5	0.550983336642055	1
RNF135	717	-1	2	10	8	14	0.337586093056697	1
MAD2L1	724	-1	2	8	6	17	0.357792047501907	1
AURKB	746	-1	2	13	11	12	0.434159034164034	1
TP53AIP1	765	-1	2	5	3	5	0.388083471464072	1
INCENP	767	-1	2	4	2	29	0.316497456032339	1
PTTG1	776	-1	2	10	8	17	0.391423801330266	1
SPHK2	778	-1	2	12	10	11	0.431289306921485	1
LMO4	788	-1	2	11	9	14	0.363912458260873	1
SENP3	789	-1	2	16	14	5	0.329235667322902	1
NEUROD1	797	-1	2	9	7	18	0.436812348771104	1
PPP1CB	818	-1	2	10	8	18	0.440363572484528	1
TGFBR2	830	-1	2	14	12	10	0.314928640318555	1
TGFBR1	831	-1	2	12	10	14	0.316908903723854	1
SPI1	853	-1	2	13	11	11	0.261724067361291	1
CSF3	862	-1	2	8	6	20	0.290159872313114	1
HGF	867	-1	2	6	4	26	0.420507946316227	1
TGFB1	876	-1	2	11	9	16	0.327333096859943	1
XIAP	898	-1	2	11	9	15	0.259189145253658	1
FASLG	907	-1	2	10	8	14	0.356500208166606	1
XAF1	941	-1	2	7	5	21	0.407762815590382	1
CCND1	943	-1	2	13	11	11	0.462408762620583	1
TP53BP2	944	-1	2	11	9	15	0.396866238893579	1
PPP1R13B	946	-1	2	10	8	17	0.391423801330266	1
WRAP53	947	-1	2	10	8	17	0.391423801330266	1
HTATIP2	951	-1	2	10	8	17	0.391423801330266	1
NCK1	962	-1	2	11	9	15	0.30689629723855	1
GABARAPL2	986	-1	2	7	5	22	0.323862061808744	1
MAP1LC3A	995	-1	2	7	5	22	0.323862061808744	1
NBR1	997	-1	2	7	5	22	0.323862061808744	1
SOCS1	1008	-1	2	5	3	27	0.364402273080662	1
IL10RA	1018	-1	2	11	9	15	0.346215395109011	1
NDP	1021	-1	2	9	7	17	0.366837673635872	1
ACVR1	1045	-1	2	6	4	21	0.355769692128173	1
BMPR1B	1047	-1	2	6	4	21	0.355769692128173	1
IL12RB1	1052	-1	2	11	9	15	0.346215395109011	1
CRLF2	1062	-1	2	11	9	15	0.346215395109011	1
MAP2K5	1068	-1	2	10	8	16	0.356500208166606	1
FBXW11	1073	-1	2	12	10	13	0.386204722263041	1
IFNGR2	1093	-1	2	11	9	15	0.346215395109011	1
KRAS	1101	-1	2	9	7	19	0.305123982884678	1
LRP6	1102	-1	2	8	6	20	0.432539128413367	1
IL31RA	1122	-1	2	11	9	15	0.346215395109011	1
SIK1	1128	-1	2	11	9	16	0.380716708129615	1
FGF7	1139	-1	2	9	7	19	0.280538285354169	1
WNT3A	1161	-1	2	11	9	15	0.474639543345484	1
CDK5R1	1162	-1	2	8	6	21	0.469828766477982	1
DIXDC1	1185	-1	2	13	11	11	0.343304053030652	1
CSF3R	1205	-1	2	11	9	15	0.346215395109011	1
IL13RA1	1213	-1	2	11	9	15	0.346215395109011	1
MAP4K4	1217	-1	2	10	8	16	0.317246199651427	1
CSF2RA	1219	-1	2	11	9	15	0.346215395109011	1
IL1R1	1223	-1	2	12	10	14	0.316908903723854	1
DTX4	1237	-1	2	8	6	21	0.432539128413367	1
WNT10B	1243	-1	2	10	8	17	0.424212969293632	1
SH2B1	1256	-1	2	11	9	15	0.346215395109011	1
CSNK1A1L	1259	-1	2	9	7	18	0.347722579729455	1
WNT2	1266	-1	2	10	8	17	0.424212969293632	1
CBY1	1277	-1	2	9	7	18	0.347722579729455	1
WNT7A	1280	-1	2	10	8	17	0.424212969293632	1
CNKSR2	1284	-1	2	8	6	20	0.377324105713032	1
WNT4	1286	-1	2	10	8	17	0.424212969293632	1
WWP1	1292	-1	2	6	4	25	0.332267585245464	1
UCHL5	1308	-1	2	12	10	13	0.296224615962063	1
NUMBL	1318	-1	2	10	8	17	0.473298598297913	1
SOCS2	1319	-1	2	8	6	21	0.377324105713032	1
BCL9	1324	-1	2	9	7	18	0.347722579729455	1
CTDNEP1	1325	-1	2	7	5	17	0.298963564987389	1
INVS	1344	-1	2	13	11	11	0.343304053030652	1
EPHB3	1366	-1	2	11	9	15	0.346215395109011	1
RFX1	1379	-1	2	12	10	14	0.386204722263041	1
FGR	1411	-1	2	9	7	19	0.305123982884678	1
CCL16	1468	-1	2	12	10	8	0.273330340735972	1
CXCL8	1488	-1	2	10	8	15	0.317246199651427	1
PSAP	1534	-1	2	5	3	5	0.3129415386931	1
BCAP31	1651	-1	2	11	9	14	0.474639543345484	1
DRD3	1748	-1	2	8	6	21	0.357792047501907	1
FGA	1755	-1	2	13	11	11	0.261724067361291	1
CERK	1761	-1	2	8	6	20	0.377324105713032	1
MT3	1768	-1	2	6	4	18	0.420507946316227	1
PTGS2	1769	-1	2	10	8	16	0.374349505566042	1
MAP1LC3B	1771	-1	2	7	5	22	0.323862061808744	1
MZF1	1807	-1	2	10	8	17	0.374349505566042	1
PPP2R1A	1818	-1	2	10	8	18	0.391423801330266	1
PPP2R5D	1825	-1	2	8	6	20	0.377324105713032	1
PPP3CA	1826	-1	2	11	9	15	0.284410579477729	1
PPP3CB	1827	-1	2	13	11	11	0.30626102295965	1
PPP3CC	1830	-1	2	13	11	11	0.30626102295965	1
PRDM16	1833	-1	2	9	7	16	0.419742764789415	1
WNT11	1907	-1	2	10	8	17	0.407971307791899	1
PTGER3	1913	-1	2	8	6	21	0.377324105713032	1
WNT16	1914	-1	2	10	8	17	0.424212969293632	1
TRAF1	1923	-1	2	10	8	16	0.317246199651427	1
RAP1GDS1	1975	-1	2	8	6	21	0.290159872313114	1
RASGEF1A	1979	-1	2	12	10	11	0.316908903723854	1
RASGEF1B	1980	-1	2	12	10	11	0.316908903723854	1
RASGEF1C	1981	-1	2	12	10	11	0.316908903723854	1
TSC22D3	1982	-1	2	9	7	20	0.436812348771104	1
ROBO2	2013	-1	2	9	7	15	0.419742764789415	1
RPGRIP1L	2021	-1	2	10	8	15	0.490624951003361	1
SERPINA1	2090	-1	2	5	3	5	0.3129415386931	1
CDKN2AIP	2112	-1	2	10	8	17	0.391423801330266	1
SMCR8	2127	-1	2	9	7	14	0.436812348771104	1
SNTA1	2129	-1	2	10	8	17	0.374349505566042	1
SOS2	2134	-1	2	12	10	11	0.316908903723854	1
NSD3	2149	-1	2	9	7	18	0.327307811704323	1
STK17A	2165	-1	2	10	8	17	0.391423801330266	1
FNTA	2168	-1	2	12	10	11	0.316908903723854	1
TEAD2	2185	-1	2	11	9	12	0.327333096859943	1
TEAD3	2187	-1	2	11	9	12	0.327333096859943	1
TEAD4	2188	-1	2	11	9	12	0.327333096859943	1
TEAD1	2189	-1	2	11	9	12	0.327333096859943	1
GMPS	2192	-1	2	11	9	15	0.396866238893579	1
TFAP2B	2196	-1	2	10	8	17	0.391423801330266	1
TP53RK	2228	-1	2	10	8	17	0.391423801330266	1
TRIM27	2237	-1	2	9	7	15	0.419742764789415	1
BCOR	2264	-1	2	12	10	12	0.445973460085696	1
LATS2	2310	-1	2	10	8	17	0.490624951003361	1
DEF6	2313	-1	2	8	6	21	0.290159872313114	1
APOE	2318	-1	2	8	6	15	0.314764404033449	1
WNT3	2342	-1	2	10	8	17	0.407971307791899	1
WNT5B	2343	-1	2	10	8	17	0.424212969293632	1
USP10	2354	-1	2	10	8	17	0.391423801330266	1
CDK5RAP2	2359	-1	2	9	7	14	0.436812348771104	1
ARHGEF4	2411	-1	2	8	6	21	0.290159872313114	1
ARHGEF10	2414	-1	2	8	6	21	0.290159872313114	1
MCF2	2430	-1	2	8	6	21	0.290159872313114	1
RASGRF2	2440	-1	2	8	6	21	0.290159872313114	1
FYCO1	2446	-1	2	5	3	10	0.248624120433538	1
HIPK1	2467	-1	2	11	9	14	0.380716708129615	1
CCNY	2514	-1	2	6	4	4	0.420507946316227	1
CRKL	2532	-1	2	11	9	16	0.30689629723855	1
CRTC3	2533	-1	2	10	8	12	0.424212969293632	1
FBN1	2560	-1	2	11	9	16	0.327333096859943	1
FNTB	2568	-1	2	12	10	11	0.316908903723854	1
GNG12	2587	-1	2	9	7	19	0.454037465056909	1
ICAM1	2621	-1	2	13	11	11	0.30626102295965	1
ITGB4	2631	-1	2	11	9	15	0.284410579477729	1
KDM2A	2636	-1	2	10	8	15	0.490624951003361	1
KRT1	2647	-1	2	8	6	20	0.414374970591368	1
LTBP1	2657	-1	2	11	9	16	0.327333096859943	1
WNT10A	2676	-1	2	10	8	17	0.424212969293632	1
MSH6	2695	-1	2	10	8	12	0.407971307791899	1
WNT8B	2697	-1	2	10	8	17	0.424212969293632	1
WNT9A	2704	-1	2	10	8	17	0.407971307791899	1
NKX3-1	2720	-1	2	12	10	14	0.401565883598642	1
NSD2	2729	-1	2	12	10	12	0.401565883598642	1
NUAK2	2732	-1	2	10	8	10	0.2950030383395	1
WNT9B	2742	-1	2	10	8	17	0.424212969293632	1
NEDD9	2799	-1	2	11	9	14	0.327333096859943	1
DAG1	2801	-1	2	10	8	17	0.374349505566042	1
IL16	2833	-1	2	8	6	20	0.414374970591368	1
LAMA1	2838	-1	2	10	8	16	0.337586093056697	1
LTF	2846	-1	2	5	3	5	0.3129415386931	1
NCAM1	2862	-1	2	13	11	10	0.405675002235736	1
F8	2904	-1	2	5	3	5	0.3129415386931	1
F9	2905	-1	2	5	3	5	0.3129415386931	1
SERPINE2	2932	-1	2	5	3	5	0.3129415386931	1
SERPING1	2933	-1	2	5	3	5	0.3129415386931	1
ARID4A	2984	-1	2	9	7	15	0.419742764789415	1
HIPK4	3003	-1	2	10	8	17	0.391423801330266	1
E4F1	3012	-1	2	10	8	17	0.391423801330266	1
CDS1	3024	-1	2	10	8	17	0.391423801330266	1
NOS2	3047	-1	2	11	9	15	0.346215395109011	1
RRAS2	3070	-1	2	10	8	17	0.2950030383395	1
STAM2	3071	-1	2	11	9	15	0.346215395109011	1
DBF4B	3084	-1	2	2	0	6	0.200845665961946	1
TERF2	3085	-1	2	10	8	12	0.407971307791899	1
FANCE	3114	-1	2	4	2	21	0.284779882624466	1
RARRES3	3119	-1	2	8	6	18	0.314764404033449	1
CD244	3126	-1	2	11	9	14	0.284410579477729	1
HSPE1	3132	-1	2	6	4	0	0.399338623388538	1
B2M	3170	-1	2	7	5	8	0.238426043304093	1
MRAS	3178	-1	2	10	8	17	0.337586093056697	1
N4BP1	3187	-1	2	13	11	8	0.476810011785273	1
DBNL	3196	-1	2	13	11	10	0.30626102295965	1
CD79B	3220	-1	2	11	9	15	0.346215395109011	1
STRADB	3223	-1	2	10	8	13	0.270203248750459	1
FCER1G	3231	-1	2	11	9	15	0.346215395109011	1
MSX1	3250	-1	2	10	8	17	0.391423801330266	1
IL12RB2	3252	-1	2	11	9	15	0.346215395109011	1
RMI1	3278	-1	2	10	8	12	0.407971307791899	1
NRBP1	3317	-1	2	11	9	13	0.474639543345484	1
THAP12	3320	-1	2	10	8	14	0.337586093056697	1
HIPK3	3336	-1	2	10	8	17	0.391423801330266	1
ARIH2	3346	-1	2	9	7	2	0.402562895821378	1
IGFBP7	3375	-1	2	7	5	22	0.427261460159928	1
MORF4L1	3382	-1	2	9	7	15	0.419742764789415	1
CABLES2	3395	-1	2	10	8	17	0.391423801330266	1
ING5	3396	-1	2	10	8	17	0.391423801330266	1
BMP3	3417	-1	2	11	9	16	0.327333096859943	1
POLR2K	3423	-1	2	11	9	14	0.363912458260873	1
HPN	3476	-1	2	6	4	25	0.420507946316227	1
HSPBP1	3521	-1	2	10	8	16	0.407971307791899	1
HGFAC	3524	-1	2	6	4	25	0.420507946316227	1
USF2	3543	-1	2	11	9	10	0.363912458260873	1
PRKG1	23	1	1	11	10	15	0.492236936529772	1
RNF24	24	1	1	1	0	0	NA	NA
TRPM4	26	1	1	1	0	0	NA	NA
WNK4	27	1	1	1	0	0	NA	NA
PRKCSH	84	1	1	1	0	0	NA	NA
STX5	87	1	1	1	0	0	NA	NA
ZIC1	103	1	1	6	5	0	0.420201343627322	1
HES5	104	1	1	6	5	0	0.420201343627322	1
FGF3	124	1	1	9	8	18	0.626446626033819	1
AKT1	125	1	1	9	8	19	0.543898135786204	1
PIK3R1	127	1	1	11	10	15	0.610411286955459	1
CDC73	128	1	1	9	8	18	0.473924340428516	1
PINK1	165	1	1	10	9	15	0.441253084037553	1
ULK1	178	1	1	9	8	18	0.526075659571484	1
TOPBP1	203	1	1	7	6	23	0.529986868614209	1
ID2	210	1	1	6	5	0	0.420201343627322	1
PDK1	217	1	1	6	5	24	0.532743505517187	1
EYA1	224	1	1	8	7	18	0.588184913140935	1
PKNOX1	237	1	1	8	7	10	0.546919418649635	1
PPP1CA	256	1	1	12	11	13	0.413774931650134	1
BCL2L1	258	1	1	10	9	16	0.475381838687751	1
PRKCI	266	1	1	12	11	12	0.50741113236769	1
NEO1	280	1	1	9	8	19	0.526075659571484	1
ASF1B	325	1	1	8	7	4	0.509223212784631	1
IRF1	332	1	1	8	7	19	0.588184913140935	1
ISG15	336	1	1	8	7	19	0.588184913140935	1
JAK1	338	1	1	8	7	20	0.588184913140935	1
TLR4	357	1	1	8	7	18	0.546919418649635	1
ATG14	363	1	1	8	7	17	0.527827372361209	1
RPS6KB1	368	1	1	8	7	21	0.546919418649635	1
KAT7	393	1	1	8	7	4	0.509223212784631	1
TBK1	398	1	1	8	7	21	0.546919418649635	1
XRCC5	416	1	1	9	8	12	0.491351063576111	1
PRMT6	422	1	1	13	12	8	0.464134955711036	1
GSK3A	444	1	1	13	12	11	0.449286599220948	1
VMP1	465	1	1	8	7	17	0.527827372361209	1
UBE2M	483	1	1	12	11	10	0.430810977670568	1
EGLN3	485	1	1	10	9	12	0.458604802617552	1
EGLN2	486	1	1	10	9	12	0.458604802617552	1
DKK1	510	1	1	4	3	23	0.458247934708514	1
FRAT1	515	1	1	8	7	21	0.527827372361209	1
DDB2	525	1	1	10	9	13	0.576963367501665	1
DTX3L	538	1	1	8	7	4	0.509223212784631	1
NOLC1	559	1	1	12	11	13	0.413774931650134	1
MST1	563	1	1	11	10	14	0.523380705279071	1
NKIRAS2	573	1	1	11	10	9	0.460722515979993	1
KMT5C	590	1	1	8	7	4	0.509223212784631	1
KDM6A	614	1	1	9	8	17	0.50864893642389	1
PRMT1	645	1	1	6	5	21	0.51082542574318	1
UBE2I	662	1	1	13	12	10	0.521379239077682	1
FBXO31	671	1	1	11	10	10	0.523380705279071	1
NCOR1	674	1	1	9	8	19	0.437583880741525	1
CDC42BPA	693	1	1	1	0	0	NA	NA
IRAK1	702	1	1	11	10	15	0.555658643800904	1
HNRNPK	704	1	1	13	12	10	0.507103781800686	1
