pr_gene_id,pr_gene_symbol
9921,RNF10
10321,CRISP3
1448,CSN3
2220,FCN2
5715,PSMD9
5627,PROS1
537,ATP6AP1
2165,F13B
3859,KRT12
2232,FDXR
1671,DEFA6
5197,PF4V1
3906,LALBA
3467,IFNW1
3363,HTR7
5244,ABCB4
124,ADH1A
3399,ID3
1063,CENPF
662,BNIP1
5511,PPP1R8
1725,DHPS
3141,HLCS
51754,TMEM8B
11126,CD160
54466,SPIN2A
22794,CASC3
3596,IL13
10393,ANAPC10
5449,POU1F1
4582,MUC1
551,AVP
3558,IL2
2921,CXCL3
6620,SNCB
2996,GYPE
23155,CLCC1
11027,LILRA2
1142,CHRNB3
9437,NCR1
6367,CCL22
7379,UPK2
141,ADPRH
6332,SCN7A
656,BMP8B
5078,PAX4
1135,CHRNA2
7982,ST7
10877,CFHR4
2318,FLNC
4931,NVL
51350,KRT76
4185,ADAM11
3000,GUCY2D
795,S100G
799,CALCR
64386,MMP25
959,CD40LG
6736,SRY
10004,NAALADL1
1395,CRHR2
2695,GIP
6361,CCL17
3593,IL12B
4012,LNPEP
3562,IL3
8740,TNFSF14
3849,KRT2
10648,SCGB1D1
9333,TGM5
1572,CYP2F1
2128,EVX1
417,ART1
10296,MAEA
1473,CST5
2814,GP5
2925,GRPR
3933,LCN1
3445,IFNA8
7783,ZP2
5988,RFPL1
3860,KRT13
10738,RFPL3
51050,PI15
5325,PLAGL1
4951,OCM2
1453,CSNK1D
55534,MAML3
1447,CSN2
3567,IL5
10850,CCL27
11131,CAPN11
3441,IFNA4
50674,NEUROG3
4208,MEF2C
2741,GLRA1
8013,NR4A3
926,CD8B
10370,CITED2
3010,HIST1H1T
4355,MPP2
2796,GNRH1
56,ACRV1
272,AMPD3
11261,CHP1
4988,OPRM1
753,LDLRAD4
2765,GML
11332,ACOT7
10725,NFAT5
58503,PROL1
9423,NTN1
2299,FOXI1
26083,TBC1D29
27237,ARHGEF16
4168,MCF2
3055,HCK
7712,ZNF157
8555,CDC14B
8091,HMGA2
55353,LAPTM4B
118,ADD1
5990,RFX2
463,ZFHX3
8858,PROZ
2916,GRM6
611,OPN1SW
8174,MADCAM1
8808,IL1RL2
4607,MYBPC3
6011,GRK1
8359,HIST1H4A
6869,TACR1
835,CASP2
2986,GUCY2F
26091,HERC4
863,CBFA2T3
1237,CCR8
5081,PAX7
10753,CAPN9
51046,ST8SIA3
2959,GTF2B
5980,REV3L
8527,DGKD
6354,CCL7
150094,SIK1
79973,ZNF442
3694,ITGB6
81030,ZBP1
81494,CFHR5
81550,TDRD3
326,AIRE
81552,VOPP1
81565,NDEL1
81576,CCDC130
81578,COL21A1
10500,SEMA6C
81605,URM1
5662,PSD
81628,TSC22D4
2696,GIPR
554,AVPR2
81857,MED25
10938,EHD1
5042,PABPC3
81875,ISG20L2
4121,MAN1A1
81887,LAS1L
81931,ZNF93
5800,PTPRO
9312,KCNB2
1562,CYP2C18
3834,KIF25
6916,TBXAS1
5740,PTGIS
5670,PSG2
6928,HNF1B
81854,ZNF205-AS1
81856,ZNF611
2520,GAST
83450,DRC3
83475,DOHH
54504,CPVL
1558,CYP2C8
4622,MYH4
1663,DDX11
9188,DDX21
2196,FAT2
83481,EPPK1
114876,OSBPL1A
8714,ABCC3
3581,IL9R
10279,PRSS16
1118,CHIT1
3456,IFNB1
1758,DMP1
6569,SLC34A1
3804,KIR2DL3
3448,IFNA14
6870,TACR3
3991,LIPE
3857,KRT9
4647,MYO7A
51599,LSR
5672,PSG4
3578,IL9
7273,TTN
26583,DUX4L8
859,CAV3
9752,PCDHA9
8735,MYH13
725,C4BPB
4142,MAS1
238,ALK
153,ADRB1
1815,DRD4
1748,DLX4
2570,GABRR2
266,AMELY
3211,HOXB1
30062,RAX
651,BMP3
9366,RAB9BP1
23483,TGDS
1755,DMBT1
3749,KCNC4
27181,SIGLEC8
23770,FKBP8
1943,EFNA2
3444,IFNA7
553,AVPR1B
3446,IFNA10
4210,MEFV
56918,C2orf83
56302,TRPV5
6051,RNPEP
56903,PAPOLB
57116,ZNF695
10896,OCLM
8433,UTF1
5309,PITX3
374286,CDRT1
2543,GAGE1
2678,GGT1
26659,OR7A5
10255,HCG9
9538,EI24
7054,TH
27302,BMP10
5794,PTPRH
57824,HMHB1
64109,CRLF2
1232,CCR3
5241,PGR
3123,HLA-DRB1
2821,GPI
10892,MALT1
9248,GPR50
7536,SF1
10692,RRH
4952,OCRL
9942,XYLB
5935,RBM3
9478,CABP1
6482,ST3GAL1
312,ANXA13
11214,AKAP13
1553,CYP2A13
59351,PBOV1
60529,ALX4
9083,BPY2
9081,PRY
64211,LHX5
64579,NDST4
2532,ACKR1
9524,TECR
5024,P2RX3
5453,POU3F1
10895,PPBPP2
1446,CSN1S1
7368,UGT8
3761,KCNJ4
661,POLR3D
2868,GRK4
27328,PCDH11X
675,BRCA2
2639,GCDH
1827,RCAN1
5031,P2RY6
829,CAPZA1
3439,IFNA1
1233,CCR4
778,CACNA1F
10660,LBX1
5105,PCK1
11144,DMC1
6506,SLC1A2
11082,ESM1
5136,PDE1A
9519,TBPL1
1908,EDN3
2740,GLP1R
3762,KCNJ5
9402,GRAP2
1500,CTNND1
8170,SLC14A2
265,AMELX
5470,PPEF2
3213,HOXB3
2251,FGF6
57019,CIAPIN1
26115,TANC2
1993,ELAVL2
777,CACNA1E
7804,LRP8
3665,IRF7
1180,CLCN1
2268,FGR
23434,LINC01565
9031,BAZ1B
3449,IFNA16
2253,FGF8
3957,LGALS2
2563,GABRD
6339,SCNN1D
10052,GJC1
3090,HIC1
2557,GABRA4
2893,GRIA4
2912,GRM2
9545,RAB3D
11166,SOX21
3250,HPR
64375,IKZF4
9074,CLDN6
55691,FRMD4A
3746,KCNC1
581,BAX
3736,KCNA1
51666,ASB4
6751,SSTR1
3883,KRT33A
3024,HIST1H1A
1816,DRD5
4010,LMX1B
1378,CR1
2703,GJA8
5239,PGM5
5994,RFXAP
6534,SLC6A7
30012,TLX3
4762,NEUROG1
5611,DNAJC3
27022,FOXD3
8328,GFI1B
5307,PITX1
56125,PCDHB11
26658,OR7C2
26333,OR7A17
5468,PPARG
26255,PTTG3P
27023,FOXB1
3753,KCNE1
8342,HIST1H2BM
4544,MTNR1B
689,BTF3
2797,GNRH2
26532,OR10H3
10798,OR5I1
2838,GPR15
26211,OR2F1
5915,RARB
57830,KRTAP5-8
6656,SOX1
9294,S1PR2
6701,SPRR2B
7757,ZNF208
26538,OR10H2
151,ADRA2B
8345,HIST1H2BH
3018,HIST1H2BB
3443,IFNA6
26251,KCNG2
8369,HIST1H4G
2900,GRIK4
3008,HIST1H1E
5459,POU4F3
1470,CST2
2853,GPR31
3203,HOXA6
26539,OR10H1
3744,KCNA10
10060,ABCC9
5455,POU3F3
3737,KCNA2
4161,MC5R
7471,WNT1
8290,HIST3H3
7932,OR2H2
8403,SOX14
8350,HIST1H3A
6336,SCN10A
8331,HIST1H2AJ
54718,BTN2A3P
57113,TRPC7
2700,GJA3
4152,MBD1
10075,HUWE1
2863,GPR39
81027,TUBB1
23542,MAPK8IP2
3200,HOXA3
4914,NTRK1
54361,WNT4
6641,SNTB1
7148,TNXB
6709,SPTAN1
2923,PDIA3
2317,FLNB
8073,PTP4A2
1642,DDB1
5093,PCBP1
7430,EZR
1981,EIF4G1
10493,VAT1
4904,YBX1
3030,HADHA
23499,MACF1
4666,NACA
87,ACTN1
5879,RAC1
7520,XRCC5
142,PARP1
6208,RPS14
644068,RPS14P3
2222,FDFT1
7415,VCP
5515,PPP2CA
8763,CD164
10983,CCNI
1192,CLIC1
1431,CS
6767,ST13
3151,HMGN2
57515,SERINC1
6428,SRSF3
1650,DDOST
5036,PA2G4
682,BSG
529,ATP6V1E1
5052,PRDX1
10916,MAGED2
824,CAPN2
1314,COPA
3312,HSPA8
6185,RPN2
9124,PDLIM1
6188,RPS3
2617,GARS
5591,PRKDC
6170,RPL39
22948,CCT5
3646,EIF3E
7086,TKT
334,APLP2
1983,EIF5
4898,NRDC
595,CCND1
11100,HNRNPUL1
4723,NDUFV1
54499,TMCO1
5018,OXA1L
10521,DDX17
9584,RBM39
8237,USP11
8894,EIF2S2
998,CDC42
3106,HLA-B
5862,RAB2A
10106,CTDSP2
10094,ARPC3
9550,ATP6V1G1
10284,SAP18
7529,YWHAB
716,C1S
8775,NAPA
8668,EIF3I
54732,TMED9
471,ATIC
23385,NCSTN
7341,SUMO1
1831,TSC22D3
517,ATP5G2
10236,HNRNPR
6146,RPL22
1979,EIF4EBP2
4048,LTA4H
7514,XPO1
5717,PSMD11
6950,TCP1
9218,VAPA
11167,FSTL1
4179,CD46
81631,MAP1LC3B
11222,MRPL3
60481,ELOVL5
284119,PTRF
1191,CLU
4176,MCM7
900,CCNG1
23015,GOLGA8A
5693,PSMB5
6731,SRP72
6431,SRSF6
5687,PSMA6
1107,CHD3
3148,HMGB2
81688,C6orf62
2805,GOT1
304,ANXA2P2
1312,COMT
4218,RAB8A
5747,PTK2
7818,DAP3
5127,CDK16
3094,HINT1
5694,PSMB6
54107,POLE3
6892,TAPBP
6830,SUPT6H
25814,ATXN10
6147,RPL23A
483,ATP1B3
23423,TMED3
55832,CAND1
9908,G3BP2
26003,GORASP2
7419,VDAC3
128,ADH5
7070,THY1
821,CANX
8428,STK24
23344,ESYT1
546,ATRX
7295,TXN
23710,GABARAPL1
7905,REEP5
5062,PAK2
24148,PRPF6
51366,UBR5
3936,LCP1
3005,H1F0
8666,EIF3G
23654,PLXNB2
1848,DUSP6
3122,HLA-DRA
8886,DDX18
51382,ATP6V1D
7150,TOP1
6234,RPS28
54205,CYCS
26580,BSCL2
28973,MRPS18B
831,CAST
7386,UQCRFS1
708,C1QBP
5162,PDHB
1267,CNP
6510,SLC1A5
65220,NADK
6717,SRI
10482,NXF1
23191,CYFIP1
26994,RNF11
56650,CLDND1
4758,NEU1
8405,SPOP
5447,POR
5531,PPP4C
3964,LGALS8
3397,ID1
5546,PRCC
22929,SEPHS1
7095,SEC62
8678,BECN1
3958,LGALS3
501,ALDH7A1
23185,LARP4B
1854,DUT
23071,ERP44
1316,KLF6
3992,FADS1
3428,IFI16
204,AK2
4704,NDUFA9
7389,UROD
516,ATP5G1
79033,ERI3
3837,KPNB1
1397,CRIP2
23054,NCOA6
7316,UBC
8241,RBM10
8669,EIF3J
6938,TCF12
22992,KDM2A
3189,HNRNPH3
6774,STAT3
9360,PPIG
7351,UCP2
23176,SEPT8
25847,ANAPC13
57658,CALCOCO1
8402,SLC25A11
26234,FBXL5
57035,RSRP1
3856,KRT8
2098,ESD
7204,TRIO
9500,MAGED1
10049,DNAJB6
3855,KRT7
9361,LONP1
65018,PINK1
51526,OSER1
10735,STAG2
203068,TUBB
10006,ABI1
50813,COPS7A
23705,CADM1
1859,DYRK1A
10957,PNRC1
4192,MDK
4191,MDH2
5696,PSMB8
7327,UBE2G2
9061,PAPSS1
10262,SF3B4
7511,XPNPEP1
11345,GABARAPL2
358,AQP1
23613,ZMYND8
5900,RALGDS
7468,WHSC1
988,CDC5L
8721,EDF1
8650,NUMB
11170,FAM107A
23479,ISCU
56270,WDR45B
25828,TXN2
10539,GLRX3
80781,COL18A1
11151,CORO1A
9364,RAB28
5981,RFC1
5868,RAB5A
51031,GLOD4
23576,DDAH1
1738,DLD
7336,UBE2V2
182,JAG1
7866,IFRD2
1490,CTGF
26959,HBP1
7353,UFD1L
55651,NHP2
8648,NCOA1
7105,TSPAN6
5863,RGL2
6048,RNF5
1027,CDKN1B
10103,TSPAN1
9039,UBA3
3043,HBB
23558,WBP2
7846,TUBA1A
7026,NR2F2
123,PLIN2
5860,QDPR
4615,MYD88
3853,KRT6A
3854,KRT6B
9733,SART3
7205,TRIP6
8773,SNAP23
54939,COMMD4
9100,USP10
8575,PRKRA
7326,UBE2G1
1207,CLNS1A
6307,MSMO1
8611,PLPP1
6257,RXRB
30851,TAX1BP3
22978,NT5C2
1292,COL6A2
10294,DNAJA2
9266,CYTH2
65009,NDRG4
8644,AKR1C3
9128,PRPF4
1534,CYB561
26574,AATF
4125,MAN2B1
2824,GPM6B
3704,ITPA
10551,AGR2
54870,QRICH1
11196,SEC23IP
25915,NDUFAF3
9785,DHX38
79143,MBOAT7
5876,RABGGTB
11067,C10orf10
8660,IRS2
2353,FOS
1729,DIAPH1
84617,TUBB6
5292,PIM1
1069,CETN2
112,ADCY6
9277,WDR46
23208,SYT11
2137,EXTL3
8543,LMO4
9526,MPDU1
10979,FERMT2
688,KLF5
873,CBR1
2130,EWSR1
10227,MFSD10
11152,WDR45
6713,SQLE
7936,NELFE
2719,GPC3
9885,OSBPL2
4695,NDUFA2
7991,TUSC3
22870,PPP6R1
26471,NUPR1
84516,DCTN5
23095,KIF1B
9962,SLC23A2
6809,STX3
4790,NFKB1
5178,PEG3
10749,KIF1C
27069,GHITM
8560,DEGS1
23438,HARS2
10174,SORBS3
9126,SMC3
2810,SFN
2063,NR2F6
7106,TSPAN4
64116,SLC39A8
11311,VPS45
3914,LAMB3
2186,BPTF
4664,NAB1
81689,ISCA1
1201,CLN3
7980,TFPI2
25865,PRKD2
1410,CRYAB
23272,FAM208A
10602,CDC42EP3
3400,ID4
8795,TNFRSF10B
6453,ITSN1
25977,NECAP1
760,CA2
5437,POLR2H
4724,NDUFS4
4616,GADD45B
23075,SWAP70
663,BNIP2
563,AZGP1
837,CASP4
599,BCL2L2
11321,GPN1
10767,HBS1L
109,ADCY3
5612,PRKRIR
6004,RGS16
7355,SLC35A2
192286,HIGD2A
4149,MAX
8408,ULK1
1634,DCN
5822,PWP2
11168,PSIP1
6478,SIAH2
6675,UAP1
3551,IKBKB
80303,EFHD1
7171,TPM4
4094,MAF
10111,RAD50
3861,KRT14
23309,SIN3B
8764,TNFRSF14
8613,PLPP3
6882,TAF11
861,RUNX1
57060,PCBP4
9412,MED21
572,BAD
1893,ECM1
1528,CYB5A
6813,STXBP2
2053,EPHX2
306,ANXA3
7851,MALL
7508,XPC
9324,HMGN3
54462,CCSER2
10057,ABCC5
10623,POLR3C
1649,DDIT3
11212,PROSC
7248,TSC1
8818,DPM2
8623,ASMTL
1116,CHI3L1
3006,HIST1H1C
6560,SLC12A4
9532,BAG2
10522,DEAF1
11004,KIF2C
2887,GRB10
23163,GGA3
7109,TRAPPC10
8704,B4GALT2
3430,IFI35
8563,THOC5
6609,SMPD1
4436,MSH2
51230,PHF20
23600,AMACR
7542,ZFPL1
9044,BTAF1
23598,PATZ1
10488,CREB3
5471,PPAT
9181,ARHGEF2
10418,SPON1
5256,PHKA2
5631,PRPS1
23221,RHOBTB2
288,ANK3
5104,SERPINA5
5910,RAP1GDS1
55744,COA1
23345,SYNE1
10553,HTATIP2
57819,LSM2
55644,OSGEP
10490,VTI1B
6548,SLC9A1
7005,TEAD3
23291,FBXW11
1847,DUSP5
18,ABAT
57418,WDR18
333,APLP1
6883,TAF12
9212,AURKB
5764,PTN
8569,MKNK1
4041,LRP5
2823,GPM6A
56267,CCBL2
953,ENTPD1
81542,TMX1
2010,EMD
201254,STRA13
25901,CCDC28A
54861,SNRK
10248,POP7
25936,NSL1
57050,UTP3
11030,RBPMS
10658,CELF1
23037,PDZD2
11190,CEP250
5919,RARRES2
83759,RBM4B
634,CEACAM1
1039,CDR2
5705,PSMC5
58473,PLEKHB1
7025,NR2F1
6119,RPA3
1798,DPAGT1
11236,RNF139
5435,POLR2F
84263,HSDL2
5873,RAB27A
10322,SMYD5
9070,ASH2L
6602,SMARCD1
4686,NCBP1
154796,AMOT
1384,CRAT
6873,TAF2
50810,HDGFRP3
23404,EXOSC2
8612,PLPP2
784,CACNB3
2954,GSTZ1
9373,PLAA
30844,EHD4
2135,EXTL2
7580,ZNF32
9459,ARHGEF6
3479,IGF1
947,CD34
8767,RIPK2
8542,APOL1
4692,NDN
84272,YIPF4
23355,VPS8
23154,NCDN
8788,DLK1
7059,THBS3
51141,INSIG2
23212,RRS1
23179,RGL1
27065,NSG1
9541,CIR1
8726,EED
3588,IL10RB
2770,GNAI1
5833,PCYT2
23275,POFUT2
11145,PLA2G16
4345,CD200
27350,APOBEC3C
9562,MINPP1
58497,PRUNE
2048,EPHB2
655,BMP7
27348,TOR1B
2963,GTF2F2
25878,MXRA5
10687,PNMA2
2625,GATA3
7263,TST
9595,CYTIP
39,ACAT2
65005,MRPL9
125,ADH1B
5058,PAK1
1066,CES1
1501,CTNND2
972,CD74
22,ABCB7
27295,PDLIM3
8576,STK16
64087,MCCC2
5283,PIGH
26031,OSBPL3
55916,NXT2
26190,FBXW2
2861,GPR37
5523,PPP2R3A
699,BUB1
5338,PLD2
219,ALDH1B1
9655,SOCS5
10254,STAM2
25771,TBC1D22A
7041,TGFB1I1
5228,PGF
3840,KPNA4
23379,ICE1
83604,TMEM47
3298,HSF2
8881,CDC16
7276,TTR
3801,KIFC3
1070,CETN3
3679,ITGA7
11068,CYB561D2
1147,CHUK
8824,CES2
1407,CRY1
57228,SMAGP
3833,KIFC1
10560,SLC19A2
868,CBLB
81553,FAM49A
54453,RIN2
5579,PRKCB
6285,S100B
6387,CXCL12
54520,CCDC93
2139,EYA2
5805,PTS
2203,FBP1
54535,CCHCR1
1646,AKR1C2
79068,FTO
4824,NKX3-1
10026,PIGK
26002,MOXD1
2624,GATA2
23169,SLC35D1
1033,CDKN3
1435,CSF1
7813,EVI5
6317,SERPINB3
25900,IFFO1
5272,SERPINB9
7541,ZBTB14
27340,UTP20
770,CA11
10634,GAS2L1
4913,NTHL1
9976,CLEC2B
11043,MID2
3071,NCKAP1L
9429,ABCG2
9863,MAGI2
5675,PSG6
8228,PNPLA4
4633,MYL2
83737,ITCH
10229,COQ7
7043,TGFB3
6683,SPAST
1636,ACE
9975,NR1D2
5967,REG1A
23057,NMNAT2
4613,MYCN
1632,ECI1
23240,KIAA0922
3431,SP110
91851,CHRDL1
4248,MGAT3
8728,ADAM19
2812,GP1BB
11119,BTN3A1
2920,CXCL2
9321,TRIP11
84298,LLPH
57157,PHTF2
10656,KHDRBS3
1628,DBP
3714,JAG2
8605,PLA2G4C
10473,HMGN4
51752,ERAP1
10391,CORO2B
11240,PADI2
5655,KLK10
2890,GRIA1
9901,SRGAP3
969,CD69
10330,CNPY2
4863,NPAT
5562,PRKAA1
3868,KRT16
7262,PHLDA2
9937,DCLRE1A
85236,HIST1H2BK
4784,NFIX
3621,ING1
445347,TARP
27309,ZNF330
5727,PTCH1
22927,HABP4
10607,TBL3
90865,IL33
7436,VLDLR
3119,HLA-DQB1
406,ARNTL
7371,UCK2
9374,PPT2
3603,IL16
9750,FAM65B
9351,SLC9A3R2
81620,CDT1
8738,CRADD
9469,CHST3
9179,AP4M1
26052,DNM3
54674,LRRN3
6663,SOX10
10481,HOXB13
1015,CDH17
6490,PMEL
10435,CDC42EP2
10197,PSME3
3817,KLK2
114088,TRIM9
310,ANXA7
10988,METAP2
8626,TP63
23401,FRAT2
23284,ADGRL3
150,ADRA2A
321,APBA2
11187,PKP3
6696,SPP1
9815,GIT2
6623,SNCG
6404,SELPLG
6016,RIT1
23127,COLGALT2
9497,SLC4A7
29984,RHOD
4632,MYL1
25956,SEC31B
10098,TSPAN5
57405,SPC25
3953,LEPR
9353,SLIT2
22827,PUF60
199,AIF1
545,ATR
7134,TNNC1
719,C3AR1
50618,ITSN2
3017,HIST1H2BD
9907,AP5Z1
9378,NRXN1
55526,DHTKD1
91227,GGTLC2
8315,BRAP
6362,CCL18
729991,BORCS8
9242,MSC
8517,IKBKG
4778,NFE2
11314,CD300A
7104,TM4SF4
8837,CFLAR
10039,PARP3
8737,RIPK1
4102,MAGEA3
26235,FBXL4
57862,ZNF410
2932,GSK3B
7424,VEGFC
3779,KCNMB1
4688,NCF2
50853,VILL
11140,CDC37
2191,FAP
4878,NPPA
3082,HGF
5892,RAD51D
2104,ESRRG
4795,NFKBIL1
1571,CYP2E1
5340,PLG
6470,SHMT1
27254,CSDC2
9379,NRXN2
23081,KDM4C
429,ASCL1
10795,ZNF268
9568,GABBR2
5208,PFKFB2
5243,ABCB1
8651,SOCS1
2627,GATA6
4973,OLR1
25864,ABHD14A
2820,GPD2
6576,SLC25A1
3420,IDH3B
4133,MAP2
23040,MYT1L
810,CALML3
10309,CCNO
84759,PCGF1
10477,UBE2E3
29775,CARD10
328,APEX1
23595,ORC3
3620,IDO1
919,CD247
9576,SPAG6
4843,NOS2
5588,PRKCQ
57468,SLC12A5
1522,CTSZ
83786,FRMD8
4066,LYL1
3418,IDH2
8774,NAPG
462,SERPINC1
10411,RAPGEF3
22974,TPX2
6877,TAF5
79441,HAUS3
7253,TSHR
27289,RND1
23049,SMG1
5603,MAPK13
5148,PDE6G
1757,SARDH
7348,UPK1B
361,AQP4
6363,CCL19
6489,ST8SIA1
1515,CTSV
51257,MARCH2
7881,KCNAB1
24,ABCA4
8482,SEMA7A
55806,HR
23237,ARC
1837,DTNA
4116,MAGOH
56288,PARD3
1580,CYP4B1
51100,SH3GLB1
3170,FOXA2
10001,MED6
2534,FYN
5959,RDH5
1179,CLCA1
776,CACNA1D
23008,KLHDC10
22861,NLRP1
27130,INVS
116832,RPL39L
6674,SPAG1
3552,IL1A
3772,KCNJ15
5620,PRM2
10505,SEMA4F
8815,BANF1
5678,PSG9
26140,TTLL3
7108,TM7SF2
1944,EFNA3
6356,CCL11
6474,SHOX2
4155,MBP
8601,RGS20
5376,PMP22
8530,CST7
3623,INHA
10211,FLOT1
11199,ANXA10
5321,PLA2G4A
419,ART3
10114,HIPK3
10476,ATP5H
3911,LAMA5
8444,DYRK3
11006,LILRB4
4200,ME2
4653,MYOC
2072,ERCC4
11074,TRIM31
5049,PAFAH1B2
3002,GZMB
1773,DNASE1
7100,TLR5
7008,TEF
729,C6
9717,SEC14L5
5795,PTPRJ
2494,NR5A2
7096,TLR1
10772,SRSF10
1325,CORT
3687,ITGAX
782,CACNB1
2551,GABPA
3305,HSPA1L
8676,STX11
4336,MOBP
5669,PSG1
5354,PLP1
1409,CRYAA
274,BIN1
8705,B3GALT4
7917,BAG6
3692,EIF6
659,BMPR2
7036,TFR2
5810,RAD1
2535,FZD2
1136,CHRNA3
3140,MR1
9228,DLGAP2
1437,CSF2
2914,GRM4
9048,ARTN
10265,IRX5
1032,CDKN2D
400410,ST20
8703,B4GALT3
820,CAMP
6833,ABCC8
7476,WNT7A
158,ADSL
8567,MADD
932,MS4A3
5890,RAD51B
6003,RGS13
25816,TNFAIP8
3776,KCNK2
7180,CRISP2
3754,KCNF1
2859,GPR35
642559,POU5F1P3
8227,AKAP17A
4761,NEUROD2
1556,CYP2B7P
5099,PCDH7
4107,MAGEA8
7763,ZFAND5
11154,AP4S1
2841,GPR18
4359,MPZ
10219,KLRG1
10483,SEC23B
4109,MAGEA10
5828,PEX2
2273,FHL1
28954,REM1
7498,XDH
10586,MAB21L2
5158,PDE6B
26013,L3MBTL1
64410,KLHL25
2250,FGF5
90410,IFT20
23547,LILRA4
8741,TNFSF13
2324,FLT4
5949,RBP3
11056,DDX52
2999,GZMH
7404,UTY
27285,TEKT2
733,C8G
909,CD1A
189,AGXT
27232,GNMT
23072,HECW1
2516,NR5A1
9182,RASSF9
7593,MZF1
47,ACLY
4661,MYT1
7173,TPO
114881,OSBPL7
1770,DNAH9
57396,CLK4
53335,BCL11A
814,CAMK4
3458,IFNG
54498,SMOX
1998,ELF2
5371,PML
6327,SCN2B
10599,SLCO1B1
9536,PTGES
7164,TPD52L1
6296,ACSM3
8636,SSNA1
8913,CACNA1G
887,CCKBR
6344,SCTR
6323,SCN1A
51174,TUBD1
4635,MYL4
1672,DEFB1
2528,FUT6
2905,GRIN2C
5023,P2RX1
3758,KCNJ1
816,CAMK2B
9362,CPNE6
653483,MLLT4-AS1
2904,GRIN2B
23769,FLRT1
4957,ODF2
11200,CHEK2
8538,BARX2
6556,SLC11A1
9146,HGS
6007,RHD
251,ALPPL2
6328,SCN3A
10899,JTB
29851,ICOS
11054,OGFR
4888,NPY6R
2172,FABP6
2623,GATA1
5026,P2RX5
8529,CYP4F2
10632,ATP5L
3763,KCNJ6
27291,R3HCC1L
10010,TANK
26138,LINC00588
6619,SNAPC3
4111,MAGEA12
166647,ADGRA3
5618,PRLR
5599,MAPK8
6095,RORA
10332,CLEC4M
1791,DNTT
4110,MAGEA11
10661,KLF1
131,ADH7
2529,FUT7
3785,KCNQ2
3624,INHBA
7422,VEGFA
6927,HNF1A
9590,AKAP12
26998,FETUB
658,BMPR1B
4438,MSH4
27077,B9D1
6677,SPAM1
6871,TADA2A
330,BIRC3
8702,B4GALT4
3382,ICA1
6368,CCL23
5923,RASGRF1
1488,CTBP2
1109,AKR1C4
2637,GBX2
2642,GCGR
27180,SIGLEC9
56146,PCDHA2
10726,NUDC
846,CASR
10107,TRIM10
83729,INHBE
2630,GBAP1
84779,NAA11
2780,GNAT2
4240,MFGE8
3824,KLRD1
2323,FLT3LG
2524,FUT2
9540,TP53I3
8871,SYNJ2
7274,TTPA
5251,PHEX
3373,HYAL1
10994,ILVBL
7841,MOGS
6442,SGCA
26268,FBXO9
9474,ATG5
2852,GPER1
881,CCIN
8600,TNFSF11
3903,LAIR1
7267,TTC3
8398,PLA2G6
8289,ARID1A
22996,TTC39A
8793,TNFRSF10D
5414,SEPT4
11024,LILRA1
8001,GLRA3
5539,PPY
5801,PTPRR
8435,SOAT2
9958,USP15
4025,LPO
4902,NRTN
23562,CLDN14
27101,CACYBP
113835,ZNF257
85363,TRIM5
11237,RNF24
92483,LDHAL6B
10653,SPINT2
6249,CLIP1
10362,HMG20B
63941,NECAB3
84658,ADGRE3
4887,NPY2R
7275,TUB
3705,ITPK1
8556,CDC14A
3568,IL5RA
3175,ONECUT1
2038,EPB42
9104,RGN
4067,LYN
5682,PSMA1
2886,GRB7
10395,DLC1
2358,FPR2
8031,NCOA4
2100,ESR2
2902,GRIN1
9473,THEMIS2
2313,FLI1
51635,DHRS7
10572,SIVA1
8638,OASL
3351,HTR1B
9194,SLC16A7
10631,POSTN
9152,SLC6A5
10203,CALCRL
10241,CALCOCO2
1058,CENPA
283345,RPL13P5
5802,PTPRS
1999,ELF3
94,ACVRL1
5168,ENPP2
5329,PLAUR
27072,VPS41
10157,AASS
8838,WISP3
356,FASLG
200315,APOBEC3A
24142,NAT6
51780,KDM3B
26056,RAB11FIP5
10278,EFS
89870,TRIM15
11257,TP53TG1
3697,ITIH1
2213,FCGR2B
3802,KIR2DL1
2969,GTF2I
942,CD86
444,ASPH
645682,POU5F1P4
11235,PDCD10
80350,LPAL2
22932,POMZP3
2948,GSTM4
28316,CDH20
440915,POTEKP
197,AHSG
640,BLK
3651,PDX1
825,CAPN3
4437,MSH3
146,ADRA1D
10142,AKAP9
8908,GYG2
57142,RTN4
25998,IBTK
5213,PFKM
3299,HSF4
8407,TAGLN2
2870,GRK6
7168,TPM1
4086,SMAD1
373,TRIM23
7531,YWHAE
3745,KCNB1
10778,ZNF271P
259197,NCR3
1310,COL19A1
3308,HSPA4
2651,GCNT2
7080,NKX2-1
11343,MGLL
3795,KHK
8817,FGF18
7461,CLIP2
5191,PEX7
283450,HECTD4
84809,CROCCP2
1175,AP2S1
9601,PDIA4
3196,TLX2
6904,TBCD
284443,ZNF493
1622,DBI
10962,MLLT11
4750,NEK1
5146,PDE6C
4772,NFATC1
6795,AURKC
367,AR
8487,GEMIN2
6549,SLC9A2
1796,DOK1
6373,CXCL11
6528,SLC5A5
11025,LILRB3
8564,KMO
3452,IFNA21
9127,P2RX6
1737,DLAT
7066,THPO
1281,COL3A1
285596,FAM153A
2645,GCK
5976,UPF1
886,CCKAR
11250,GPR45
10587,TXNRD2
9051,PSTPIP1
84288,EFCAB2
2492,FSHR
1272,CNTN1
23305,ACSL6
4068,SH2D1A
