Gene ID	Gene Name	HepG2
ENSG00000106789	CORO2A	5817
ENSG00000106803	SEC61B	765636
ENSG00000106853	PTGR1	28474
ENSG00000106927	AMBP	66681
ENSG00000106976	DNM1	186
ENSG00000106992	AK1	237488
ENSG00000106993	CDC37L1	4843
ENSG00000107020	PLGRKT	10820
ENSG00000107021	TBC1D13	20033
ENSG00000107104	KANK1	1038
ENSG00000107164	FUBP3	100759
ENSG00000107185	RGP1	618
ENSG00000107186	MPDZ	359
ENSG00000107201	DDX58	567
ENSG00000107223	EDF1	122186
ENSG00000107262	BAG1	2427
ENSG00000107290	SETX	2282
ENSG00000107338	SHB	976
ENSG00000107341	UBE2R2	2999
ENSG00000107362	ABHD17B	1391
ENSG00000107371	EXOSC3	48382
ENSG00000107372	ZFAND5	106
ENSG00000107404	DVL1	171
ENSG00000107438	PDLIM1	147773
ENSG00000107447	DNTT	155
ENSG00000107537	PHYH	296
ENSG00000107554	DNMBP	207
ENSG00000107566	ERLIN1	79967
ENSG00000107581	EIF3A	266596
ENSG00000107625	DDX50	11011
ENSG00000107643	MAPK8	13834
ENSG00000107651	SEC23IP	63147
ENSG00000107669	ATE1	18942
ENSG00000107672	NSMCE4A	2348
ENSG00000107679	PLEKHA1	71
ENSG00000107745	MICU1	3481
ENSG00000107789	MINPP1	25204
ENSG00000107798	LIPA	60018
ENSG00000107815	TWNK	712
ENSG00000107819	SFXN3	120293
ENSG00000107833	NPM3	97029
ENSG00000107862	GBF1	22224
ENSG00000107863	ARHGAP21	20
ENSG00000107872	FBXL15	748
ENSG00000107882	SUFU	455
ENSG00000107897	ACBD5	271
ENSG00000107902	LHPP	1619
ENSG00000107929	LARP4B	4860
ENSG00000107937	GTPBP4	258492
ENSG00000107938	EDRF1	19
ENSG00000107949	BCCIP	178356
ENSG00000107951	MTPAP	18126
ENSG00000107959	PITRM1	34405
ENSG00000108010	GLRX3	242765
ENSG00000108021	FAM208B	48
ENSG00000108039	XPNPEP1	18266
ENSG00000108055	SMC3	37570
ENSG00000108061	SHOC2	2046
ENSG00000108064	TFAM	196307
ENSG00000108091	CCDC6	19671
ENSG00000108094	CUL2	42028
ENSG00000108100	CCNY	6348
ENSG00000108106	UBE2S	2020
ENSG00000108107	RPL28	586548
ENSG00000108175	ZMIZ1	999
ENSG00000108179	PPIF	432225
ENSG00000108219	TSPAN14	6750
ENSG00000108256	NUFIP2	20680
ENSG00000108262	GIT1	2378
ENSG00000108298	RPL19	2273134
ENSG00000108306	FBXL20	632
ENSG00000108312	UBTF	50599
ENSG00000108344	PSMD3	266022
ENSG00000108349	CASC3	467
ENSG00000108384	RAD51C	746
ENSG00000108406	DHX40	2566
ENSG00000108423	TUBD1	312
ENSG00000108424	KPNB1	469803
ENSG00000108433	GOSR2	43256
ENSG00000108439	PNPO	346306
ENSG00000108443	RPS6KB1	2100
ENSG00000108465	CDK5RAP3	35602
ENSG00000108468	CBX1	4472
ENSG00000108469	RECQL5	235
ENSG00000108479	GALK1	245887
ENSG00000108506	INTS2	666
ENSG00000108515	ENO3	4121
ENSG00000108518	PFN1	2602820
ENSG00000108528	SLC25A11	265125
ENSG00000108557	RAI1	239
ENSG00000108559	NUP88	21543
ENSG00000108561	C1QBP	355842
ENSG00000108578	BLMH	75613
ENSG00000108582	CPD	43982
ENSG00000108587	GOSR1	30170
ENSG00000108588	CCDC47	298136
ENSG00000108591	DRG2	62810
ENSG00000108592	FTSJ3	97988
ENSG00000108602	ALDH3A1	1503
ENSG00000108604	SMARCD2	11203
ENSG00000108639	SYNGR2	199040
ENSG00000108651	UTP6	28999
ENSG00000108654	DDX5	592917
ENSG00000108666	C17orf75	5527
ENSG00000108669	CYTH1	2885
ENSG00000108671	PSMD11	699652
ENSG00000108679	LGALS3BP	94552
ENSG00000108733	PEX12	1588
ENSG00000108773	KAT2A	243
ENSG00000108774	RAB5C	679405
ENSG00000108784	NAGLU	12916
ENSG00000108788	MLX	348
ENSG00000108797	CNTNAP1	443
ENSG00000108821	COL1A1	4433
ENSG00000108826	MRPL27	51708
ENSG00000108828	VAT1	843160
ENSG00000108829	LRRC59	1141217
ENSG00000108846	ABCC3	1400
ENSG00000108848	LUC7L3	59487
ENSG00000108852	MPP2	170
ENSG00000108854	SMURF2	197
ENSG00000108861	DUSP3	375948
ENSG00000108883	EFTUD2	227439
ENSG00000108946	PRKAR1A	170659
ENSG00000108963	DPH1	3240
ENSG00000108984	MAP2K6	3147
ENSG00000109016	DHRS7B	24900
ENSG00000109062	SLC9A3R1	279565
ENSG00000109072	VTN	8871
ENSG00000109084	TMEM97	178702
ENSG00000109089	CDR2L	766
ENSG00000109103	UNC119	362
ENSG00000109107	ALDOC	193830
ENSG00000109111	SUPT6H	20169
ENSG00000109113	RAB34	52
ENSG00000109133	TMEM33	174775
ENSG00000109180	OCIAD1	88224
ENSG00000109193	SULT1E1	3364
ENSG00000109265	KIAA1211	64
ENSG00000109270	LAMTOR3	48428
ENSG00000109320	NFKB1	5383
ENSG00000109323	MANBA	21017
ENSG00000109381	ELF2	22992
ENSG00000109390	NDUFC1	52577
ENSG00000109452	INPP4B	63
ENSG00000109458	GAB1	141
ENSG00000109472	CPE	698
ENSG00000109475	RPL34	1379434
ENSG00000109501	WFS1	40137
ENSG00000109519	GRPEL1	369944
ENSG00000109534	GAR1	187661
ENSG00000109572	CLCN3	7007
ENSG00000109576	AADAT	2276
ENSG00000109586	GALNT7	1079
ENSG00000109606	DHX15	332274
ENSG00000109654	TRIM2	55
ENSG00000109685	NSD2	134
ENSG00000109686	SH3D19	150
ENSG00000109689	STIM2	81
ENSG00000109736	MFSD10	11355
ENSG00000109756	RAPGEF2	178
ENSG00000109775	UFSP2	32047
ENSG00000109790	KLHL5	52
ENSG00000109805	NCAPG	2233
ENSG00000109814	UGDH	2186182
ENSG00000109846	CRYAB	655
ENSG00000109854	HTATIP2	209
ENSG00000109861	CTSC	166192
ENSG00000109911	ELP4	409
ENSG00000109917	ZPR1	21263
ENSG00000109971	HSPA8	3364089
ENSG00000110013	SIAE	3235
ENSG00000110025	SNX15	605
ENSG00000110047	EHD1	80520
ENSG00000110048	OSBP	53542
ENSG00000110057	UNC93B1	659
ENSG00000110060	PUS3	246
ENSG00000110063	DCPS	38791
ENSG00000110074	FOXRED1	11581
ENSG00000110075	PPP6R3	10182
ENSG00000110090	CPT1A	141673
ENSG00000110092	CCND1	278
ENSG00000110104	CCDC86	45268
ENSG00000110107	PRPF19	286385
ENSG00000110108	TMEM109	77630
ENSG00000110171	TRIM3	137
ENSG00000110200	ANAPC15	1321
ENSG00000110218	PANX1	3672
ENSG00000110237	ARHGEF17	120
ENSG00000110245	APOC3	12479
ENSG00000110321	EIF4G2	65076
ENSG00000110330	BIRC2	425
ENSG00000110344	UBE4A	15067
ENSG00000110367	DDX6	100222
ENSG00000110395	CBL	4249
ENSG00000110429	FBXO3	4103
ENSG00000110435	PDHX	91133
ENSG00000110442	COMMD9	10085
ENSG00000110497	AMBRA1	79
ENSG00000110514	MADD	451
ENSG00000110583	NAA40	1526
ENSG00000110696	C11orf58	32735
ENSG00000110700	RPS13	1386544
ENSG00000110711	AIP	67554
ENSG00000110713	NUP98	33724
ENSG00000110717	NDUFS8	126216
ENSG00000110719	TCIRG1	2315
ENSG00000110721	CHKA	4951
ENSG00000110756	HPS5	260
ENSG00000110768	GTF2H1	3306
ENSG00000110801	PSMD9	50054
ENSG00000110811	P3H3	1529
ENSG00000110841	PPFIBP1	2219
ENSG00000110871	COQ5	16961
ENSG00000110880	CORO1C	281313
ENSG00000110906	KCTD10	399
ENSG00000110917	MLEC	158977
ENSG00000110921	MVK	68666
ENSG00000110931	CAMKK2	1499
ENSG00000110955	ATP5F1B	2549507
ENSG00000110958	PTGES3	1015658
ENSG00000111011	RSRC2	2513
ENSG00000111057	KRT18	5035408
ENSG00000111058	ACSS3	297086
ENSG00000111110	PPM1H	10457
ENSG00000111142	METAP2	23619
ENSG00000111144	LTA4H	237676
ENSG00000111181	SLC6A12	4113
ENSG00000111196	MAGOHB	1468
ENSG00000111229	ARPC3	166530
ENSG00000111231	GPN3	1323
ENSG00000111237	VPS29	232592
ENSG00000111271	ACAD10	749
ENSG00000111275	ALDH2	632129
ENSG00000111276	CDKN1B	1755
ENSG00000111300	NAA25	39848
ENSG00000111331	OAS3	5136
ENSG00000111335	OAS2	38
ENSG00000111344	RASAL1	184
ENSG00000111348	ARHGDIB	2278
ENSG00000111358	GTF2H3	2191
ENSG00000111361	EIF2B1	92580
ENSG00000111364	DDX55	3223
ENSG00000111371	SLC38A1	23169
ENSG00000111445	RFC5	23443
ENSG00000111481	COPZ1	298206
ENSG00000111530	CAND1	252673
ENSG00000111540	RAB5B	16435
ENSG00000111581	NUP107	35517
ENSG00000111596	CNOT2	9295
ENSG00000111602	TIMELESS	220
ENSG00000111605	CPSF6	111459
ENSG00000111615	KRR1	76756
ENSG00000111639	MRPL51	16423
ENSG00000111640	GAPDH	5808972
ENSG00000111641	NOP2	266803
ENSG00000111642	CHD4	35010
ENSG00000111647	UHRF1BP1L	83
ENSG00000111652	COPS7A	10344
ENSG00000111666	CHPT1	23852
ENSG00000111667	USP5	134754
ENSG00000111669	TPI1	3835335
ENSG00000111670	GNPTAB	106
ENSG00000111674	ENO2	73270
ENSG00000111676	ATN1	21
ENSG00000111678	C12orf57	16474
ENSG00000111679	PTPN6	2537
ENSG00000111684	LPCAT3	86564
ENSG00000111696	NT5DC3	7697
ENSG00000111707	SUDS3	7192
ENSG00000111711	GOLT1B	23342
ENSG00000111716	LDHB	74891
ENSG00000111725	PRKAB1	1939
ENSG00000111726	CMAS	29154
ENSG00000111727	HCFC2	248
ENSG00000111731	C2CD5	2288
ENSG00000111737	RAB35	123254
ENSG00000111775	COX6A1	717
ENSG00000111785	RIC8B	52
ENSG00000111786	SRSF9	155454
ENSG00000111799	COL12A1	405
ENSG00000111802	TDP2	8975
ENSG00000111816	FRK	233
ENSG00000111832	RWDD1	24290
ENSG00000111850	SMIM8	336
ENSG00000111875	ASF1A	20787
ENSG00000111880	RNGTT	5111
ENSG00000111885	MAN1A1	46227
ENSG00000111897	SERINC1	10376
ENSG00000111906	HDDC2	22289
ENSG00000111907	TPD52L1	935
ENSG00000111911	HINT3	27503
ENSG00000111912	NCOA7	324
ENSG00000111961	SASH1	64
ENSG00000112031	MTRF1L	2455
ENSG00000112062	MAPK14	53540
ENSG00000112079	STK38	5676
ENSG00000112081	SRSF3	358975
ENSG00000112096	SOD2	2634079
ENSG00000112110	MRPL18	54224
ENSG00000112118	MCM3	30261
ENSG00000112130	RNF8	169
ENSG00000112146	FBXO9	163
ENSG00000112159	MDN1	4558
ENSG00000112186	CAP2	15678
ENSG00000112200	ZNF451	170
ENSG00000112208	BAG2	100167
ENSG00000112210	RAB23	10860
ENSG00000112237	CCNC	57
ENSG00000112249	ASCC3	6991
ENSG00000112282	MED23	3770
ENSG00000112294	ALDH5A1	106875
ENSG00000112297	CRYBG1	311
ENSG00000112304	ACOT13	204231
ENSG00000112305	SMAP1	4604
ENSG00000112306	RPS12	2701791
ENSG00000112335	SNX3	109831
ENSG00000112339	HBS1L	21993
ENSG00000112343	TRIM38	201
ENSG00000112367	FIG4	33
ENSG00000112379	ARFGEF3	69
ENSG00000112406	HECA	17
ENSG00000112414	ADGRG6	4521
ENSG00000112419	PHACTR2	92
ENSG00000112531	QKI	61796
ENSG00000112561	TFEB	527
ENSG00000112578	BYSL	86366
ENSG00000112592	TBP	567
ENSG00000112640	PPP2R5D	36398
ENSG00000112651	MRPL2	42125
ENSG00000112655	PTK7	24702
ENSG00000112659	CUL9	63
ENSG00000112667	DNPH1	26847
ENSG00000112685	EXOC2	6717
ENSG00000112697	TMEM30A	6756
ENSG00000112699	GMDS	325383
ENSG00000112739	PRPF4B	10226
ENSG00000112742	TTK	9
ENSG00000112759	SLC29A1	2513
ENSG00000112763	BTN2A1	630
ENSG00000112851	ERBIN	2245
ENSG00000112855	HARS2	17410
ENSG00000112893	MAN2A1	57386
ENSG00000112972	HMGCS1	84249
ENSG00000112977	DAP	1860
ENSG00000112983	BRD8	1527
ENSG00000112984	KIF20A	269
ENSG00000112992	NNT	92734
ENSG00000112996	MRPS30	45475
ENSG00000113013	HSPA9	1843412
ENSG00000113048	MRPS27	61430
ENSG00000113068	PFDN1	125436
ENSG00000113083	LOX	112
ENSG00000113140	SPARC	4260
ENSG00000113141	IK	27141
ENSG00000113161	HMGCR	191
ENSG00000113163	COL4A3BP	8778
ENSG00000113194	FAF2	70313
ENSG00000113231	PDE8B	3
ENSG00000113240	CLK4	79
ENSG00000113263	ITK	434
ENSG00000113272	THG1L	5101
ENSG00000113273	ARSB	101703
ENSG00000113282	CLINT1	72859
ENSG00000113300	CNOT6	640
ENSG00000113312	TTC1	28344
ENSG00000113318	MSH3	2251
ENSG00000113356	POLR3G	1241
ENSG00000113360	DROSHA	151
ENSG00000113368	LMNB1	462716
ENSG00000113384	GOLPH3	9876
ENSG00000113387	SUB1	2099004
ENSG00000113391	FAM172A	1357
ENSG00000113407	TARS	346275
ENSG00000113441	LNPEP	13576
ENSG00000113448	PDE4D	25340
ENSG00000113460	BRIX1	81219
ENSG00000113504	SLC12A7	2679
ENSG00000113522	RAD50	33501
ENSG00000113552	GNPDA1	273920
ENSG00000113558	SKP1	211155
ENSG00000113569	NUP155	44470
ENSG00000113575	PPP2CA	3323
ENSG00000113580	NR3C1	216
ENSG00000113583	C5orf15	11332
ENSG00000113593	PPWD1	23010
ENSG00000113595	TRIM23	862
ENSG00000113615	SEC24A	33669
ENSG00000113621	TXNDC15	7521
ENSG00000113638	TTC33	137
ENSG00000113643	RARS	517455
ENSG00000113648	H2AFY	948849
ENSG00000113649	TCERG1	60058
ENSG00000113657	DPYSL3	1427
ENSG00000113658	SMAD5	3203
ENSG00000113716	HMGXB3	72
ENSG00000113719	ERGIC1	187740
ENSG00000113721	PDGFRB	78825
ENSG00000113734	BNIP1	19901
ENSG00000113742	CPEB4	219
ENSG00000113758	DBN1	71754
ENSG00000113761	ZNF346	5423
ENSG00000113790	EHHADH	68911
ENSG00000113810	SMC4	4884
ENSG00000113812	ACTR8	1492
ENSG00000113845	TIMMDC1	4546
ENSG00000113851	CRBN	8843
ENSG00000113924	HGD	321023
ENSG00000113966	ARL6	844
ENSG00000113971	NPHP3	67
ENSG00000114021	NIT2	72254
ENSG00000114023	FAM162A	367425
ENSG00000114030	KPNA1	85105
ENSG00000114054	PCCB	33542
ENSG00000114062	UBE3A	9604
ENSG00000114098	ARMC8	5005
ENSG00000114115	RBP1	4347
ENSG00000114120	SLC25A36	7807
ENSG00000114125	RNF7	8652
ENSG00000114126	TFDP2	125
ENSG00000114127	XRN1	1773
ENSG00000114209	PDCD10	61497
ENSG00000114268	PFKFB4	43
ENSG00000114302	PRKAR2A	127712
ENSG00000114316	USP4	1002
ENSG00000114331	ACAP2	1158
ENSG00000114346	ECT2	350
ENSG00000114353	GNAI2	241951
ENSG00000114354	TFG	125466
ENSG00000114383	TUSC2	2460
ENSG00000114391	RPL24	1217169
ENSG00000114416	FXR1	38797
ENSG00000114423	CBLB	445
ENSG00000114480	GBE1	41949
ENSG00000114491	UMPS	214222
ENSG00000114503	NCBP2	55797
ENSG00000114520	SNX4	17854
ENSG00000114544	SLC41A3	14228
ENSG00000114554	PLXNA1	13432
ENSG00000114573	ATP6V1A	286623
ENSG00000114650	SCAP	559
ENSG00000114686	MRPL3	55203
ENSG00000114698	PLSCR4	4925
ENSG00000114738	MAPKAPK3	5048
ENSG00000114742	WDR48	4390
ENSG00000114744	COMMD2	8072
ENSG00000114767	RRP9	78277
ENSG00000114770	ABCC5	322
ENSG00000114779	ABHD14B	225070
ENSG00000114784	EIF1B	14083
ENSG00000114805	PLCH1	4460
ENSG00000114850	SSR3	13210
ENSG00000114857	NKTR	86
ENSG00000114859	CLCN2	60
ENSG00000114861	FOXP1	220
ENSG00000114867	EIF4G1	166922
ENSG00000114902	SPCS1	969371
ENSG00000114956	DGUOK	23352
ENSG00000114978	MOB1A	125485
ENSG00000114988	LMAN2L	61287
ENSG00000114993	RTKN	11475
ENSG00000114999	TTL	1131
ENSG00000115020	PIKFYVE	869
ENSG00000115041	KCNIP3	500
ENSG00000115042	FAHD2A	57094
ENSG00000115053	NCL	1912000
ENSG00000115073	ACTR1B	16594
ENSG00000115085	ZAP70	584
ENSG00000115091	ACTR3	291664
ENSG00000115107	STEAP3	8646
ENSG00000115109	EPB41L5	6263
ENSG00000115128	SF3B6	47218
ENSG00000115129	TP53I3	211339
ENSG00000115145	STAM2	6931
ENSG00000115159	GPD2	2232
ENSG00000115183	TANC1	1047
ENSG00000115207	GTF3C2	10264
ENSG00000115211	EIF2B4	41726
ENSG00000115216	NRBP1	38960
ENSG00000115233	PSMD14	235040
ENSG00000115234	SNX17	2806
ENSG00000115239	ASB3	268
ENSG00000115241	PPM1G	96142
ENSG00000115255	REEP6	176023
ENSG00000115267	IFIH1	519
ENSG00000115268	RPS15	546712
ENSG00000115271	GCA	31785
ENSG00000115274	INO80B	274
ENSG00000115275	MOGS	192586
ENSG00000115286	NDUFS7	60273
ENSG00000115289	PCGF1	127
ENSG00000115306	SPTBN1	516349
ENSG00000115307	AUP1	34941
ENSG00000115310	RTN4	399339
ENSG00000115317	HTRA2	19932
ENSG00000115339	GALNT3	221
ENSG00000115355	CCDC88A	356
ENSG00000115364	MRPL19	44105
ENSG00000115365	LANCL1	134981
ENSG00000115368	WDR75	39897
ENSG00000115414	FN1	65042
ENSG00000115415	STAT1	104412
ENSG00000115419	GLS	417870
ENSG00000115421	PAPOLG	568
ENSG00000115425	PECR	67402
ENSG00000115464	USP34	3245
ENSG00000115484	CCT4	782923
ENSG00000115486	GGCX	29284
ENSG00000115504	EHBP1	7301
ENSG00000115514	TXNDC9	29281
ENSG00000115520	COQ10B	1129
ENSG00000115524	SF3B1	106656
ENSG00000115539	PDCL3	24990
ENSG00000115541	HSPE1	6804424
ENSG00000115548	KDM3A	214
ENSG00000115561	CHMP3	44916
ENSG00000115641	FHL2	302
ENSG00000115648	MLPH	1130
ENSG00000115652	UXS1	4251
ENSG00000115657	ABCB6	2877
ENSG00000115677	HDLBP	250161
ENSG00000115685	PPP1R7	265392
ENSG00000115687	PASK	15
ENSG00000115760	BIRC6	2804
ENSG00000115761	NOL10	41576
ENSG00000115806	GORASP2	279428
ENSG00000115808	STRN	11732
ENSG00000115816	CEBPZ	55221
ENSG00000115825	PRKD3	30
ENSG00000115839	RAB3GAP1	15733
ENSG00000115840	SLC25A12	18851
ENSG00000115841	RMDN2	6781
ENSG00000115866	DARS	481754
ENSG00000115875	SRSF7	838915
ENSG00000115884	SDC1	3909
ENSG00000115902	SLC1A4	44868
ENSG00000115904	SOS1	979
ENSG00000115919	KYNU	58376
ENSG00000115935	WIPF1	2352
ENSG00000115942	ORC2	390
ENSG00000115944	COX7A2L	45327
ENSG00000115946	PNO1	85904
ENSG00000115947	ORC4	2490
ENSG00000115966	ATF2	2994
ENSG00000115970	THADA	483
ENSG00000115977	AAK1	6085
ENSG00000116001	TIA1	26183
ENSG00000116005	PCYOX1	597217
ENSG00000116017	ARID3A	45896
ENSG00000116030	SUMO1	252659
ENSG00000116062	MSH6	14619
ENSG00000116096	SPR	577529
ENSG00000116120	FARSB	123669
ENSG00000116133	DHCR24	448117
ENSG00000116138	DNAJC16	4721
ENSG00000116157	GPX7	4851
ENSG00000116161	CACYBP	354307
ENSG00000116171	SCP2	242729
ENSG00000116191	RALGPS2	294
ENSG00000116199	FAM20B	504
ENSG00000116209	TMEM59	4417
ENSG00000116212	LRRC42	44
ENSG00000116213	WRAP73	200
ENSG00000116221	MRPL37	68783
ENSG00000116237	ICMT	12007
ENSG00000116251	RPL22	3573879
ENSG00000116266	STXBP3	34463
ENSG00000116288	PARK7	1204691
ENSG00000116337	AMPD2	29540
ENSG00000116350	SRSF4	7070
ENSG00000116353	MECR	3627
ENSG00000116406	EDEM3	2749
ENSG00000116455	WDR77	512480
ENSG00000116459	ATP5PB	508735
ENSG00000116473	RAP1A	58272
ENSG00000116478	HDAC1	156797
ENSG00000116489	CAPZA1	287353
ENSG00000116560	SFPQ	507558
ENSG00000116584	ARHGEF2	9141
ENSG00000116586	LAMTOR2	34193
ENSG00000116604	MEF2D	514
ENSG00000116641	DOCK7	9100
ENSG00000116649	SRM	277898
ENSG00000116661	FBXO2	1139734
ENSG00000116663	FBXO6	536
ENSG00000116675	DNAJC6	29
ENSG00000116679	IVNS1ABP	105
ENSG00000116685	KIAA2013	13962
ENSG00000116688	MFN2	7508
ENSG00000116698	SMG7	216
ENSG00000116711	PLA2G4A	277
ENSG00000116731	PRDM2	35
ENSG00000116747	TROVE2	119016
ENSG00000116752	BCAS2	52924
ENSG00000116754	SRSF11	78898
ENSG00000116761	CTH	355182
ENSG00000116771	AGMAT	514938
ENSG00000116786	PLEKHM2	85
ENSG00000116791	CRYZ	385689
ENSG00000116815	CD58	600
ENSG00000116830	TTF2	219
ENSG00000116852	KIF21B	37
ENSG00000116857	TMEM9	1092
ENSG00000116863	ADPRHL2	59997
ENSG00000116871	MAP7D1	1138
ENSG00000116874	WARS2	17785
ENSG00000116885	OSCP1	213
ENSG00000116898	MRPS15	25752
ENSG00000116903	EXOC8	2086
ENSG00000116906	GNPAT	10979
ENSG00000116918	TSNAX	58118
ENSG00000116954	RRAGC	12833
ENSG00000116962	NID1	21703
ENSG00000116977	LGALS8	9054
ENSG00000116984	MTR	474
ENSG00000116991	SIPA1L2	287
ENSG00000117054	ACADM	129295
ENSG00000117091	CD48	143
ENSG00000117114	ADGRL2	9
ENSG00000117118	SDHB	101036
ENSG00000117133	RPF1	25755
ENSG00000117139	KDM5B	26
ENSG00000117143	UAP1	20024
ENSG00000117151	CTBS	7697
ENSG00000117155	SSX2IP	158
ENSG00000117174	ZNHIT6	2420
ENSG00000117222	RBBP5	13198
ENSG00000117228	GBP1	11945
ENSG00000117280	RAB29	3184
ENSG00000117298	ECE1	3062
ENSG00000117305	HMGCL	39566
ENSG00000117308	GALE	85857
ENSG00000117335	CD46	77255
ENSG00000117360	PRPF3	17072
ENSG00000117385	P3H1	68791
ENSG00000117394	SLC2A1	430597
ENSG00000117395	EBNA1BP2	170318
ENSG00000117399	CDC20	2491
ENSG00000117408	IPO13	671
ENSG00000117411	B4GALT2	1545
ENSG00000117419	ERI3	4663
ENSG00000117448	AKR1A1	329347
ENSG00000117450	PRDX1	6293975
ENSG00000117472	TSPAN1	78
ENSG00000117479	SLC19A2	313
ENSG00000117480	FAAH	6
ENSG00000117481	NSUN4	52157
ENSG00000117500	TMED5	208471
ENSG00000117505	DR1	12106
ENSG00000117519	CNN3	141098
ENSG00000117523	PRRC2C	6075
ENSG00000117528	ABCD3	162540
ENSG00000117543	DPH5	6802
ENSG00000117592	PRDX6	3405112
ENSG00000117593	DARS2	27476
ENSG00000117595	IRF6	18
ENSG00000117597	UTP25	17529
ENSG00000117601	SERPINC1	715
ENSG00000117614	SYF2	2723
ENSG00000117632	STMN1	65642
ENSG00000117640	MTFR1L	409
ENSG00000117691	NENF	30578
ENSG00000117697	NSL1	2940
ENSG00000117707	PROX1	4043
ENSG00000117713	ARID1A	3500
ENSG00000117724	CENPF	113
ENSG00000117748	RPA2	26489
ENSG00000117751	PPP1R8	36627
ENSG00000117758	STX12	54320
ENSG00000117791	Mar-02	8719
ENSG00000117859	OSBPL9	9031
ENSG00000117862	TXNDC12	394863
ENSG00000117868	ESYT2	17732
ENSG00000117877	CD3EAP	11533
ENSG00000117899	MESD	561897
ENSG00000117906	RCN2	74274
ENSG00000117984	CTSD	2200560
ENSG00000118007	STAG1	2069
ENSG00000118058	KMT2A	323
ENSG00000118096	IFT46	351
ENSG00000118137	APOA1	76245
ENSG00000118193	KIF14	33
ENSG00000118197	DDX59	1752
ENSG00000118200	CAMSAP2	11
ENSG00000118246	FASTKD2	24363
ENSG00000118257	NRP2	15
ENSG00000118260	CREB1	16620
ENSG00000118271	TTR	17029
ENSG00000118308	LRMP	194368
ENSG00000118363	SPCS2	251060
ENSG00000118418	HMGN3	71
ENSG00000118482	PHF3	1790
ENSG00000118496	FBXO30	1022
ENSG00000118503	TNFAIP3	500
ENSG00000118507	AKAP7	1932
ENSG00000118508	RAB32	49347
ENSG00000118557	PMFBP1	83
ENSG00000118579	MED28	1682
ENSG00000118640	VAMP8	82253
ENSG00000118705	RPN2	926369
ENSG00000118762	PKD2	108
ENSG00000118777	ABCG2	477
ENSG00000118785	SPP1	2519
ENSG00000118804	STBD1	17398
ENSG00000118816	CCNI	36
ENSG00000118873	RAB3GAP2	22395
ENSG00000118898	PPL	2091
ENSG00000118900	UBN1	36
ENSG00000118939	UCHL3	163693
ENSG00000118960	HS1BP3	22809
ENSG00000118961	LDAH	15054
ENSG00000118965	WDR35	1321
ENSG00000119004	CYP20A1	35497
ENSG00000119013	NDUFB3	159825
ENSG00000119041	GTF3C3	13505
ENSG00000119042	SATB2	74
ENSG00000119048	UBE2B	10880
ENSG00000119125	GDA	628
ENSG00000119139	TJP2	42716
ENSG00000119185	ITGB1BP1	3223
ENSG00000119203	CPSF3	17396
ENSG00000119280	C1orf198	2582
ENSG00000119285	HEATR1	58497
ENSG00000119314	PTBP3	41307
ENSG00000119318	RAD23B	414146
ENSG00000119321	FKBP15	2905
ENSG00000119326	CTNNAL1	3445
ENSG00000119328	FAM206A	13766
ENSG00000119335	SET	1325800
ENSG00000119383	PTPA	159458
ENSG00000119392	GLE1	2038
ENSG00000119396	RAB14	177224
ENSG00000119397	CNTRL	60
ENSG00000119401	TRIM32	2571
ENSG00000119408	NEK6	305
ENSG00000119414	PPP6C	38292
ENSG00000119421	NDUFA8	296459
ENSG00000119431	HDHD3	78169
ENSG00000119471	HSDL2	70067
ENSG00000119487	MAPKAP1	512
ENSG00000119522	DENND1A	238
ENSG00000119523	ALG2	123827
ENSG00000119537	KDSR	9428
ENSG00000119541	VPS4B	9536
ENSG00000119559	C19orf25	13780
ENSG00000119596	YLPM1	9000
ENSG00000119616	FCF1	2020
ENSG00000119638	NEK9	20465
ENSG00000119640	ACYP1	3154
ENSG00000119655	NPC2	276970
ENSG00000119661	DNAL1	87
ENSG00000119669	IRF2BPL	6562
ENSG00000119673	ACOT2	343064
ENSG00000119686	FLVCR2	370
ENSG00000119688	ABCD4	19
ENSG00000119689	DLST	274498
ENSG00000119705	SLIRP	612651
ENSG00000119707	RBM25	90419
ENSG00000119711	ALDH6A1	195527
ENSG00000119718	EIF2B2	49417
ENSG00000119720	NRDE2	393
ENSG00000119723	COQ6	4760
ENSG00000119760	SUPT7L	875
ENSG00000119772	DNMT3A	3981
ENSG00000119777	TMEM214	62378
ENSG00000119778	ATAD2B	57
ENSG00000119787	ATL2	43794
ENSG00000119801	YPEL5	1048
ENSG00000119812	FAM98A	44389
ENSG00000119820	YIPF4	30079
ENSG00000119844	AFTPH	848
ENSG00000119862	LGALSL	32881
ENSG00000119865	CNRIP1	7481
ENSG00000119878	CRIPT	17633
ENSG00000119888	EPCAM	21398
ENSG00000119899	SLC17A5	2081
ENSG00000119912	IDE	30631
ENSG00000119927	GPAM	544
ENSG00000119929	CUTC	21346
ENSG00000119946	CNNM1	360
ENSG00000119953	SMNDC1	31256
ENSG00000119965	C10orf88	31
ENSG00000119969	HELLS	4394
ENSG00000119979	FAM45A	2810
ENSG00000120008	WDR11	27198
ENSG00000120029	ARMH3	2384
ENSG00000120053	GOT1	1614146
ENSG00000120063	GNA13	25875
ENSG00000120071	KANSL1	135
ENSG00000120137	PANK3	429
ENSG00000120158	RCL1	40675
ENSG00000120159	CAAP1	1753
ENSG00000120253	NUP43	64094
ENSG00000120254	MTHFD1L	73314
