source,interaction,target
IRS1,activates,JAK2
MAPK8,activates,ATF2
IL6ST,activates,JAK2
IFNA1,activates,IFNAR1
IFNB1,activates,IFNAR1
IFNA1,activates,IFNAR2
IFNB1,activates,IFNAR2
IL15,activates,IL15RA
MAPK14,activates,ELK1
MAP3K7,activates,MAP2K3
JAK1,activates,PTPN11
MAP4K1,activates,MAP3K11
MAPK8,activates,ELK4
MAPK3,activates,ELK4
DUSP4,activates,MAPK8
NOTCH1,activates,RBPJ
MAPK14,activates,MEF2C
SMAD7,activates,TGFBR1
NRG3,activates,ERBB4
NRG1,activates,ERBB4
FRZB,activates,WNT1
MAPK3,activates,SMAD1
SMAD6,activates,SMAD1
MEF2C,activates,JUN
MAPK7,activates,MEF2C
NRAS,activates,RAF1
JAK3,activates,STAT1
IGF1R,activates,IRS4
MAP3K10,activates,MAP2K7
MAPK11,activates,RPS6KA5
MAPK1,activates,RPS6KA5
SMAD4,activates,CREB1
EGFR,activates,SHC1
ACVR1,activates,SMAD1
ACVRL1,activates,SMAD1
MAPK7,activates,MEF2A
BMPR1B,activates,SMAD5
BMPR1B,activates,SMAD1
MAPK3,activates,RPS6KA4
PTCH2,activates,SMO
SHH,activates,PTCH2
IHH,activates,PTCH2
RAC1,activates,PAK2
MAP3K7,activates,MAP2K7
SMAD6,activates,TGFBR1
SMAD7,activates,SMAD3
SMAD6,activates,SMAD3
SMAD7,activates,SMAD2
SMAD6,activates,SMAD2
MAPK1,inhibits,DUSP6
DUSP1,activates,MAPK1
DUSP8,activates,MAPK14
DUSP6,activates,MAPK3
MAPK14,activates,MAPKAPK3
DUSP8,activates,MAPK8
SHH,activates,HHIP
SUFU,activates,STK36
WNT8A,activates,FZD7
MAPK1,activates,SMAD3
MAPK3,activates,SMAD3
MAPK1,activates,SMAD2
MAPK3,activates,SMAD2
IL12RB1,activates,JAK2
AREG,activates,EGFR
HBEGF,activates,EGFR
NRG4,activates,ERBB4
SOCS3,activates,JAK1
ADAM10,activates,NOTCH2
PEBP1,activates,BRAF
TAOK2,activates,MAP2K3
ACVR1,activates,SMAD5
EGFR,activates,CBL
BAMBI,activates,BMPR1A
BAMBI,activates,TGFBR1
IFNB1,activates,TYK2
SOCS3,activates,JAK2
SMAD6,activates,BMPR1A
SMAD7,activates,BMPR1A
SMAD6,activates,ACVR1
SMAD7,activates,ACVR1
IRS4,activates,GRAP
MAPK8IP3,activates,MAP3K11
MAPK8IP3,activates,MAP2K7
PTPN1,activates,IRS1
OSMR,activates,IL6ST
GSK3B,activates,APC2
SHOC2,activates,KRAS
DLL4,activates,NOTCH4
CRLF2,activates,JAK2
SMAD4,activates,LEF1
SMAD3,activates,LEF1
SMAD2,activates,LEF1
IFNB1,activates,JAK1
SMAD4,activates,FOS
JAG1,activates,NOTCH2
JAG2,activates,NOTCH2
JAG2,activates,NOTCH3
DLL3,activates,NOTCH1
IL7R,activates,CRLF2
APC2,activates,AXIN1
WNT5A,activates,FZD4
PTPN6,activates,JAK3
WNT1,activates,LRP6
IL23A,activates,IL12RB1
DTX1,activates,NOTCH1
IL6,activates,IL6R
IL6R,activates,IL6ST
MAP2K7,activates,MAPK10
MAP2K7,activates,MAPK9
MAP2K6,activates,MAPK12
MAP2K4,activates,MAPK10
MAP2K6,activates,MAPK14
MAP2K4,activates,MAPK9
MAP2K3,activates,MAPK11
MAP2K5,activates,MAPK7
ZFYVE9,activates,SMAD2
CNTF,activates,CRLF1
SOCS3,activates,STAT5A
LRP5,activates,AXIN1
MAP3K2,activates,MAP2K4
MAP3K2,activates,MAP2K1
FBXW11,activates,SMAD3
ACVR1B,activates,SMAD2
AXIN1,activates,SMAD3
IRAK1,activates,TAB1
IRAK1,activates,TAB2
IGF1R,activates,IRS1
GAS1,activates,SHH
NOTCH1,activates,LEF1
JAK2,activates,STAT5B
SOCS1,activates,JAK2
CISH,activates,STAT5A
SOCS3,activates,PRLR
CISH,activates,PRLR
DLL4,activates,NOTCH1
MYC,activates,SMAD3
CSNK1D,activates,AXIN1
MAP3K20,activates,MAP2K7
PTPN2,activates,JAK1
RPS6KA5,activates,CREB1
RPS6KA5,activates,ATF1
IRS1,activates,IRS4
CTNNB1,activates,AXIN2
IRS1,activates,PIK3CG
AKT1,activates,RPS6KB1
PTEN,activates,PDPK1
PAK1,activates,RAF1
PTPRC,activates,JAK3
SMAD7,activates,ACVRL1
IL23R,activates,JAK2
IL23A,activates,IL23R
MAPK8IP2,activates,MAPK14
PSEN1,activates,NCSTN
IFNGR1,activates,JAK2
IFNAR2,activates,TYK2
MAP3K1,activates,MAPK3
ZFYVE9,activates,TGFBR1
DUSP3,activates,MAPK1
DUSP3,activates,MAPK14
DUSP3,activates,MAPK8
SMURF1,activates,SMAD7
CTNNB1,activates,PITX2
MIB1,activates,JAG1
ERBB2,activates,ERBB3
ADAM10,activates,NOTCH3
GRB10,activates,NEDD4
NEDD4,activates,IGF1R
SKIL,activates,SMAD3
SKI,activates,SMAD3
SKI,activates,SMAD4
SKI,activates,SMAD2
DAB2,inhibits,DVL3
HIPK2,activates,SKI
JAK3,activates,STAT3
IL20RA,activates,TYK2
IL22RA1,activates,TYK2
IL20RA,activates,JAK1
IL22RA1,activates,JAK1
SMAD2,activates,SMAD4
SMAD3,activates,SMAD4
FZD4,activates,DVL2
SMAD1,activates,SMAD4
PTPN6,activates,SOCS1
DISP1,activates,SHH
TGFBR1,activates,ACVRL1
JAK2,activates,STAT1
PIK3CG,activates,RAC1
SMAD3,activates,MEF2C
IFNGR2,activates,JAK1
CREB1,activates,FOXO4
NCSTN,activates,APH1A
LRIG1,activates,CBL
EGFR,activates,LRIG1
PPP4C,activates,IRS4
PML,activates,ZFYVE9
PML,activates,SMAD3
PML,activates,SMAD2
MAPK3,inhibits,ARRB1
SUFU,activates,GLIS2
ROR2,activates,BMPR1B
CTNNB1,activates,SMAD7
JAK2,activates,STAT5A
GSK3B,activates,SMO
PTPN1,activates,JAK2
PTPN1,activates,STAT3
PTPN6,activates,JAK2
LRIG1,activates,ERBB3
LRIG1,activates,ERBB2
LRIG1,activates,ERBB4
LIFR,activates,IL6ST
CRIPAK,activates,PAK1
IL31,activates,OSMR
OSM,activates,OSMR
NCOR2,activates,CTBP1
KRAS,activates,RAF1
LRP6,activates,AXIN1
IFNGR2,activates,JAK2
MAPK14,inhibits,TAB1
IL21,activates,IL21R
ACVR2B,activates,BMPR1A
AMH,activates,AMHR2
TGFBR2,activates,TGFBR1
ACVR2B,activates,ACVR1
BMPR2,activates,ACVR1
ACVR2B,activates,BMPR1B
BMPR2,activates,BMPR1B
TGFB2,activates,TGFBR2
INHBA,activates,ACVR2B
BMP7,activates,ACVR2B
BMP6,activates,ACVR2B
BMP2,activates,ACVR2B
ACVR2B,activates,ACVRL1
BMP7,activates,BMPR2
BMP6,activates,BMPR2
GDF6,activates,BMPR2
BMP4,activates,BMPR2
PPP4R3A,activates,PPP4C
BTRC,activates,GLIS2
BTRC,activates,GLI3
MAPK7,activates,RPS6KA1
SHH,activates,BOC
CDO1,activates,SHH
MAPK1,activates,MAP2K3
PPM1A,activates,SMAD3
PPM1A,activates,SMAD2
CREB1,activates,SMAD3
PPM1A,activates,SMAD1
IRS4,activates,PIK3CG
SIRT1,activates,SMAD7
IL20,activates,IL22RA1
IL24,activates,IL22RA1
IL26,activates,IL20RA
IL22,activates,IL20RA
IL19,activates,IL20RA
IL20,activates,IL20RA
IL24,activates,IL20RA
NEDD4,activates,PTEN
IL27,activates,IL27RA
MAPK3,activates,STAT5A
KRAS,activates,BRAF
HRAS,activates,BRAF
GSK3B,activates,SMAD3
MAPK3,activates,MYC
GPC3,activates,SHH
MFAP5,activates,NOTCH1
NOTCH1,activates,MEF2C
DAB1,activates,NOTCH1
NOTCH1,activates,HIF1A
CTF1,activates,IL6ST
JAK3,activates,PTK2B
IL31RA,activates,JAK2
SOCS1,activates,IFNGR1
PTPN11,activates,STAT1
PPP2CA,activates,SMAD3
PPP2CA,activates,SMAD2
MTMR4,activates,SMAD2
MTMR4,activates,SMAD3
HYAL2,activates,SMAD4
WWOX,activates,SMAD4
DACT2,activates,TGFBR1
TGFBR1,activates,EIF3I
SRC,activates,TGFBR2
TGFBR1,activates,CDC42
ITCH,activates,SMAD7
SIK1,activates,SMAD7
IHH,activates,PTCH1
GSK3A,activates,TSC2
DACT2,activates,DVL2
ANKRD6,activates,DVL2
DVL1,activates,LRRK2
DVL1,activates,PI4K2B
DVL2,activates,PI4K2B
AKT1,activates,CTNNB1
MAPK9,activates,CTNNB1
PDGFRA,activates,PDGFRB
CBL,activates,PDGFRA
CAV1,activates,PDGFRA
PDGFC,activates,PDGFRA
PDGFC,activates,PDGFRB
PDGFRB,activates,SHC1
PDGFA,activates,PDGFRA
PDGFB,activates,PDGFRA
FGF1,activates,FGFR1
FGF1,activates,FGFR2
FGF2,activates,FGFR2
FGF3,activates,FGFR2
FGF4,activates,FGFR2
FGF7,activates,FGFR2
FGF8,activates,FGFR2
FGF9,activates,FGF10
FGF10,activates,FGFR2
FLT1,activates,PLCG1
VEGFB,activates,FLT1
NTRK1,activates,FRS2
NTRK1,activates,PLCG1
EFNA1,activates,EPHA1
EFNA2,activates,EPHA2
EFNA5,activates,EPHA5
EFNB3,activates,EPHB3
EFNA1,activates,EPHA6
EFNA2,activates,EPHA6
EFNA3,activates,EPHA6
EFNA4,activates,EPHA6
EFNA5,activates,EPHA6
EFNA5,activates,EPHA7
EFNA1,activates,EPHA8
EFNA1,activates,EPHA4
EFNA5,activates,EPHA4
EFNA1,activates,EPHA2
EFNA1,activates,EPHA3
EFNA5,activates,EPHA3
EFNA1,activates,EPHA5
EFNB2,activates,EPHB4
EPHA3,activates,CRK
EPHA4,activates,NGEF
LTK,activates,IRS1
LTK,activates,PIK3CG
LTK,activates,CBL
ANGPT2,activates,TEK
ANGPT1,activates,TEK
ANGPT4,activates,TEK
TEK,activates,TNIP2
AGRN,activates,MUSK
DOK7,activates,MUSK
WNT3A,activates,RYK
CDK5R1,activates,LMTK2
GAS6,activates,AXL
GAS6,activates,MERTK
TYRO3,activates,PIK3R1
RET,activates,DOK6
GDNF,activates,RET
ABL1,activates,MTOR
PTK6,activates,STAP2
IGF1R,activates,RASA1
FGFR1,inhibits,FRS2
NCK2,activates,PTK2
ERBB3,activates,PIK3R1
ERBB2,activates,PIK3R1
PTPRF,activates,IRS1
EGFR,activates,ESR1
NR0B1,activates,ESR1
NR0B2,activates,HNF4A
RARA,activates,RXRA
RXRB,activates,RARA
RXRA,activates,RARG
RARG,activates,RXRB
RXRB,activates,RARG
RXRA,activates,PPARA
RXRA,activates,PPARG
RXRA,activates,NR1H3
RXRB,activates,PPARG
NR2F2,activates,RXRA
NR0B2,activates,ESR1
AR,activates,ESR1
NR0B1,activates,NR5A1
NR0B1,activates,AR
RXRG,activates,RARA
RARA,activates,ESR2
ESR2,activates,RARA
NR1H2,activates,PPARA
PPARA,activates,NR1H2
PPARG,activates,NR1H2
NR1H2,activates,PPARG
NR1H3,activates,PPARA
PPARG,activates,NR1H3
NR2F2,activates,PPARG
PPARG,activates,NR2F2
ESR1,activates,PPARG
NR1H2,activates,RXRA
PPARG,activates,RXRG
ESR1,activates,RXRA
RXRA,activates,ESR1
ESR1,activates,ESR2
AR,activates,RXRA
RXRA,activates,AR
AR,activates,NR5A1
NR4A1,activates,NR2F2
NR4A2,activates,NR4A3
NR4A3,activates,NR4A2
AR,activates,CTNNB1
RARA,activates,CTNNB1
VDR,activates,CTNNB1
NCOA2,activates,RXRA
NCOA2,activates,PPARG
LEPR,activates,STAT3
PTK6,activates,STAT3
TRIM8,inhibits,PIAS3
IL26,activates,IL10RB
JAK1,activates,STAT6
IL5,activates,IL5RA
JAK2,activates,STAT6
COPS5,activates,TYK2
PTPN1,activates,PPP2R2A
SIRT1,inhibits,STAT5A
PDGFRB,activates,FER
PKN1,activates,FZD7
DIXDC1,activates,DVL1
NDP,activates,LRP5
SMURF1,inhibits,AXIN1
TDGF1,activates,LRP5
TDGF1,activates,LRP6
FRZB,inhibits,WNT5A
SYNJ2BP,activates,DLL4
DLL1,activates,NOTCH2
PRMT1,inhibits,SMAD6
PRMT1,activates,BMPR2
UBE2O,inhibits,SMAD6
SMAD7,activates,SMURF2
NEDD4L,activates,SMAD7
AKT1,activates,USP4
USP4,activates,TGFBR1
RLIM,inhibits,SMAD7
SMURF2,activates,TGFBR1
ZRANB2,inhibits,SMAD1
TGFB1I1,inhibits,SMAD1
TGFB1I1,inhibits,SMAD5
TGFB1I1,inhibits,SMAD7
NEO1,inhibits,BMP2
NEO1,inhibits,BMP4
SMO,activates,EVC
SMO,activates,EVC2
RAB23,activates,SUFU
PRKACA,activates,SUFU
GSK3B,activates,SUFU
NR0B2,activates,SIRT1
SIRT1,inhibits,NR5A2
NR0B2,inhibits,ONECUT1
USP7,activates,PPARG
NR2F2,activates,PROX1
PRDX1,activates,DUSP1
PBK,activates,DUSP1
MUC1,activates,MAPK8
MAPK8,activates,RPS6KB1
MAPK14,inhibits,CREB1
MAPK14,activates,CYP17A1
CSK,activates,FLT3
CSK,activates,KIT
SCO2,activates,MAP3K5
MAP3K1,activates,ZFP36
TRAF2,activates,ZFP36
DUSP16,inhibits,MAPK14
PEA15,activates,MAPK3
IL10RB,activates,IFNLR1
SMURF2,activates,SMAD2
ARRB1,activates,MDM2
MAPK14,activates,MAX
CSF3R,activates,JAK1
MAP4K2,activates,MAP3K1
FYN,activates,SHC1
MPL,activates,JAK2
THPO,activates,MPL
MPL,activates,TYK2
GRAP,activates,PIK3CG
AREG,activates,ERBB2
IL2RG,activates,JAK1
IL2RG,activates,JAK3
CNTF,activates,CNTFR
IL7,activates,IL7R
IL4R,activates,IL2RG
GSK3B,activates,JUN
MAPK3,activates,TAL1
SHC1,activates,GRAP
IL13RA1,activates,JAK2
IL13RA1,activates,TYK2
DUSP2,activates,MAPK1
DUSP2,activates,MAPK14
MAP3K12,activates,MAP2K4
EGFR,activates,GRAP
KRAS,activates,MAP3K1
MAPK14,activates,DDIT3
MAP3K11,activates,MAP2K4
EGFR,activates,SHC2
EGFR,activates,SHC3
PTPN11,activates,JAK3
MAP4K4,activates,MAP3K1
IL13RA1,activates,IL4R
MAP4K1,activates,MAP3K1
MAP3K11,activates,MAP2K3
MAP3K11,activates,MAP2K6
FLNA,activates,MAP2K4
CSF3R,activates,TYK2
DUSP1,activates,MAPK8
CSF2RA,activates,JAK2
NOTCH2,activates,RBPJ
JAK3,activates,STAM
JAK2,activates,STAM
MAPK14,activates,MKNK2
MAPK3,activates,MKNK2
MAPK3,activates,MKNK1
MAPK14,activates,MKNK1
NRG2,activates,ERBB3
NRG2,activates,ERBB4
STK4,activates,MAP2K4
MAP3K10,activates,MAP2K4
LEP,activates,LEPR
NRG1,activates,ERBB3
CTNNB1,activates,TCF4
FRZB,activates,WNT8A
PAK1,activates,MAP2K1
IL1R1,activates,IRAK2
MAP4K5,activates,MAP3K1
BTRC,activates,CTNNB1
IL9R,activates,JAK3
ACVR1B,activates,SMAD3
DVL3,activates,FRAT1
JAK1,activates,SHC1
SMAD2,activates,CREB1
ERBB2,activates,GRAP
ERBB2,activates,SHC1
LAMTOR3,activates,MAPK3
LEF1,activates,TLE1
NRG3,activates,EGFR
FBXW11,inhibits,CTNNB1
TAOK1,activates,MAP2K3
MAPK14,activates,RPS6KA4
DHH,activates,PTCH2
CDC42,activates,PAK2
CDC42,activates,MAP3K11
JAK2,activates,DBP
JAK1,activates,DBP
JAK3,activates,DBP
MAPK8IP1,activates,MAP3K10
MAPK8IP1,activates,MAP3K12
MAPK8IP1,activates,MAP2K7
MAPK8IP1,activates,MAP4K1
TYK2,activates,STAT5A
MAP4K4,activates,MAP3K7
ACVR1C,activates,SMAD3
ACVR1C,activates,SMAD2
PPP2CA,activates,AXIN1
DUSP9,activates,MAPK1
PRKACA,activates,RAF1
PRKCA,activates,RAF1
PRKCA,activates,KRAS
DUSP1,activates,MAPK3
DUSP9,activates,MAPK3
MAPK1,activates,SOS1
KRAS,activates,MAP4K5
DHH,activates,HHIP
IHH,activates,HHIP
MAP3K1,activates,SMAD2
WNT8A,activates,FZD8
SIRT1,activates,FOXO4
WIF1,activates,WNT8A
SHC1,activates,INPP5D
BTC,activates,EGFR
BTC,activates,ERBB4
HBEGF,activates,ERBB4
SMAD3,activates,JUN
MAP4K1,activates,MAP3K7
DUSP5,inhibits,MAPK1
SMURF1,activates,SMAD3
SMURF1,activates,SMAD2
IGF1R,activates,IRS2
SMAD4,activates,ATF1
PEBP1,activates,MAP2K1
GHR,activates,TYK2
GHR,activates,JAK1
BMP8B,activates,BMPR1A
BMP8B,activates,ACVR1
BAMBI,activates,BMPR1B
BAMBI,activates,ACVRL1
MAPK8IP3,activates,MAP2K4
MAPK8IP3,activates,MAP3K1
DTX4,activates,NOTCH3
DVL3,activates,CSNK1G1
SMAD6,activates,BMPR1B
SMAD7,activates,BMPR1B
CSF1,activates,CSF2RA
CSF3,activates,CSF2RA
OSMR,activates,JAK2
IL9,activates,IL9R
PTEN,activates,AKT3
GRAP,activates,PTPN1
TAOK2,activates,MAP2K4
TAOK2,activates,MAP2K7
MAP3K8,activates,MAP2K5
PAK2,activates,RAF1
PTEN,activates,RAC1
MAPK8IP2,activates,MAPK8
CREB1,activates,CTNNB1
MBIP,activates,MAP3K12
IRS1,activates,SHC1
JAK3,activates,JAK1
SNIP1,activates,SMAD4
SOS1,activates,HRAS
IL6ST,activates,TYK2
SMURF2,activates,SMAD1
MAP3K20,activates,MAP2K5
MAPK8,activates,ELK3
MAPK3,activates,ELK3
MAPK14,activates,ELK3
KAT2A,activates,SMAD3
KAT2A,activates,SMAD2
XPO1,activates,SMAD4
WNT10B,activates,FZD5
HGS,activates,ZFYVE9
HGS,activates,SMAD2
LTC4S,activates,NOTCH2
LTC4S,activates,NOTCH3
LTC4S,activates,NOTCH4
CTNNB1,activates,TCF3
SMAD4,activates,MEF2A
SMAD2,activates,MEF2A
MAP2K3,activates,MAPK13
MAP2K6,activates,MAPK13
MAP2K3,activates,MAPK12
SMAD3,activates,AR
MAP3K2,activates,MAP2K5
EGF,activates,ERBB2
DUSP10,activates,MAPK8
LIFR,activates,JAK2
LIFR,activates,TYK2
LIFR,activates,JAK1
MAP4K3,activates,MAP3K1
CDC42,activates,PAK1IP1
DAB2,activates,TGFBR1
DAB2,activates,TGFBR2
DAB2,activates,SMAD2
SMURF2,activates,SKIL
LTC4S,activates,NOTCH1
NOTCH3,activates,RBPJ
CRK,activates,MAPK8
MARK1,activates,DVL3
MKNK1,activates,EIF4E
MKNK2,activates,EIF4E
CNTFR,activates,JAK1
KSR1,activates,RAF1
DAXX,activates,TGFBR2
PDPK1,activates,SGK1
SOS1,activates,NRAS
RPS6KA1,activates,GSK3B
PEBP1,activates,MAP4K4
RAC1,activates,MAP3K11
MAP3K13,activates,MAP2K7
DUSP22,activates,MAPK8
SMAD6,activates,TAB1
SMAD7,activates,TAB1
ARRB1,activates,DVL2
ARRB1,activates,DVL1
SH2B1,activates,JAK2
PTPN2,activates,STAT5A
PTPN11,activates,IGF1R
PTPN11,inhibits,SIRPA
IGF1R,activates,SIRPA
SMAD3,activates,GATA3
MYC,activates,SMAD2
CSF3R,activates,JAK2
CSNK1D,activates,APC2
CSNK1D,activates,GSK3B
CSNK1D,activates,DVL1
DLL3,activates,NOTCH2
MAP3K20,activates,MAP2K4
MAP3K20,activates,MAP2K3
MAP3K20,activates,MAP2K6
AXIN1,activates,CSNK1A1L
PTPN1,activates,IGF1R
IRS1,activates,GRAP
RPS6KA4,activates,ATF1
IRS2,activates,PIK3CG
EXTL1,activates,SHH
MAPK3,activates,ETS1
CSNK1A1L,activates,CTNNB1
CSNK1D,activates,CTNNB1
DUSP19,activates,MAPK8
RACK1,inhibits,IGF1R
PTPRC,activates,JAK1
UBR5,activates,PGR
IL23R,activates,TYK2
MFNG,inhibits,JAG1
MAP3K1,activates,MAPK1
KREMEN1,activates,LRP6
KREMEN2,activates,LRP6
DKK1,activates,KREMEN2
DKK1,activates,KREMEN1
ELP1,activates,MAPK8
IL21R,activates,JAK3
WNT2,activates,FZD9
DYRK1A,activates,GLI1
EIF4E,activates,SMAD3
EIF4E,activates,SMAD4
NUP214,activates,SMAD2
NUP153,activates,SMAD2
FOXH1,activates,SMAD2
MAPK8IP2,activates,MAPK13
MAML2,activates,NOTCH2
MAML3,activates,NOTCH2
MAML2,activates,NOTCH3
MAML3,activates,NOTCH3
MAML2,activates,NOTCH1
MAML3,activates,NOTCH1
MAML2,activates,NOTCH4
MAML3,activates,NOTCH4
SPAG9,activates,MAP2K4
SPAG9,activates,MAX
SPAG9,activates,MAP3K3
KAT2A,activates,SMAD7
PTPN6,activates,STAT6
IL6ST,activates,JAK1
SH3RF1,activates,MAP3K10
SH3RF1,activates,MAP2K4
SH3RF1,activates,MAP3K12
SH3RF1,activates,MAP2K7
SH3RF1,activates,MAPK8
SMURF1,activates,TGFBR1
DUSP16,activates,MAPK8IP2
IL1RAP,activates,IL1R1
DVL3,activates,RAC1
SMAD3,activates,MAX
NUMB,activates,ITCH
ITCH,activates,NOTCH1
CBY1,activates,CTNNB1
PIAS2,activates,STAT4
IL11,activates,IL11RA
SKIL,activates,SMAD4
SKIL,activates,SMAD2
WNT7A,activates,FZD5
HIPK2,activates,SMAD1
AXIN1,activates,MAP3K4
NCOR2,activates,BHLHE41
NR3C1,activates,SMAD3
PIAS4,activates,SMAD3
PIAS4,activates,SMAD4
NUP214,activates,SMAD3
NUP153,activates,SMAD3
NUP214,activates,SMAD4
NUP153,activates,SMAD4
IL20RB,activates,TYK2
IL20RB,activates,JAK1
STK11,activates,GSK3B
IL10RB,activates,TYK2
IL10RB,activates,JAK1
KSR2,activates,RAF1
PEA15,activates,MAPK1
MAPK14,activates,SMAD3
SMAD5,activates,SMAD4
SOCS3,activates,STAT4
CNKSR2,activates,RAF1
SUFU,activates,SAP18
SMO,activates,PRKACA
IL1R1,activates,IRAK1
RNF111,activates,SMAD7
AXIN1,activates,RNF111
WNT4,activates,FZD3
HIPK2,activates,DAXX
PIAS3,activates,SMAD3
SMAD7,activates,PPP1R15A
PPP1CC,activates,TGFBR1
PPP1R15A,activates,PPP1CC
FBXW11,activates,SMAD4
PIAS1,activates,SMAD4
CTNNB1,activates,HNF1A
NKD1,inhibits,DVL3
WDR83,activates,RAF1
WDR83,activates,MAPK3
WDR83,activates,MAP2K1
IFNLR1,activates,TYK2
IFNLR1,activates,JAK1
IL31,activates,IL31RA
PDPK1,activates,AKT2
WWP1,activates,SMAD7
TPBG,activates,EGFR
ITCH,activates,SMAD2
TGIF1,activates,WWP1
WWP1,activates,SMAD2
MAPK1,inhibits,ARRB1
POFUT1,activates,MFNG
POFUT1,activates,LFNG
NEURL1,activates,JAG1
POFUT1,activates,GALM
RYK,activates,DVL2
RYK,activates,DVL3
RYK,activates,DVL1
MTSS1,activates,GLI1
MTSS1,activates,GLIS2
MTSS1,activates,SUFU
LAMTOR3,activates,MAP2K1
GRK6,activates,SMO
ARRB1,activates,SMO
SMO,activates,ARRB1
PTPN1,activates,INSR
PTPN2,inhibits,INSR
DISP2,activates,SHH
DISP3,activates,SHH
PPP2R2A,activates,RAF1
PPP2R2A,activates,KSR1
MAP3K12,activates,MAP2K7
MAPK8IP2,activates,MAPK10
MAPK10,activates,MAPK8IP3
SPAG9,activates,MAPK14
MAPK8IP2,activates,MAPK9
MAPK8IP3,activates,MAPK9
MAPK8,activates,MAPK8IP3
PTPN2,activates,JAK3
TRIM33,activates,SMAD4
CNKSR1,activates,RAF1
SPOP,activates,CUL3
MIB2,activates,JAG2
OSMR,activates,JAK1
JUN,activates,TCF4
UCHL5,activates,SMAD7
RAB11A,activates,JAG1
LEPR,activates,JAK1
GSK3B,activates,MARK2
MTSS1,activates,RAC1
SOS1,activates,KRAS
GRAP,activates,SOS1
RANBP3,activates,CTNNB1
SNX9,activates,EGFR
JAK2,activates,STAT4
TYK2,activates,STAT4
CSNK1G1,activates,LRP6
CSNK1G1,activates,LRP5
GSK3B,activates,LRP5
TGFBR2,activates,MAP3K7
CDC42,activates,PTEN
RACK1,activates,STAT3
ACVR2B,activates,ACVR1C
BMP6,activates,AMHR2
ACTR2,activates,ACVR1B
GDF11,activates,ACTR2
GDF1,activates,ACTR2
INHBA,activates,ACTR2
BMP7,activates,ACTR2
BMP2,activates,ACTR2
BMP15,activates,ACTR2
AMHR2,activates,ACVR1
AMHR2,activates,BMPR1B
GDF11,activates,ACVR2B
NODAL,activates,ACVR2B
GDF5,activates,ACVR2B
BMP15,activates,BMPR2
PRKACA,activates,GLI1
GSK3B,activates,GLI1
CSNK1A1L,activates,GLI1
PRKACA,inhibits,GLI3
CSNK1A1L,activates,GLI3
CSF1,activates,CSF3R
CSF2,activates,CSF3R
NUMBL,activates,ITCH
PPP4C,activates,FOXO3
PRKACA,activates,GLIS2
GSK3B,activates,GLIS2
CSNK1A1L,activates,GLIS2
AKT1,activates,PRKACA
SMAD7,activates,PPP1CA
PPP1CA,activates,ACVRL1
SH3RF1,activates,MAPK8IP1
SOCS2,activates,IGF1R
MAPK1,activates,MAP3K5
CUL3,activates,GLIS2
TRIM33,activates,SMAD3
TRIM33,activates,SMAD2
CTDSP1,inhibits,SMAD1
CTDSP2,inhibits,SMAD1
SMURF2,activates,CTNNB1
GLI3,activates,MED12
UCHL5,activates,TGFBR1
BCL9,activates,CTNNB1
CTDNEP1,activates,BMPR1A
IFNK,activates,IFNAR1
IL36G,activates,IFNAR1
IFNL1,activates,IL10RB
IFNL2,activates,IL10RB
IFNL3,activates,IL10RB
IL10,activates,IL10RB
IFNK,activates,IFNAR2
IL36G,activates,IFNAR2
IFNL1,activates,IFNLR1
IFNL2,activates,IFNLR1
IFNL3,activates,IFNLR1
IL19,activates,IL20RB
IL20,activates,IL20RB
IL24,activates,IL20RB
IL22,inhibits,IL22RA2
LEPR,activates,TYK2
MDM2,activates,IGF1R
RNF111,activates,SMAD3
RNF111,activates,SMAD2
SMAD7,activates,TAB2
MAPK14,activates,STAT4
MAPK14,activates,STAT3
MAPK8,activates,STAT3
MAPK14,activates,STAT1
STK11,activates,MARK2
TGFBR1,activates,SHC1
GSK3B,activates,SMAD1
MDK,activates,NOTCH2
INPPL1,activates,MAPK8IP1
HHAT,activates,SHH
CNTN1,activates,NOTCH1
CCN3,activates,NOTCH1
MFAP2,activates,NOTCH1
NOTCH4,activates,RBPJ
NOTCH1,activates,SMAD1
LTC4S,activates,MEF2C
NOTCH1,activates,RRAS
LTC4S,activates,CTNNB1
LTC4S,activates,CDK8
GSK3A,activates,LTC4S
CDK8,activates,NOTCH1
SNW1,activates,RBPJ
NCOR2,activates,SNW1
NOTCH1,activates,SNW1
RBPJ,activates,CIR1
BHLHE41,activates,RBPJ
LTC4S,activates,RBPJ
LTC4S,activates,TP53
CTF1,activates,LIFR
IFNAR1,activates,IFNGR1
IL31RA,activates,JAK1
CISH,activates,LEPR
SOCS2,activates,LEPR
SOCS3,activates,LEPR
SOCS3,activates,IL12RB1
PTPN11,activates,STAT5A
PTPN11,activates,STAT3
PTPRT,activates,STAT3
EP300,activates,SMAD7
EP300,activates,SMAD4
TGFBR1,activates,TRAF6
MAPK11,activates,SMAD2
RANBP3,activates,SMAD2
RANBP3,activates,SMAD3
ERBIN,activates,SMAD2
ERBIN,activates,SMAD3
SMAD6,activates,HOXC8
SMAD7,activates,STRAP
SMAD6,activates,PELI1
YAP1,activates,SMAD7
FKBP1A,activates,TGFBR1
TGFBR1,activates,PARD6A
PARD6A,activates,SMURF1
CSNK1E,activates,SMO
DHH,activates,PTCH1
CSNK1A1L,activates,LRP6
GRK6,activates,LRP6
CSNK1A1,activates,LRP6
