"","exp1","exp2","cor_coef"
"621","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.706964458075966
"622","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.319556565256042
"623","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.518022714021231
"624","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.601153837509974
"625","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.42262205701977
"626","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.733324878355535
"627","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.630076015928833
"628","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.208231521371985
"629","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.431696057164836
"630","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.515211984418967
"631","geldanamycin_HEPG2_24 h_10 µM","thapsigargin_HEPG2_6 h_10 µM",0.377199104850482
"632","geldanamycin_HEPG2_24 h_10 µM","VU-0418946-1_HEPG2_6 h_10 µM",0.492569721976347
"633","geldanamycin_HEPG2_24 h_10 µM","YC-1_HEPG2_24 h_20 µM",0.428100182956583
"634","geldanamycin_HEPG2_24 h_10 µM","YC-1_HEPG2_24 h_5 µM",0.665677261390284
"635","geldanamycin_HEPG2_24 h_10 µM","YC-1_HEPG2_6 h_10 µM",0.636736743137824
"636","geldanamycin_HEPG2_24 h_10 µM","YC-1_HEPG2_6 h_20 µM",0.715297897375234
"637","geldanamycin_HEPG2_24 h_10 µM","YC-1_HEPG2_6 h_5 µM",0.452274408546303
"638","geldanamycin_HEPG2_24 h_10.0 um","benzo(a)pyrene_VCAP_24 h_10 µM",0.353296832368853
"639","geldanamycin_HEPG2_24 h_10.0 um","benzo(a)pyrene_VCAP_6 h_10 µM",0.631670223644891
"640","geldanamycin_HEPG2_24 h_10.0 um","brefeldin-a_HEPG2_6 h_10 µM",0.388652795818587
"641","geldanamycin_HEPG2_24 h_10.0 um","brefeldin-a_HEPG2_6 h_100 nM",0.733442507342712
"642","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.04 um",0.474235121525975
"643","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.04 µM",0.774607786463695
"644","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.12 um",0.634062606537546
"645","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.12 µM",0.793745853309324
"646","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.37 um",0.538743708294259
"647","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.37 µM",0.755845889183739
"648","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_1.11 um",0.571767917324654
"649","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_1.11 µM",0.522846153689401
"650","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_10 µM",0.592605727637767
"651","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_10.0 um",1
"652","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_3.33 um",0.483782031515882
"653","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_3.33 µM",0.674215095232772
"654","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_6 h_10 µM",0.722436273240306
"655","geldanamycin_HEPG2_24 h_10.0 um","mitomycin-c_HCC515_24 h_10 µM",0.403701584851032
"656","geldanamycin_HEPG2_24 h_10.0 um","mitomycin-c_HCC515_6 h_10 µM",0.600218037780317
"657","geldanamycin_HEPG2_24 h_10.0 um","quercetin_HEPG2_6 h_10 µM",0.70178813231078
"658","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_0.04 um",0.710955167912802
"659","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_0.12 um",0.613733739181433
"660","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_0.37 um",0.318148570277686
"661","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_1.11 um",0.746198462636818
"662","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_10.0 um",0.627010586196492
"663","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_3.33 um",0.597494746586808
"664","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_6 h_10 µM",0.75646225211318
"665","geldanamycin_HEPG2_24 h_10.0 um","spiperone_HEPG2_24 h_10 µM",0.568554374608449
"666","geldanamycin_HEPG2_24 h_10.0 um","spiperone_HEPG2_24 h_3 µM",0.627067987060878
"667","geldanamycin_HEPG2_24 h_10.0 um","spiperone_HEPG2_6 h_10 µM",0.531163503464538
"668","geldanamycin_HEPG2_24 h_10.0 um","spiperone_HEPG2_6 h_3 µM",0.520041980522875
"669","geldanamycin_HEPG2_24 h_10.0 um","temozolomide_HEPG2_6 h_10 µM",0.491426026229391
"670","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.670383550044232
"671","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.689539818633629
"672","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.714462475472353
"673","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.641954207591733
"674","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.524626591852375
"675","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.579607207213104
"676","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.778461181061856
"677","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.347849424403676
"678","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.456222313505565
"679","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.372668376141371
"680","geldanamycin_HEPG2_24 h_10.0 um","thapsigargin_HEPG2_6 h_10 µM",0.784113452714411
"681","geldanamycin_HEPG2_24 h_10.0 um","VU-0418946-1_HEPG2_6 h_10 µM",0.658348075939567
"682","geldanamycin_HEPG2_24 h_10.0 um","YC-1_HEPG2_24 h_20 µM",0.581360038927005
"683","geldanamycin_HEPG2_24 h_10.0 um","YC-1_HEPG2_24 h_5 µM",0.74065636443271
"684","geldanamycin_HEPG2_24 h_10.0 um","YC-1_HEPG2_6 h_10 µM",0.75685184575952
"685","geldanamycin_HEPG2_24 h_10.0 um","YC-1_HEPG2_6 h_20 µM",0.850888555156021
"686","geldanamycin_HEPG2_24 h_10.0 um","YC-1_HEPG2_6 h_5 µM",0.566265613197154
"687","geldanamycin_HEPG2_24 h_3.33 um","benzo(a)pyrene_VCAP_24 h_10 µM",0.812702449435182
"688","geldanamycin_HEPG2_24 h_3.33 um","benzo(a)pyrene_VCAP_6 h_10 µM",0.778264720025629
"689","geldanamycin_HEPG2_24 h_3.33 um","brefeldin-a_HEPG2_6 h_10 µM",0.0343124426173768
"690","geldanamycin_HEPG2_24 h_3.33 um","brefeldin-a_HEPG2_6 h_100 nM",0.430840415934648
"691","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.04 um",0.495209051188676
"692","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.04 µM",0.688031613354152
"693","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.12 um",0.871036011175928
"694","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.12 µM",0.612369813486254
"695","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.37 um",0.830202982916091
"696","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.37 µM",0.674837536992118
"697","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_1.11 um",0.927076115689972
"698","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_1.11 µM",0.678610166109496
"699","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_10 µM",0.612653896538175
"700","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_10.0 um",0.483782031515882
"701","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_3.33 um",1
"702","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_3.33 µM",0.722413912222642
"703","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_6 h_10 µM",0.280304394835346
"704","geldanamycin_HEPG2_24 h_3.33 um","mitomycin-c_HCC515_24 h_10 µM",0.318424463174937
"705","geldanamycin_HEPG2_24 h_3.33 um","mitomycin-c_HCC515_6 h_10 µM",0.378658541312181
"706","geldanamycin_HEPG2_24 h_3.33 um","quercetin_HEPG2_6 h_10 µM",0.672334954554652
"707","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_0.04 um",0.701825829654312
"708","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_0.12 um",0.633447773876652
"709","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_0.37 um",0.561108864555518
"710","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_1.11 um",0.694485660942545
"711","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_10.0 um",0.784096318329467
"712","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_3.33 um",0.823981076221421
"713","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_6 h_10 µM",0.575895362377201
"714","geldanamycin_HEPG2_24 h_3.33 um","spiperone_HEPG2_24 h_10 µM",0.836147158606238
"715","geldanamycin_HEPG2_24 h_3.33 um","spiperone_HEPG2_24 h_3 µM",0.52638279882424
"716","geldanamycin_HEPG2_24 h_3.33 um","spiperone_HEPG2_6 h_10 µM",0.807137108414875
"717","geldanamycin_HEPG2_24 h_3.33 um","spiperone_HEPG2_6 h_3 µM",0.845165273745461
"718","geldanamycin_HEPG2_24 h_3.33 um","temozolomide_HEPG2_6 h_10 µM",0.752013145071442
"719","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.677713522746184
"720","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.632236330507225
"721","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.537556844542388
"722","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.4557086144625
"723","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.683516127908589
"724","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.727669061117249
"725","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.527650349457604
"726","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.522620340624554
"727","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.482271473388427
"728","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.795756289042539
"729","geldanamycin_HEPG2_24 h_3.33 um","thapsigargin_HEPG2_6 h_10 µM",0.265188406347854
"730","geldanamycin_HEPG2_24 h_3.33 um","VU-0418946-1_HEPG2_6 h_10 µM",0.759713920583327
"731","geldanamycin_HEPG2_24 h_3.33 um","YC-1_HEPG2_24 h_20 µM",0.709299325256061
"732","geldanamycin_HEPG2_24 h_3.33 um","YC-1_HEPG2_24 h_5 µM",0.517021626267107
"733","geldanamycin_HEPG2_24 h_3.33 um","YC-1_HEPG2_6 h_10 µM",0.463248930264641
"734","geldanamycin_HEPG2_24 h_3.33 um","YC-1_HEPG2_6 h_20 µM",0.65073221735608
"735","geldanamycin_HEPG2_24 h_3.33 um","YC-1_HEPG2_6 h_5 µM",0.549694279625167
"736","geldanamycin_HEPG2_24 h_3.33 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.692846165889539
"737","geldanamycin_HEPG2_24 h_3.33 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.910406613708759
"738","geldanamycin_HEPG2_24 h_3.33 µM","brefeldin-a_HEPG2_6 h_10 µM",0.302048836083832
"739","geldanamycin_HEPG2_24 h_3.33 µM","brefeldin-a_HEPG2_6 h_100 nM",0.508373945530976
"740","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.04 um",0.466598244821911
"741","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.856751185038883
"742","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.12 um",0.783537268987651
"743","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.706161392713873
"744","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.37 um",0.689663595944351
"745","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.675164797234637
"746","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_1.11 um",0.726521695516926
"747","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_1.11 µM",0.73557645439881
"748","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_10 µM",0.518809017992575
"749","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_10.0 um",0.674215095232772
"750","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_3.33 um",0.722413912222642
"751","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_3.33 µM",1
"752","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_6 h_10 µM",0.50329508431066
"753","geldanamycin_HEPG2_24 h_3.33 µM","mitomycin-c_HCC515_24 h_10 µM",0.389577472879514
"754","geldanamycin_HEPG2_24 h_3.33 µM","mitomycin-c_HCC515_6 h_10 µM",0.632444862657307
"755","geldanamycin_HEPG2_24 h_3.33 µM","quercetin_HEPG2_6 h_10 µM",0.758899072389922
"756","geldanamycin_HEPG2_24 h_3.33 µM","radicicol_HEPG2_24 h_0.04 um",0.811908590005932
"757","geldanamycin_HEPG2_24 h_3.33 µM","radicicol_HEPG2_24 h_0.12 um",0.588534733399477
"758","geldanamycin_HEPG2_24 h_3.33 µM","radicicol_HEPG2_24 h_0.37 um",0.696235374592931
"759","geldanamycin_HEPG2_24 h_3.33 µM","radicicol_HEPG2_24 h_1.11 um",0.75759993407188
"760","geldanamycin_HEPG2_24 h_3.33 µM","radicicol_HEPG2_24 h_10.0 um",0.837383559080717
"761","geldanamycin_HEPG2_24 h_3.33 µM","radicicol_HEPG2_24 h_3.33 um",0.882901940006124
"762","geldanamycin_HEPG2_24 h_3.33 µM","radicicol_HEPG2_6 h_10 µM",0.63037377830619
"763","geldanamycin_HEPG2_24 h_3.33 µM","spiperone_HEPG2_24 h_10 µM",0.907265571218076
"764","geldanamycin_HEPG2_24 h_3.33 µM","spiperone_HEPG2_24 h_3 µM",0.485971945652011
"765","geldanamycin_HEPG2_24 h_3.33 µM","spiperone_HEPG2_6 h_10 µM",0.84841618348114
"766","geldanamycin_HEPG2_24 h_3.33 µM","spiperone_HEPG2_6 h_3 µM",0.880383507158997
"767","geldanamycin_HEPG2_24 h_3.33 µM","temozolomide_HEPG2_6 h_10 µM",0.880135572042549
"768","geldanamycin_HEPG2_24 h_3.33 µM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.679233147985591
"769","geldanamycin_HEPG2_24 h_3.33 µM","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.706084611168354
"770","geldanamycin_HEPG2_24 h_3.33 µM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.646513029925978
"771","geldanamycin_HEPG2_24 h_3.33 µM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.606540731366935
"772","geldanamycin_HEPG2_24 h_3.33 µM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.881575292818729
"773","geldanamycin_HEPG2_24 h_3.33 µM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.609149006943059
"774","geldanamycin_HEPG2_24 h_3.33 µM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.589548966205293
"775","geldanamycin_HEPG2_24 h_3.33 µM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.578200136531211
"776","geldanamycin_HEPG2_24 h_3.33 µM","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.463801999794466
"777","geldanamycin_HEPG2_24 h_3.33 µM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.623136252165541
"778","geldanamycin_HEPG2_24 h_3.33 µM","thapsigargin_HEPG2_6 h_10 µM",0.400094278868098
"779","geldanamycin_HEPG2_24 h_3.33 µM","VU-0418946-1_HEPG2_6 h_10 µM",0.719893275397461
"780","geldanamycin_HEPG2_24 h_3.33 µM","YC-1_HEPG2_24 h_20 µM",0.70552516883466
"781","geldanamycin_HEPG2_24 h_3.33 µM","YC-1_HEPG2_24 h_5 µM",0.663076980283366
"782","geldanamycin_HEPG2_24 h_3.33 µM","YC-1_HEPG2_6 h_10 µM",0.776954273747337
"783","geldanamycin_HEPG2_24 h_3.33 µM","YC-1_HEPG2_6 h_20 µM",0.704146310483914
"784","geldanamycin_HEPG2_24 h_3.33 µM","YC-1_HEPG2_6 h_5 µM",0.552314920567497
"785","geldanamycin_HEPG2_6 h_10 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.170088826250718
"786","geldanamycin_HEPG2_6 h_10 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.509139875210974
"787","geldanamycin_HEPG2_6 h_10 µM","brefeldin-a_HEPG2_6 h_10 µM",0.356734594107906
"788","geldanamycin_HEPG2_6 h_10 µM","brefeldin-a_HEPG2_6 h_100 nM",0.459592761052704
"789","geldanamycin_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.04 um",0.270079813249325
"790","geldanamycin_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.449337289943973
"791","geldanamycin_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.12 um",0.500260918457972
"792","geldanamycin_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.648153917153781
"793","geldanamycin_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.37 um",0.203634710808076
"794","geldanamycin_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.573983196695029
"795","geldanamycin_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_1.11 um",0.353616313838135
"796","geldanamycin_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_1.11 µM",0.360850495396964
"797","geldanamycin_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_10 µM",0.324159745728111
"798","geldanamycin_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_10.0 um",0.722436273240306
"799","geldanamycin_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_3.33 um",0.280304394835346
"800","geldanamycin_HEPG2_6 h_10 µM","geldanamycin_HEPG2_24 h_3.33 µM",0.50329508431066
"801","geldanamycin_HEPG2_6 h_10 µM","geldanamycin_HEPG2_6 h_10 µM",1
"802","geldanamycin_HEPG2_6 h_10 µM","mitomycin-c_HCC515_24 h_10 µM",0.34455755968158
"803","geldanamycin_HEPG2_6 h_10 µM","mitomycin-c_HCC515_6 h_10 µM",0.564083590891717
"804","geldanamycin_HEPG2_6 h_10 µM","quercetin_HEPG2_6 h_10 µM",0.363036320166754
"805","geldanamycin_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_0.04 um",0.582528497302581
"806","geldanamycin_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_0.12 um",0.504302454069862
"807","geldanamycin_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_0.37 um",0.213504924721926
"808","geldanamycin_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_1.11 um",0.424579153023485
"809","geldanamycin_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_10.0 um",0.515277455060883
"810","geldanamycin_HEPG2_6 h_10 µM","radicicol_HEPG2_24 h_3.33 um",0.401721011369625
"811","geldanamycin_HEPG2_6 h_10 µM","radicicol_HEPG2_6 h_10 µM",0.514167550805733
"812","geldanamycin_HEPG2_6 h_10 µM","spiperone_HEPG2_24 h_10 µM",0.481846912887019
"813","geldanamycin_HEPG2_6 h_10 µM","spiperone_HEPG2_24 h_3 µM",0.448146713751771
"814","geldanamycin_HEPG2_6 h_10 µM","spiperone_HEPG2_6 h_10 µM",0.359576216129432
"815","geldanamycin_HEPG2_6 h_10 µM","spiperone_HEPG2_6 h_3 µM",0.431137106961651
"816","geldanamycin_HEPG2_6 h_10 µM","temozolomide_HEPG2_6 h_10 µM",0.443344207475597
"817","geldanamycin_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.588311853442916
"818","geldanamycin_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.405276087444698
"819","geldanamycin_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.538251068746388
"820","geldanamycin_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.541228201621389
"821","geldanamycin_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.336692388680197
"822","geldanamycin_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.45849342246525
"823","geldanamycin_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.616051310998882
"824","geldanamycin_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.0441424542772316
"825","geldanamycin_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.37692005518509
"826","geldanamycin_HEPG2_6 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.174188274077729
"827","geldanamycin_HEPG2_6 h_10 µM","thapsigargin_HEPG2_6 h_10 µM",0.688447365570728
"828","geldanamycin_HEPG2_6 h_10 µM","VU-0418946-1_HEPG2_6 h_10 µM",0.41684814441463
"829","geldanamycin_HEPG2_6 h_10 µM","YC-1_HEPG2_24 h_20 µM",0.326477166424457
"830","geldanamycin_HEPG2_6 h_10 µM","YC-1_HEPG2_24 h_5 µM",0.48897802979335
"831","geldanamycin_HEPG2_6 h_10 µM","YC-1_HEPG2_6 h_10 µM",0.497870829148867
"832","geldanamycin_HEPG2_6 h_10 µM","YC-1_HEPG2_6 h_20 µM",0.62419160539466
"833","geldanamycin_HEPG2_6 h_10 µM","YC-1_HEPG2_6 h_5 µM",0.260673839168031
"834","mitomycin-c_HCC515_24 h_10 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.064143273533299
"835","mitomycin-c_HCC515_24 h_10 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.489472792760663
"836","mitomycin-c_HCC515_24 h_10 µM","brefeldin-a_HEPG2_6 h_10 µM",0.275033745898252
"837","mitomycin-c_HCC515_24 h_10 µM","brefeldin-a_HEPG2_6 h_100 nM",0.693458049518389
"838","mitomycin-c_HCC515_24 h_10 µM","geldanamycin_HEPG2_24 h_0.04 um",0.0600642513954705
"839","mitomycin-c_HCC515_24 h_10 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.312043450827548
"840","mitomycin-c_HCC515_24 h_10 µM","geldanamycin_HEPG2_24 h_0.12 um",0.462825216201413
"841","mitomycin-c_HCC515_24 h_10 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.502990950038586
"842","mitomycin-c_HCC515_24 h_10 µM","geldanamycin_HEPG2_24 h_0.37 um",0.28058758867529
"843","mitomycin-c_HCC515_24 h_10 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.58677158597397
"844","mitomycin-c_HCC515_24 h_10 µM","geldanamycin_HEPG2_24 h_1.11 um",0.440874901670508
"845","mitomycin-c_HCC515_24 h_10 µM","geldanamycin_HEPG2_24 h_1.11 µM",0.718442602776489
"846","mitomycin-c_HCC515_24 h_10 µM","geldanamycin_HEPG2_24 h_10 µM",0.37044647012825
"847","mitomycin-c_HCC515_24 h_10 µM","geldanamycin_HEPG2_24 h_10.0 um",0.403701584851032
"848","mitomycin-c_HCC515_24 h_10 µM","geldanamycin_HEPG2_24 h_3.33 um",0.318424463174937
"849","mitomycin-c_HCC515_24 h_10 µM","geldanamycin_HEPG2_24 h_3.33 µM",0.389577472879514
"850","mitomycin-c_HCC515_24 h_10 µM","geldanamycin_HEPG2_6 h_10 µM",0.34455755968158
"851","mitomycin-c_HCC515_24 h_10 µM","mitomycin-c_HCC515_24 h_10 µM",1
"852","mitomycin-c_HCC515_24 h_10 µM","mitomycin-c_HCC515_6 h_10 µM",0.273227955662912
"853","mitomycin-c_HCC515_24 h_10 µM","quercetin_HEPG2_6 h_10 µM",0.512671554961284
"854","mitomycin-c_HCC515_24 h_10 µM","radicicol_HEPG2_24 h_0.04 um",0.539636459566156
"855","mitomycin-c_HCC515_24 h_10 µM","radicicol_HEPG2_24 h_0.12 um",0.332628260821408
"856","mitomycin-c_HCC515_24 h_10 µM","radicicol_HEPG2_24 h_0.37 um",0.0803370573125134
"857","mitomycin-c_HCC515_24 h_10 µM","radicicol_HEPG2_24 h_1.11 um",0.412338398583206
"858","mitomycin-c_HCC515_24 h_10 µM","radicicol_HEPG2_24 h_10.0 um",0.552630550814499
"859","mitomycin-c_HCC515_24 h_10 µM","radicicol_HEPG2_24 h_3.33 um",0.463054499636718
"860","mitomycin-c_HCC515_24 h_10 µM","radicicol_HEPG2_6 h_10 µM",0.60942530990103
"861","mitomycin-c_HCC515_24 h_10 µM","spiperone_HEPG2_24 h_10 µM",0.421089744310347
"862","mitomycin-c_HCC515_24 h_10 µM","spiperone_HEPG2_24 h_3 µM",0.761794825352344
"863","mitomycin-c_HCC515_24 h_10 µM","spiperone_HEPG2_6 h_10 µM",0.285776826907452
"864","mitomycin-c_HCC515_24 h_10 µM","spiperone_HEPG2_6 h_3 µM",0.287277792243731
"865","mitomycin-c_HCC515_24 h_10 µM","temozolomide_HEPG2_6 h_10 µM",0.594687165844107
"866","mitomycin-c_HCC515_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.6025242589936
