"","exp1","exp2","Jc"
"504","geldanamycin_HEPG2_24 h_1.11 um","geldanamycin_HEPG2_24 h_10.0 um",0.157894736842105
"505","geldanamycin_HEPG2_24 h_1.11 um","geldanamycin_HEPG2_24 h_3.33 um",0.225806451612903
"506","geldanamycin_HEPG2_24 h_1.11 um","geldanamycin_HEPG2_24 h_3.33 µM",0.151162790697674
"507","geldanamycin_HEPG2_24 h_1.11 um","geldanamycin_HEPG2_6 h_10 µM",0.0769230769230769
"508","geldanamycin_HEPG2_24 h_1.11 um","mitomycin-c_HCC515_24 h_10 µM",0.075
"509","geldanamycin_HEPG2_24 h_1.11 um","mitomycin-c_HCC515_6 h_10 µM",0.195652173913043
"510","geldanamycin_HEPG2_24 h_1.11 um","quercetin_HEPG2_6 h_10 µM",0.0657894736842105
"511","geldanamycin_HEPG2_24 h_1.11 um","radicicol_HEPG2_24 h_0.04 um",0.0710059171597633
"512","geldanamycin_HEPG2_24 h_1.11 um","radicicol_HEPG2_24 h_0.12 um",0.121212121212121
"513","geldanamycin_HEPG2_24 h_1.11 um","radicicol_HEPG2_24 h_0.37 um",0.142857142857143
"514","geldanamycin_HEPG2_24 h_1.11 um","radicicol_HEPG2_24 h_1.11 um",0.212389380530973
"515","geldanamycin_HEPG2_24 h_1.11 um","radicicol_HEPG2_24 h_10.0 um",0.171052631578947
"516","geldanamycin_HEPG2_24 h_1.11 um","radicicol_HEPG2_24 h_3.33 um",0.240963855421687
"517","geldanamycin_HEPG2_24 h_1.11 um","radicicol_HEPG2_6 h_10 µM",0.198019801980198
"518","geldanamycin_HEPG2_24 h_1.11 um","spiperone_HEPG2_24 h_10 µM",0.157894736842105
"519","geldanamycin_HEPG2_24 h_1.11 um","spiperone_HEPG2_24 h_3 µM",0.162790697674419
"520","geldanamycin_HEPG2_24 h_1.11 um","spiperone_HEPG2_6 h_10 µM",0.116129032258065
"521","geldanamycin_HEPG2_24 h_1.11 um","spiperone_HEPG2_6 h_3 µM",0.226086956521739
"522","geldanamycin_HEPG2_24 h_1.11 um","temozolomide_HEPG2_6 h_10 µM",0.0759493670886076
"523","geldanamycin_HEPG2_24 h_1.11 um","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.116883116883117
"524","geldanamycin_HEPG2_24 h_1.11 um","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.1328125
"525","geldanamycin_HEPG2_24 h_1.11 um","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.154929577464789
"526","geldanamycin_HEPG2_24 h_1.11 um","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.0571428571428571
"527","geldanamycin_HEPG2_24 h_1.11 um","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.113821138211382
"528","geldanamycin_HEPG2_24 h_1.11 um","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.126984126984127
"529","geldanamycin_HEPG2_24 h_1.11 um","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.137614678899083
"530","geldanamycin_HEPG2_24 h_1.11 um","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.148760330578512
"531","geldanamycin_HEPG2_24 h_1.11 um","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.0888888888888889
"532","geldanamycin_HEPG2_24 h_1.11 um","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.130952380952381
"533","geldanamycin_HEPG2_24 h_1.11 um","thapsigargin_HEPG2_6 h_10 µM",0.028169014084507
"534","geldanamycin_HEPG2_24 h_1.11 um","VU-0418946-1_HEPG2_6 h_10 µM",0.145985401459854
"535","geldanamycin_HEPG2_24 h_1.11 um","YC-1_HEPG2_24 h_20 µM",0.110294117647059
"536","geldanamycin_HEPG2_24 h_1.11 um","YC-1_HEPG2_24 h_5 µM",0.148148148148148
"537","geldanamycin_HEPG2_24 h_1.11 um","YC-1_HEPG2_6 h_10 µM",0.0845070422535211
"538","geldanamycin_HEPG2_24 h_1.11 um","YC-1_HEPG2_6 h_20 µM",0.120805369127517
"539","geldanamycin_HEPG2_24 h_1.11 um","YC-1_HEPG2_6 h_5 µM",0.110294117647059
"540","geldanamycin_HEPG2_24 h_1.11 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.178861788617886
"541","geldanamycin_HEPG2_24 h_1.11 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.174311926605505
"542","geldanamycin_HEPG2_24 h_1.11 µM","brefeldin-a_HEPG2_6 h_10 µM",0.164179104477612
"543","geldanamycin_HEPG2_24 h_1.11 µM","brefeldin-a_HEPG2_6 h_100 nM",0.2
"544","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_0.04 um",0.0909090909090909
"545","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.141592920353982
"546","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_0.12 um",0.235849056603774
"547","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.186046511627907
"548","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_0.37 um",0.12
"549","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.16304347826087
"550","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_1.11 um",0.183098591549296
"551","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_1.11 µM",1
"552","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_10 µM",0.152941176470588
"553","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_10.0 um",0.176470588235294
"554","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_3.33 um",0.138211382113821
"555","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_24 h_3.33 µM",0.144736842105263
"556","geldanamycin_HEPG2_24 h_1.11 µM","geldanamycin_HEPG2_6 h_10 µM",0.0943396226415094
"557","geldanamycin_HEPG2_24 h_1.11 µM","mitomycin-c_HCC515_24 h_10 µM",0.072463768115942
"558","geldanamycin_HEPG2_24 h_1.11 µM","mitomycin-c_HCC515_6 h_10 µM",0.126436781609195
"559","geldanamycin_HEPG2_24 h_1.11 µM","quercetin_HEPG2_6 h_10 µM",0.078125
"560","geldanamycin_HEPG2_24 h_1.11 µM","radicicol_HEPG2_24 h_0.04 um",0.069620253164557
"561","geldanamycin_HEPG2_24 h_1.11 µM","radicicol_HEPG2_24 h_0.12 um",0.127272727272727
"562","geldanamycin_HEPG2_24 h_1.11 µM","radicicol_HEPG2_24 h_0.37 um",0.100671140939597
"563","geldanamycin_HEPG2_24 h_1.11 µM","radicicol_HEPG2_24 h_1.11 um",0.157407407407407
"564","geldanamycin_HEPG2_24 h_1.11 µM","radicicol_HEPG2_24 h_10.0 um",0.283333333333333
"565","geldanamycin_HEPG2_24 h_1.11 µM","radicicol_HEPG2_24 h_3.33 um",0.28169014084507
"566","geldanamycin_HEPG2_24 h_1.11 µM","radicicol_HEPG2_6 h_10 µM",0.197802197802198
"567","geldanamycin_HEPG2_24 h_1.11 µM","spiperone_HEPG2_24 h_10 µM",0.108108108108108
"568","geldanamycin_HEPG2_24 h_1.11 µM","spiperone_HEPG2_24 h_3 µM",0.142857142857143
"569","geldanamycin_HEPG2_24 h_1.11 µM","spiperone_HEPG2_6 h_10 µM",0.133802816901408
"570","geldanamycin_HEPG2_24 h_1.11 µM","spiperone_HEPG2_6 h_3 µM",0.162162162162162
"571","geldanamycin_HEPG2_24 h_1.11 µM","temozolomide_HEPG2_6 h_10 µM",0.158730158730159
"572","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.134751773049645
"573","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.0991735537190083
"574","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.134328358208955
"575","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.127272727272727
"576","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.136363636363636
"577","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.0925925925925926
"578","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.108910891089109
"579","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.144144144144144
"580","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.116883116883117
"581","geldanamycin_HEPG2_24 h_1.11 µM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.136986301369863
"582","geldanamycin_HEPG2_24 h_1.11 µM","thapsigargin_HEPG2_6 h_10 µM",0.0517241379310345
"583","geldanamycin_HEPG2_24 h_1.11 µM","VU-0418946-1_HEPG2_6 h_10 µM",0.169354838709677
"584","geldanamycin_HEPG2_24 h_1.11 µM","YC-1_HEPG2_24 h_20 µM",0.130081300813008
"585","geldanamycin_HEPG2_24 h_1.11 µM","YC-1_HEPG2_24 h_5 µM",0.154639175257732
"586","geldanamycin_HEPG2_24 h_1.11 µM","YC-1_HEPG2_6 h_10 µM",0.0833333333333333
"587","geldanamycin_HEPG2_24 h_1.11 µM","YC-1_HEPG2_6 h_20 µM",0.148148148148148
"588","geldanamycin_HEPG2_24 h_1.11 µM","YC-1_HEPG2_6 h_5 µM",0.139344262295082
"589","geldanamycin_HEPG2_24 h_10 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.163265306122449
"590","geldanamycin_HEPG2_24 h_10 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.222222222222222
"591","geldanamycin_HEPG2_24 h_10 µM","brefeldin-a_HEPG2_6 h_10 µM",0.142857142857143
"592","geldanamycin_HEPG2_24 h_10 µM","brefeldin-a_HEPG2_6 h_100 nM",0.17741935483871
"593","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.04 um",0.17741935483871
"594","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.25
"595","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.12 um",0.162962962962963
"596","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.254901960784314
"597","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.37 um",0.174603174603175
"598","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.4
"599","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_1.11 um",0.182795698924731
"600","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_1.11 µM",0.152941176470588
"601","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_10 µM",1
"602","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_10.0 um",0.216666666666667
"603","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_3.33 um",0.238805970149254
"604","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_24 h_3.33 µM",0.202127659574468
"605","geldanamycin_HEPG2_24 h_10 µM","geldanamycin_HEPG2_6 h_10 µM",0.12
"606","geldanamycin_HEPG2_24 h_10 µM","mitomycin-c_HCC515_24 h_10 µM",0.149425287356322
"607","geldanamycin_HEPG2_24 h_10 µM","mitomycin-c_HCC515_6 h_10 µM",0.158878504672897
"608","geldanamycin_HEPG2_24 h_10 µM","quercetin_HEPG2_6 h_10 µM",0.104651162790698
"609","geldanamycin_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_0.04 um",0.0955056179775281
"610","geldanamycin_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_0.12 um",0.113924050632911
"611","geldanamycin_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_0.37 um",0.172839506172839
"612","geldanamycin_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_1.11 um",0.188976377952756
"613","geldanamycin_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_10.0 um",0.144444444444444
"614","geldanamycin_HEPG2_24 h_10 µM","radicicol_HEPG2_24 h_3.33 um",0.21875
"615","geldanamycin_HEPG2_24 h_10 µM","radicicol_HEPG2_6 h_10 µM",0.194690265486726
"616","geldanamycin_HEPG2_24 h_10 µM","spiperone_HEPG2_24 h_10 µM",0.165644171779141
"617","geldanamycin_HEPG2_24 h_10 µM","spiperone_HEPG2_24 h_3 µM",0.128712871287129
"618","geldanamycin_HEPG2_24 h_10 µM","spiperone_HEPG2_6 h_10 µM",0.161490683229814
"619","geldanamycin_HEPG2_24 h_10 µM","spiperone_HEPG2_6 h_3 µM",0.174242424242424
"620","geldanamycin_HEPG2_24 h_10 µM","temozolomide_HEPG2_6 h_10 µM",0.151162790697674
"621","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.207792207792208
"622","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.177777777777778
"623","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.163398692810458
"624","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.113924050632911
"625","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.1796875
"626","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.0493827160493827
"627","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.179487179487179
"628","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.176923076923077
"629","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.108910891089109
"630","geldanamycin_HEPG2_24 h_10 µM","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.123711340206186
"631","geldanamycin_HEPG2_24 h_10 µM","thapsigargin_HEPG2_6 h_10 µM",0.115384615384615
"632","geldanamycin_HEPG2_24 h_10 µM","VU-0418946-1_HEPG2_6 h_10 µM",0.1875
"633","geldanamycin_HEPG2_24 h_10 µM","YC-1_HEPG2_24 h_20 µM",0.145833333333333
"634","geldanamycin_HEPG2_24 h_10 µM","YC-1_HEPG2_24 h_5 µM",0.254545454545455
"635","geldanamycin_HEPG2_24 h_10 µM","YC-1_HEPG2_6 h_10 µM",0.109756097560976
"636","geldanamycin_HEPG2_24 h_10 µM","YC-1_HEPG2_6 h_20 µM",0.231292517006803
"637","geldanamycin_HEPG2_24 h_10 µM","YC-1_HEPG2_6 h_5 µM",0.204379562043796
"638","geldanamycin_HEPG2_24 h_10.0 um","benzo(a)pyrene_VCAP_24 h_10 µM",0.245161290322581
"639","geldanamycin_HEPG2_24 h_10.0 um","benzo(a)pyrene_VCAP_6 h_10 µM",0.197278911564626
"640","geldanamycin_HEPG2_24 h_10.0 um","brefeldin-a_HEPG2_6 h_10 µM",0.211538461538462
"641","geldanamycin_HEPG2_24 h_10.0 um","brefeldin-a_HEPG2_6 h_100 nM",0.244444444444444
"642","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.04 um",0.183098591549296
"643","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.04 µM",0.264285714285714
"644","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.12 um",0.278571428571429
"645","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.12 µM",0.209677419354839
"646","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.37 um",0.213930348258706
"647","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_0.37 µM",0.25
"648","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_1.11 um",0.157894736842105
"649","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_1.11 µM",0.176470588235294
"650","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_10 µM",0.216666666666667
"651","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_10.0 um",1
"652","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_3.33 um",0.253333333333333
"653","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_24 h_3.33 µM",0.216216216216216
"654","geldanamycin_HEPG2_24 h_10.0 um","geldanamycin_HEPG2_6 h_10 µM",0.0816326530612245
"655","geldanamycin_HEPG2_24 h_10.0 um","mitomycin-c_HCC515_24 h_10 µM",0.109090909090909
"656","geldanamycin_HEPG2_24 h_10.0 um","mitomycin-c_HCC515_6 h_10 µM",0.140625
"657","geldanamycin_HEPG2_24 h_10.0 um","quercetin_HEPG2_6 h_10 µM",0.114285714285714
"658","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_0.04 um",0.101522842639594
"659","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_0.12 um",0.0576923076923077
"660","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_0.37 um",0.177777777777778
"661","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_1.11 um",0.235714285714286
"662","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_10.0 um",0.168224299065421
"663","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_24 h_3.33 um",0.208695652173913
"664","geldanamycin_HEPG2_24 h_10.0 um","radicicol_HEPG2_6 h_10 µM",0.207692307692308
"665","geldanamycin_HEPG2_24 h_10.0 um","spiperone_HEPG2_24 h_10 µM",0.164835164835165
"666","geldanamycin_HEPG2_24 h_10.0 um","spiperone_HEPG2_24 h_3 µM",0.182608695652174
"667","geldanamycin_HEPG2_24 h_10.0 um","spiperone_HEPG2_6 h_10 µM",0.174157303370787
"668","geldanamycin_HEPG2_24 h_10.0 um","spiperone_HEPG2_6 h_3 µM",0.220689655172414
"669","geldanamycin_HEPG2_24 h_10.0 um","temozolomide_HEPG2_6 h_10 µM",0.130841121495327
"670","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.175141242937853
"671","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.283687943262411
"672","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.204819277108434
"673","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.0679611650485437
"674","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.168918918918919
"675","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.0490196078431373
"676","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.151079136690647
"677","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.174496644295302
"678","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.175438596491228
"679","geldanamycin_HEPG2_24 h_10.0 um","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.129310344827586
"680","geldanamycin_HEPG2_24 h_10.0 um","thapsigargin_HEPG2_6 h_10 µM",0.0686274509803922
"681","geldanamycin_HEPG2_24 h_10.0 um","VU-0418946-1_HEPG2_6 h_10 µM",0.221518987341772
"682","geldanamycin_HEPG2_24 h_10.0 um","YC-1_HEPG2_24 h_20 µM",0.206451612903226
"683","geldanamycin_HEPG2_24 h_10.0 um","YC-1_HEPG2_24 h_5 µM",0.25
"684","geldanamycin_HEPG2_24 h_10.0 um","YC-1_HEPG2_6 h_10 µM",0.164948453608247
"685","geldanamycin_HEPG2_24 h_10.0 um","YC-1_HEPG2_6 h_20 µM",0.166666666666667
"686","geldanamycin_HEPG2_24 h_10.0 um","YC-1_HEPG2_6 h_5 µM",0.246666666666667
"687","geldanamycin_HEPG2_24 h_3.33 um","benzo(a)pyrene_VCAP_24 h_10 µM",0.260355029585799
"688","geldanamycin_HEPG2_24 h_3.33 um","benzo(a)pyrene_VCAP_6 h_10 µM",0.152941176470588
"689","geldanamycin_HEPG2_24 h_3.33 um","brefeldin-a_HEPG2_6 h_10 µM",0.17741935483871
"690","geldanamycin_HEPG2_24 h_3.33 um","brefeldin-a_HEPG2_6 h_100 nM",0.182389937106918
"691","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.04 um",0.153374233128834
"692","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.04 µM",0.246835443037975
"693","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.12 um",0.251572327044025
"694","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.12 µM",0.197183098591549
"695","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.37 um",0.28780487804878
"696","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_0.37 µM",0.19047619047619
"697","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_1.11 um",0.225806451612903
"698","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_1.11 µM",0.138211382113821
"699","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_10 µM",0.238805970149254
"700","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_10.0 um",0.253333333333333
"701","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_3.33 um",1
"702","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_24 h_3.33 µM",0.139705882352941
"703","geldanamycin_HEPG2_24 h_3.33 um","geldanamycin_HEPG2_6 h_10 µM",0.0677966101694915
"704","geldanamycin_HEPG2_24 h_3.33 um","mitomycin-c_HCC515_24 h_10 µM",0.109375
"705","geldanamycin_HEPG2_24 h_3.33 um","mitomycin-c_HCC515_6 h_10 µM",0.211678832116788
"706","geldanamycin_HEPG2_24 h_3.33 um","quercetin_HEPG2_6 h_10 µM",0.0873015873015873
"707","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_0.04 um",0.117924528301887
"708","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_0.12 um",0.111111111111111
"709","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_0.37 um",0.202072538860104
"710","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_1.11 um",0.278145695364238
"711","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_10.0 um",0.1328125
"712","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_24 h_3.33 um",0.186567164179104
"713","geldanamycin_HEPG2_24 h_3.33 um","radicicol_HEPG2_6 h_10 µM",0.204081632653061
"714","geldanamycin_HEPG2_24 h_3.33 um","spiperone_HEPG2_24 h_10 µM",0.195876288659794
"715","geldanamycin_HEPG2_24 h_3.33 um","spiperone_HEPG2_24 h_3 µM",0.172932330827068
"716","geldanamycin_HEPG2_24 h_3.33 um","spiperone_HEPG2_6 h_10 µM",0.293785310734463
"717","geldanamycin_HEPG2_24 h_3.33 um","spiperone_HEPG2_6 h_3 µM",0.208588957055215
"718","geldanamycin_HEPG2_24 h_3.33 um","temozolomide_HEPG2_6 h_10 µM",0.146341463414634
"719","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_1 µM",0.181347150259067
"720","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_10 µM",0.168604651162791
"721","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_100 nM",0.242937853107345
"722","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_3 µM",0.092436974789916
"723","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_24 h_500 nM",0.198757763975155
"724","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_1 µM",0.104347826086957
"725","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_10 µM",0.153846153846154
"726","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_100 nM",0.160714285714286
"727","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_3 µM",0.132352941176471
"728","geldanamycin_HEPG2_24 h_3.33 um","tert-butylhydroquinone_JURKAT_6 h_500 nM",0.110294117647059
"729","geldanamycin_HEPG2_24 h_3.33 um","thapsigargin_HEPG2_6 h_10 µM",0.0661157024793388
"730","geldanamycin_HEPG2_24 h_3.33 um","VU-0418946-1_HEPG2_6 h_10 µM",0.196629213483146
"731","geldanamycin_HEPG2_24 h_3.33 um","YC-1_HEPG2_24 h_20 µM",0.217647058823529
"732","geldanamycin_HEPG2_24 h_3.33 um","YC-1_HEPG2_24 h_5 µM",0.216216216216216
"733","geldanamycin_HEPG2_24 h_3.33 um","YC-1_HEPG2_6 h_10 µM",0.127118644067797
"734","geldanamycin_HEPG2_24 h_3.33 um","YC-1_HEPG2_6 h_20 µM",0.192513368983957
"735","geldanamycin_HEPG2_24 h_3.33 um","YC-1_HEPG2_6 h_5 µM",0.203488372093023
"736","geldanamycin_HEPG2_24 h_3.33 µM","benzo(a)pyrene_VCAP_24 h_10 µM",0.194029850746269
"737","geldanamycin_HEPG2_24 h_3.33 µM","benzo(a)pyrene_VCAP_6 h_10 µM",0.153225806451613
"738","geldanamycin_HEPG2_24 h_3.33 µM","brefeldin-a_HEPG2_6 h_10 µM",0.0941176470588235
"739","geldanamycin_HEPG2_24 h_3.33 µM","brefeldin-a_HEPG2_6 h_100 nM",0.153846153846154
"740","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.04 um",0.194690265486726
"741","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.04 µM",0.358490566037736
"742","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.12 um",0.206611570247934
"743","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.12 µM",0.3
"744","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.37 um",0.122340425531915
"745","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_0.37 µM",0.355555555555556
"746","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_1.11 um",0.151162790697674
"747","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_1.11 µM",0.144736842105263
"748","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_10 µM",0.202127659574468
"749","geldanamycin_HEPG2_24 h_3.33 µM","geldanamycin_HEPG2_24 h_10.0 um",0.216216216216216
